Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
FINNIFTY,44526,34038,10488,30.81,448854,6331.10904,14863.36176,21194.47081,26126
FORCEMOT,30717,25271,5446,21.55,72175,46225.61755,1335.23777,47560.85533,17289
LAURUSLABS,50309,41748,8561,20.51,232097,339138.06328,34456.10022,373594.1635,1711
NIFTYNXT50,2281,1946,335,17.21,4909,9984.50741,224.03286,10208.54027,72596
KFINTECH,25106,21952,3154,14.37,177872,110975.97382,11515.60987,122491.58369,948
IDFCFIRSTB,73799,67297,6502,9.66,201090,387019.89501,17467.91728,404487.81229,84
CONCOR,31879,29086,2793,9.6,115852,153668.63875,8356.03175,162024.6705,510
BANKINDIA,37073,34127,2946,8.63,65455,143351.20436,3840.62744,147191.8318,137
SUNPHARMA,105299,97457,7842,8.05,143506,180871.59023,3968.72521,184840.31545,1973
PIDILITIND,21261,19792,1469,7.42,24787,93543.44585,980.43605,94523.8819,1614
NIFTY,9420210,8814883,605327,6.87,124754067,1798590.26552,4133986.58516,5932576.85068,23995
SUPREMEIND,22765,21572,1193,5.53,45639,46453.26463,2009.66668,48462.93131,3340
TATAPOWER,85733,82246,3487,4.24,67707,97730.66105,3971.34163,101702.00269,379
GODFRYPHLP,14309,13797,512,3.71,53866,66877.60178,3584.98395,70462.58573,2215
BEL,148844,143600,5244,3.65,138825,225142.49181,8235.68746,233378.17928,406
INDUSTOWER,91156,88420,2736,3.09,70138,200287.62449,2978.79168,203266.41617,385
WIPRO,167370,162781,4589,2.82,134576,376479.5604,4824.5856,381304.146,178
PETRONET,27609,26918,691,2.57,16107,53104.59093,303.75376,53408.34469,272
LICI,32898,32112,786,2.45,23090,73082.35844,625.87462,73708.23306,425
CANBK,95467,93318,2149,2.3,148372,360333.93645,14535.3096,374869.24605,127
COFORGE,74077,72530,1547,2.13,124320,202066.66601,12223.92132,214290.58733,1531
POWERGRID,55287,54133,1154,2.13,30840,96365.27445,821.03389,97186.30834,287
BRITANNIA,29496,28922,574,1.98,26091,81610.63975,760.71603,82371.35578,5386
LODHA,43326,42528,798,1.88,113207,177795.76793,8820.39693,186616.16487,1204
SHREECEM,18751,18441,310,1.68,20147,74905.90203,153.97869,75059.88073,27000
HINDUNILVR,123348,121417,1931,1.59,99525,249954.53736,3905.49213,253860.02949,2173
VBL,70794,69752,1042,1.49,50147,143578.99338,1944.828,145523.82138,463
BANKNIFTY,1775228,1749186,26042,1.49,16945579,781218.7637,782164.38487,1563383.14858,57087
M&M,162066,159846,2220,1.39,207056,345301.34904,8552.30846,353853.6575,3240
HAL,73397,72428,969,1.34,103220,166722.64942,5546.39599,172269.04542,4618
HDFCBANK,944904,932764,12140,1.3,639558,888099.82488,24509.02187,912608.84676,740
LT,196818,194351,2467,1.27,158413,364603.82519,10502.63298,375106.45817,3808
