Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
MAHABANK,8869,6391,2478,38.77,21249,17301.69025,2685.98395,19987.6742,86
NIFTYFPI,69,51,18,35.29,554,51.62289,8.48166,60.10455,1554
RBLBANK,25323,18900,6423,33.98,74378,113129.31431,18696.83014,131826.14446,408
NIFTY,9079222,7557237,1521985,20.14,53873956,667433.09591,2371067.72471,3038500.82062,23873
INDIANB,18720,15824,2896,18.3,32483,22885.8266,5340.7388,28226.5654,888
FINNIFTY,12589,10738,1851,17.24,25983,1663.86567,3777.49588,5441.36156,25923
SWIGGY,77825,66676,11149,16.72,68588,102888.72908,6636.6437,109525.37279,269
GODREJCP,53527,45883,7644,16.66,92490,61979.84825,6005.0849,67984.93315,880
SOLARINDS,38439,33492,4947,14.77,133024,123269.05968,30496.05464,153765.11433,21500
KAYNES,60034,53159,6875,12.93,41386,34099.55782,4421.70531,38521.26313,3485
MCX,80034,71777,8257,11.5,122501,86544.89682,18921.4728,105466.36963,3170
OBEROIRLTY,23878,21472,2406,11.21,26218,21942.25316,3495.29054,25437.5437,1902
FEDERALBNK,50331,46023,4308,9.36,42836,51358.11825,4805.17625,56163.2945,344
APLAPOLLO,40891,37760,3131,8.29,17105,30019.0779,1796.06374,31815.14164,2159
DIXON,117609,109718,7891,7.19,89400,82787.05217,9641.79638,92428.84855,14445
ALKEM,17069,15959,1110,6.96,5108,4468.54336,312.18267,4780.72603,5193
BHARATFORG,27919,26152,1767,6.76,23255,42500.7174,3618.70085,46119.41825,1981
POWERINDIA,44640,41929,2711,6.47,18657,16200.69783,2388.75097,18589.4488,32000
SBICARD,47184,44353,2831,6.38,75004,43731.83608,7355.59024,51087.42632,661
HYUNDAI,22693,21337,1356,6.36,12741,15431.42848,1020.07881,16451.50729,2152
IDFCFIRSTB,65968,62054,3914,6.31,57821,80254.62632,6541.33287,86795.95919,87
PHOENIXLTD,14538,13742,796,5.79,8209,8605.87833,922.23971,9528.11804,1960
VMM,19716,18671,1045,5.6,4844,6482.77141,341.80375,6824.57516,107
PGEL,21048,19964,1084,5.43,7225,9825.71985,614.4581,10440.17795,553
KALYANKJIL,55686,52828,2858,5.41,39478,25089.907,8373.88179,33463.78879,585
ICICIGI,28745,27328,1417,5.19,6934,5560.79273,391.88886,5952.6816,1521
PFC,122256,116267,5989,5.15,35747,29005.21416,2298.95146,31304.16562,345
ITC,203793,194062,9731,5.01,84172,38441.22997,3921.08007,42362.31005,263
M&M,120075,114417,5658,4.95,48075,38495.4248,3818.5029,42313.9277,3150
BOSCHLTD,18187,17449,738,4.23,16181,8401.67491,1409.59823,9811.27315,47000
GVT&D,39608,38151,1457,3.82,19399,19256.03801,1856.96182,21112.99983,4362
HINDUNILVR,115208,111122,4086,3.68,36957,25284.64509,2259.141,27543.78609,1962
DMART,54724,52810,1914,3.62,9538,9210.76654,615.21967,9825.98622,3763
INOXWIND,32910,31773,1137,3.58,28309,26812.98432,2880.90368,29693.888,74
MIDCPNIFTY,89695,86762,2933,3.38,94600,39351.39729,13969.5443,53320.9416,14760
ATHERENERG,26680,25830,850,3.29,26963,25591.05056,3693.97012,29285.02068,1638
SUPREMEIND,19105,18501,604,3.26,6360,9017.11825,413.19773,9430.31598,3508
HDFCAMC,32658,31639,1019,3.22,7019,9618.25977,659.81337,10278.07314,2510
BAJFINANCE,134137,129988,4149,3.19,36013,60154.23187,3703.57777,63857.80965,1049
RECLTD,62483,60583,1900,3.14,15087,14030.32239,1025.31318,15055.63557,313
TIINDIA,17189,16674,515,3.09,5014,5774.98676,356.07484,6131.0616,2735
GMRAIRPORT,38188,37068,1120,3.02,13340,27655.7069,1039.70954,28695.41644,96
HDFCLIFE,78380,76088,2292,3.01,14807,12723.08026,1147.69501,13870.77527,533
TATAELXSI,28866,28066,800,2.85,6912,5551.91387,509.78471,6061.69858,3580
PERSISTENT,46217,44949,1268,2.82,51911,44640.00007,6496.69496,51136.69503,5657
SIEMENS,34850,33902,948,2.8,23081,16029.24517,3207.95928,19237.20445,4030
SHREECEM,20585,20038,547,2.73,6448,13939.55368,356.515,14296.06869,23910
MUTHOOTFIN,54096,52692,1404,2.66,28432,17785.65844,4294.13239,22079.79083,2926
BAJAJ-AUTO,54463,53117,1346,2.53,45195,34956.31428,4300.82044,39257.13472,11920
MANAPPURAM,33430,32606,824,2.53,4719,15754.3872,777.1494,16531.5366,341
360ONE,13676,13343,333,2.5,3710,4530.3221,270.4038,4800.7259,1155
AUROPHARMA,35323,34470,853,2.47,25631,36705.71569,3419.41715,40125.13285,1637
ZYDUSLIFE,19934,19460,474,2.44,6274,13876.46694,798.24996,14674.7169,1143
JSWENERGY,34439,33622,817,2.43,16170,13310.68085,1388.76562,14699.44647,539
IRFC,35951,35101,850,2.42,6886,3522.82519,428.30646,3951.13166,82
HINDZINC,59677,58306,1371,2.35,20011,18975.03146,2598.09037,21573.12183,587
EICHERMOT,69196,67625,1571,2.32,37725,19211.6763,3314.66805,22526.34435,7690
IEX,26126,25557,569,2.23,2632,2826.33159,190.59742,3016.92901,119
PIDILITIND,14465,14152,313,2.21,3297,5731.1944,235.40415,5966.59855,1638
SHRIRAMFIN,60060,58769,1291,2.2,23991,42801.00709,3087.34618,45888.35328,1044
