Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,15-Sep-2026,23400,Call,87744,28107,59637,212.18,130.05,187.65,-30.7,1994149,194662.84293,23477.8
NIFTY,Index Options,15-Sep-2026,23500,Call,180147,124136,56011,45.12,78.4,127.05,-38.29,2977798,186337.19874,23477.8
NIFTY,Index Options,15-Sep-2026,24500,Call,171767,116196,55571,47.83,1.85,3.25,-43.08,848564,1290.66584,23477.8
NIFTY,Index Options,15-Sep-2026,22500,Put,124737,71993,52744,73.26,2.6,4.65,-44.09,411516,890.72638,23477.8
NIFTY,Index Options,15-Sep-2026,23400,Put,122869,80282,42587,53.05,76.8,78.1,-1.66,3765046,192772.23772,23477.8
NIFTY,Index Options,15-Sep-2026,23200,Put,113732,72163,41569,57.6,26.35,33.05,-20.27,1058717,20108.21198,23477.8
NIFTY,Index Options,15-Sep-2026,23450,Call,77086,36378,40708,111.9,102.7,154.55,-33.55,2084487,166112.76903,23477.8
NIFTY,Index Options,15-Sep-2026,24000,Call,214443,181017,33426,18.47,5.35,10.6,-49.53,896853,3929.11299,23477.8
NIFTY,Index Options,15-Sep-2026,23300,Put,96039,62899,33140,52.69,46.2,50.65,-8.79,1491880,46905.45314,23477.8
NIFTY,Index Options,15-Sep-2026,22800,Put,73275,44153,29122,65.96,4.8,8.1,-40.74,434076,1704.18237,23477.8
NIFTY,Index Options,15-Sep-2026,23600,Call,126640,97627,29013,29.72,44.6,81.0,-44.94,1589205,58652.78893,23477.8
NIFTY,Index Options,15-Sep-2026,22950,Put,44169,17849,26320,147.46,8.1,12.65,-35.97,320630,2063.25405,23477.8
NIFTY,Index Options,22-Sep-2026,23500,Call,33054,8165,24889,304.83,158.4,205.65,-22.98,77766,8782.69762,23477.8
NIFTY,Index Options,15-Sep-2026,23000,Put,163298,140559,22739,16.18,10.7,15.25,-29.84,914254,7291.63277,23477.8
NIFTY,Index Options,15-Sep-2026,24300,Call,82474,60117,22357,37.19,2.6,4.65,-44.09,616605,1262.49873,23477.8
NIFTY,Index Options,15-Sep-2026,22000,Put,44521,23963,20558,85.79,1.4,2.65,-47.17,208840,237.5555,23477.8
NIFTY,Index Options,15-Sep-2026,23900,Call,124484,104731,19753,18.86,8.0,16.65,-51.95,752854,4971.84781,23477.8
NIFTY,Index Options,15-Sep-2026,24400,Call,106494,86929,19565,22.51,2.15,3.85,-44.16,796765,1372.42771,23477.8
NIFTY,Index Options,15-Sep-2026,22400,Put,52895,33620,19275,57.33,2.2,4.3,-48.84,243891,466.0757,23477.8
NIFTY,Index Options,15-Sep-2026,23550,Call,73309,55674,17635,31.68,59.45,102.7,-42.11,1192715,58191.37213,23477.8
NIFTY,Index Options,15-Sep-2026,23750,Call,78122,60635,17487,28.84,17.45,37.1,-52.96,732169,11164.84508,23477.8
NIFTY,Index Options,15-Sep-2026,23350,Put,52545,35606,16939,47.57,59.45,62.15,-4.34,1214403,49035.16433,23477.8
NIFTY,Index Options,15-Sep-2026,22900,Put,53376,36774,16602,45.15,7.0,10.7,-34.58,380029,2052.72664,23477.8
NIFTY,Index Options,22-Sep-2026,22700,Put,21651,6000,15651,260.85,20.4,22.45,-9.13,50006,671.85561,23477.8
NIFTY,Index Options,15-Sep-2026,24100,Call,101394,86158,15236,17.68,3.8,7.4,-48.65,501790,1572.10807,23477.8
