Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
KPITTECH,58810,17593,41217,234.28,195222,106014.81176,28348.47862,134363.29039,561
FINNIFTY,1184,458,726,158.52,3335,2623.22289,651.46603,3274.68893,26797
TATAELXSI,50480,29611,20869,70.48,98101,70493.71921,11420.48905,81914.20826,3584
MIDCPNIFTY,65074,44996,20078,44.62,98667,36410.22402,18585.31916,54995.54318,14536
DABUR,38457,29147,9310,31.94,92285,71963.771,8432.21837,80395.98937,445
NIFTY,6571666,5067719,1503947,29.68,45016349,641897.66924,2842613.82189,3484511.49114,24005
RADICO,6057,4709,1348,28.63,5479,4241.30481,441.74665,4683.05146,3952
360ONE,17305,14088,3217,22.84,8622,20570.6799,573.43555,21144.11545,1069
PAGEIND,18811,15416,3395,22.02,28842,40265.19513,4457.90296,44723.0981,43540
DELHIVERY,23420,19295,4125,21.38,64686,85362.58939,14967.86559,100330.45498,509
BAJAJHLDNG,4880,4055,825,20.35,4161,6437.07693,366.99837,6804.0753,10709
PGEL,20553,17294,3259,18.84,17562,13351.96215,2460.1162,15812.07835,551
CAMS,11991,10251,1740,16.97,7588,11346.47316,864.18601,12210.65917,792
BANKNIFTY,789250,674991,114259,16.93,1472423,368282.35375,262568.95718,630851.31093,58033
POLYCAB,27548,23725,3823,16.11,24215,55200.87165,4952.80231,60153.67396,9710
JINDALSTEL,30956,26878,4078,15.17,18588,35333.78731,1697.28075,37031.06806,1027
TITAN,72489,63002,9487,15.06,72932,55771.69127,9551.16678,65322.85805,4395
VMM,10175,8848,1327,15.0,4269,9319.51119,361.80951,9681.32071,117
PRESTIGE,16334,14266,2068,14.5,12695,21638.7234,2238.56307,23877.28647,1625
POWERINDIA,31317,27368,3949,14.43,29507,41017.5096,4413.23794,45430.74754,34290
APLAPOLLO,20948,18381,2567,13.97,20673,30078.94246,2030.56374,32109.5062,1785
MARICO,19825,17451,2374,13.6,15422,20190.99276,2330.72376,22521.71652,850
TECHM,50520,44476,6044,13.59,32584,44695.85322,5114.97462,49810.82784,1360
LT,123956,109244,14712,13.47,70891,60894.69064,7347.57313,68242.26377,4092
BAJAJFINSV,71604,63162,8442,13.37,49869,35427.20004,4683.02562,40110.22566,1799
DMART,26828,23682,3146,13.28,38516,53687.46405,4484.13184,58171.59589,4310
ASHOKLEY,59947,52963,6984,13.19,82051,124883.6655,15584.647,140468.3125,162
APOLLOHOSP,27040,23910,3130,13.09,13188,12900.42241,1321.14891,14221.57132,8620
CDSL,37218,32919,4299,13.06,33598,28526.99838,4409.70681,32936.7052,1334
TMPV,95651,84732,10919,12.89,75166,50435.86992,8016.27888,58452.1488,347
COFORGE,61489,54494,6995,12.84,50223,69373.54195,8279.93476,77653.47671,1367
