Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,09-Jun-2026,23150,Put,32030,53087,-21057,-39.67,40.95,45.9,-10.78,1941019,64243.84686,23366.7
NIFTY,Index Options,09-Jun-2026,22000,Put,103879,119496,-15617,-13.07,1.25,2.15,-41.86,423420,432.10011,23366.7
NIFTY,Index Options,09-Jun-2026,23250,Put,32435,45790,-13355,-29.17,67.45,68.5,-1.53,2706888,138981.10402,23366.7
NIFTY,Index Options,09-Jun-2026,21500,Put,77530,90128,-12598,-13.98,0.95,1.45,-34.48,137367,99.11029,23366.7
NIFTY,Index Options,09-Jun-2026,21900,Put,21916,31859,-9943,-31.21,1.15,1.8,-36.11,77096,71.66073,23366.7
NIFTY,Index Options,09-Jun-2026,21100,Put,102882,109551,-6669,-6.09,0.7,1.2,-41.67,90374,50.51906,23366.7
NIFTY,Index Options,09-Jun-2026,22300,Put,41863,48303,-6440,-13.33,1.3,2.95,-55.93,524301,749.75043,23366.7
NIFTY,Index Options,09-Jun-2026,21800,Put,21593,27140,-5547,-20.44,1.0,1.75,-42.86,109631,91.92559,23366.7
NIFTY,Index Options,09-Jun-2026,21200,Put,17629,22659,-5030,-22.2,0.7,1.25,-44.0,40642,25.09643,23366.7
NIFTY,Index Options,09-Jun-2026,22350,Put,12404,17390,-4986,-28.67,1.5,3.35,-55.22,201360,318.04812,23366.7
NIFTY,Index Options,09-Jun-2026,23300,Put,113709,117679,-3970,-3.37,84.7,85.05,-0.41,5840628,366581.17579,23366.7
NIFTY,Index Options,30-Jun-2026,24400,Call,10689,14039,-3350,-23.86,62.0,80.45,-22.93,16562,778.86945,23366.7
NIFTY,Index Options,30-Jun-2026,25000,Call,136080,139305,-3224,-2.31,18.85,28.0,-32.68,69409,1052.10162,23366.7
NIFTY,Index Futures,30-Jun-2026,0,-,299874,303017,-3143,-1.04,23440.0,23511.6,-0.3,77789,1186832.45159,23366.7
NIFTY,Index Options,09-Jun-2026,22600,Put,44328,47281,-2953,-6.25,2.3,5.55,-58.56,1008937,2839.65318,23366.7
NIFTY,Index Options,09-Jun-2026,22200,Put,37527,39589,-2062,-5.21,1.3,2.6,-50.0,304447,372.03423,23366.7
NIFTY,Index Options,09-Jun-2026,21600,Put,7126,9097,-1971,-21.67,1.0,1.45,-31.03,31351,23.43487,23366.7
NIFTY,Index Options,09-Jun-2026,21300,Put,7325,9141,-1816,-19.87,0.75,1.3,-42.31,24169,15.86694,23366.7
SBIN,Stock Futures,30-Jun-2026,0,-,121579,123326,-1747,-1.42,984.35,985.35,-0.1,34800,258251.67,977.0
NIFTY,Index Options,09-Jun-2026,22400,Put,37538,39041,-1503,-3.85,1.6,3.6,-55.56,565555,981.5207,23366.7
BANKNIFTY,Index Options,30-Jun-2026,51000,Put,17062,18473,-1411,-7.64,140.5,163.55,-14.09,39417,1784.17108,54496.25
BANKNIFTY,Index Options,30-Jun-2026,50000,Put,20679,22051,-1372,-6.22,81.05,93.75,-13.55,43700,1113.1701,54496.25
NIFTY,Index Options,25-Aug-2026,24500,Call,2432,3803,-1371,-36.05,275.0,299.85,-8.29,5204,986.97502,23366.7
PATANJALI,Stock Futures,30-Jun-2026,0,-,35733,37045,-1312,-3.54,423.4,429.4,-1.4,8476,32068.26792,422.05
NIFTY,Index Options,30-Jun-2026,24000,Call,126257,127556,-1299,-1.02,143.95,173.9,-17.22,112422,11479.97253,23366.7
