Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,08-Sep-2026,23800,Put,110095,120404,-10309,-8.56,69.65,77.5,-10.13,2054631,62595.36073,23873.45
NIFTY,Index Options,08-Sep-2026,22400,Put,29347,37690,-8343,-22.14,1.25,1.95,-35.9,78626,78.70462,23873.45
NIFTY,Index Options,08-Sep-2026,23850,Call,27656,33121,-5465,-16.5,128.9,166.75,-22.7,432606,52586.07123,23873.45
BANKNIFTY,Index Options,29-Sep-2026,57000,Put,26690,31647,-4957,-15.66,423.65,532.55,-20.45,56735,6236.3112,57380.6
BANKNIFTY,Index Options,29-Sep-2026,55000,Put,18877,23060,-4183,-18.14,84.0,119.75,-29.85,36728,790.90075,57380.6
NIFTY,Index Options,08-Sep-2026,23350,Put,26444,30095,-3651,-12.13,6.4,11.45,-44.1,264493,1009.17304,23873.45
NIFTY,Index Options,08-Sep-2026,22350,Put,38463,42063,-3600,-8.56,1.05,1.75,-40.0,44647,43.53082,23873.45
BANKNIFTY,Index Options,29-Sep-2026,55500,Put,14170,17354,-3184,-18.35,126.45,176.3,-28.28,27846,885.58633,57380.6
BANKNIFTY,Index Options,29-Sep-2026,54000,Put,17366,20188,-2822,-13.98,39.7,58.9,-32.6,22967,253.21117,57380.6
NIFTY,Index Options,15-Sep-2026,24400,Call,19000,21486,-2486,-11.57,26.95,38.95,-30.81,52921,1315.06038,23873.45
NIFTY,Index Options,08-Sep-2026,23050,Put,11754,13804,-2050,-14.85,3.1,5.25,-40.95,118829,257.97775,23873.45
INFY,Stock Futures,29-Sep-2026,0,-,190602,192427,-1825,-0.95,1136.1,1143.6,-0.66,10013,45547.53492,1130.3
NIFTY,Index Options,08-Sep-2026,23850,Put,56822,58531,-1709,-2.92,89.7,94.9,-5.48,1363814,54208.19696,23873.45
TCS,Stock Futures,29-Sep-2026,0,-,129492,131180,-1688,-1.29,2336.7,2348.8,-0.52,5455,28723.39796,2320.1
BANKNIFTY,Index Options,29-Sep-2026,59500,Call,16046,17504,-1458,-8.33,113.9,118.55,-3.92,22480,974.64288,57380.6
NIFTY,Index Options,08-Sep-2026,22850,Put,6269,7706,-1437,-18.65,1.95,3.6,-45.83,63638,101.34351,23873.45
NIFTY,Index Options,15-Sep-2026,23750,Put,2467,3715,-1248,-33.59,102.35,106.2,-3.63,16455,814.48136,23873.45
PERSISTENT,Stock Options,29-Sep-2026,6200,Call,1020,2245,-1225,-54.57,28.3,37.25,-24.03,3847,135.27013,5657.0
NIFTY,Index Options,29-Sep-2026,22800,Put,9941,11163,-1222,-10.95,27.0,30.45,-11.33,9530,137.57984,23873.45
BANKNIFTY,Index Options,29-Sep-2026,57500,Put,63290,64454,-1164,-1.81,613.0,741.15,-17.29,106218,16987.76339,57380.6
TVSMOTOR,Stock Futures,29-Sep-2026,0,-,41602,42705,-1103,-2.58,4195.9,4199.7,-0.09,3797,27860.77227,4200.0
LT,Stock Futures,29-Sep-2026,0,-,69280,70359,-1079,-1.53,3992.0,3998.1,-0.15,4693,32973.61635,3975.0
MARUTI,Stock Options,29-Sep-2026,14000,Call,11690,12678,-988,-7.79,27.2,30.1,-9.63,5264,77.40712,12857.0
NIFTY,Index Options,08-Sep-2026,23500,Call,4990,5965,-975,-16.35,403.25,440.95,-8.55,29048,9060.52144,23873.45
NIFTY,Index Options,08-Sep-2026,24850,Call,15052,16021,-969,-6.05,1.85,2.35,-21.28,207680,283.4832,23873.45
