Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,12-May-2026,23500,Put,51922,158527,-106605,-67.25,120.5,10.45,1053.11,30858738,589710.48318,23379.55
NIFTY,Index Options,12-May-2026,23800,Put,11384,99830,-88446,-88.6,421.95,73.7,472.52,2192569,253366.69593,23379.55
NIFTY,Index Options,12-May-2026,23700,Put,22082,76271,-54189,-71.05,319.05,40.4,689.73,7431383,499994.59531,23379.55
NIFTY,Index Options,12-May-2026,23600,Put,47931,99034,-51103,-51.6,220.45,20.8,959.86,18138230,686051.3424,23379.55
NIFTY,Index Options,12-May-2026,23900,Put,23777,74298,-50521,-68.0,520.9,118.75,338.65,500452,86121.53355,23379.55
NIFTY,Index Options,12-May-2026,23850,Put,7284,53032,-45748,-86.26,470.8,94.05,400.58,553001,76131.64767,23379.55
NIFTY,Index Options,12-May-2026,24000,Put,13392,49488,-36096,-72.94,621.85,183.35,239.16,241351,58903.03898,23379.55
NIFTY,Index Options,12-May-2026,23750,Put,14099,41337,-27238,-65.89,370.45,55.05,572.93,2473484,213012.73185,23379.55
NIFTY,Index Options,12-May-2026,24300,Put,8499,26841,-18342,-68.34,921.05,447.75,105.71,50454,23802.35562,23379.55
NIFTY,Index Options,12-May-2026,24200,Put,12436,30263,-17827,-58.91,821.1,353.1,132.54,46959,18509.0542,23379.55
NIFTY,Index Options,12-May-2026,23950,Put,17919,32177,-14258,-44.31,570.6,147.6,286.59,102049,20908.46243,23379.55
NIFTY,Index Options,12-May-2026,24100,Put,7768,21204,-13436,-63.37,721.3,260.2,177.21,45284,13973.19331,23379.55
NIFTY,Index Options,12-May-2026,23550,Put,25869,39129,-13260,-33.89,170.45,14.7,1059.52,16995309,481205.17902,23379.55
NIFTY,Index Options,12-May-2026,23650,Put,32978,46122,-13144,-28.5,270.45,29.25,824.62,9257193,465368.3493,23379.55
NIFTY,Index Options,26-May-2026,24000,Put,63547,72893,-9346,-12.82,662.7,404.45,63.85,51367,18889.90604,23379.55
NIFTY,Index Options,12-May-2026,24250,Put,5979,14474,-8495,-58.69,871.0,399.15,118.21,16074,6707.78468,23379.55
NIFTY,Index Options,19-May-2026,23900,Put,11330,18316,-6986,-38.14,514.05,266.45,92.93,42936,10935.62745,23379.55
NIFTY,Index Options,12-May-2026,24050,Put,5411,10256,-4845,-47.24,671.0,220.25,204.65,24655,6721.3598,23379.55
NIFTY,Index Options,12-May-2026,24400,Put,4366,9124,-4758,-52.15,1022.6,546.5,87.12,17240,9092.77252,23379.55
NIFTY,Index Options,30-Jun-2026,22500,Put,26364,30544,-4180,-13.69,237.0,157.6,50.38,22304,3059.71848,23379.55
NIFTY,Index Options,12-May-2026,24500,Put,5673,9814,-4141,-42.19,1122.55,642.55,74.7,11225,6749.3231,23379.55
NIFTY,Index Options,26-May-2026,23500,Put,51649,55619,-3970,-7.14,355.1,200.75,76.89,119256,23726.21971,23379.55
NIFTY,Index Options,12-May-2026,24150,Put,5111,8990,-3879,-43.15,771.95,306.25,152.07,14818,5275.28209,23379.55
NIFTY,Index Options,26-May-2026,23900,Put,11991,15326,-3335,-21.76,595.85,357.5,66.67,14569,4644.77202,23379.55
NIFTY,Index Options,26-May-2026,22800,Put,15543,18832,-3289,-17.46,119.75,62.55,91.45,29370,1962.12159,23379.55
