Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
FINNIFTY,2427,533,1894,355.35,5919,2460.01265,1408.74334,3868.75599,25752
COALINDIA,123953,70853,53100,74.94,406522,602069.62432,41965.90803,644035.53235,463
ITC,167319,104252,63067,60.49,82511,75008.03612,4261.96389,79270.00001,292
MIDCPNIFTY,66239,45365,20874,46.01,111716,45755.7137,21894.49236,67650.20606,14705
EXIDEIND,28176,19404,8772,45.21,72154,87784.11144,13573.2762,101357.38764,394
CUMMINSIND,27983,19990,7993,39.98,85697,178871.74194,22980.0818,201851.82374,6069
BDL,21711,15970,5741,35.95,23007,27062.93602,2558.6356,29621.57162,1288
NIFTY,6241679,4758312,1483367,31.17,40118892,760273.2464,2377498.18284,3137771.42924,23907
OFSS,24908,20043,4865,24.27,45095,43733.50635,8682.31914,52415.82549,10305
NATIONALUM,38187,31395,6792,21.63,53775,87100.78968,10906.89187,98007.68156,433
LICI,30769,25505,5264,20.64,46660,53686.2739,4659.32446,58345.59836,830
JSWENERGY,33297,27725,5572,20.1,44472,57686.4591,6369.85769,64056.3168,604
ALKEM,13705,11417,2288,20.04,12279,23210.29637,1431.15921,24641.45558,5475
PGEL,27596,23324,4272,18.32,31975,24563.70948,4283.03899,28846.74848,478
CGPOWER,33508,28598,4910,17.17,53926,70566.15705,11672.82653,82238.98359,937
ONGC,66896,57110,9786,17.14,79330,67298.8734,7731.20407,75030.07747,273
GMRAIRPORT,26457,22593,3864,17.1,17483,21829.83745,2627.42879,24457.26624,98
BANKNIFTY,813174,700197,112977,16.14,1478090,459810.18471,312196.68582,772006.87054,54853
RVNL,56151,48527,7624,15.71,29015,24677.17788,2591.21426,27268.39214,252
MCX,32485,28164,4321,15.34,32855,128032.80586,15104.29387,143137.09974,3155
SWIGGY,44911,38988,5923,15.19,45144,42312.77323,3874.83129,46187.60453,271
TIINDIA,14177,12350,1827,14.79,13163,17657.27272,2304.4091,19961.68182,3220
MOTILALOFS,7810,6850,960,14.01,6946,11470.6317,1147.66169,12618.29339,895
BAJAJ-AUTO,54961,48241,6720,13.93,62610,38624.51589,6408.4028,45032.91869,10801
HDFCBANK,868761,768512,100249,13.04,384675,326995.95277,24476.31564,351472.26841,759
NUVAMA,4543,4024,519,12.9,2649,7280.8958,391.23735,7672.13315,1530
ABB,31556,28014,3542,12.64,60108,67987.47801,11016.56926,79004.04727,7215
INOXWIND,31007,27547,3460,12.56,13255,16550.7742,1183.22454,17733.99874,96
NHPC,26856,23877,2979,12.48,14791,18357.32547,1254.44602,19611.77149,80
KFINTECH,13525,12032,1493,12.41,8082,11699.23959,713.07965,12412.31924,850
TATACONSUM,35008,31154,3854,12.37,14657,15050.76105,1366.92869,16417.68975,1205
KAYNES,62412,55554,6858,12.34,34186,28688.21432,2918.8623,31607.07662,3235
SAMMAANCAP,29277,26087,3190,12.23,24346,41047.82838,4660.66852,45708.4969,173
DABUR,25524,22747,2777,12.21,9473,14879.19425,522.51025,15401.7045,445
APOLLOHOSP,24463,21868,2595,11.87,17667,17000.67962,1974.97075,18975.65037,8279
NIFTYNXT50,731,654,77,11.77,307,4497.21372,9.70585,4506.91958,71957
VEDL,65505,58606,6899,11.77,75215,49132.98375,8883.23215,58016.21591,354
HINDALCO,68176,61055,7121,11.66,81428,107386.25632,15356.62471,122742.88103,1150
BAJAJHLDNG,6760,6064,696,11.48,1265,2545.05451,111.37317,2656.42768,10516
ANGELONE,17288,15527,1761,11.34,17339,27996.173,4157.56225,32153.73525,337
SONACOMS,16525,14857,1668,11.23,11260,21559.4855,1874.25367,23433.73917,618
SIEMENS,30888,27779,3109,11.19,113998,89106.98965,18573.80311,107680.79276,3897
CAMS,10590,9532,1058,11.1,7541,12206.82226,882.21438,13089.03665,789
JINDALSTEL,25010,22517,2493,11.07,21407,38308.40381,2952.144,41260.54781,1223
MARICO,17593,15887,1706,10.74,6964,15568.61976,1010.85456,16579.47432,836
BSE,46263,41822,4441,10.62,67593,183901.7586,25887.39309,209789.15169,4249
NAM-INDIA,6582,5961,621,10.42,2520,8891.54637,250.27243,9141.81881,1094
TVSMOTOR,68042,61663,6379,10.34,25362,56280.50454,2415.22433,58695.72887,3433
ADANIGREEN,51586,46994,4592,9.77,43030,90687.04584,13787.68092,104474.72676,1490
POWERINDIA,36011,32921,3090,9.39,69918,87542.88771,15799.66531,103342.55302,37430
SAIL,39775,36457,3318,9.1,11437,58547.07844,1636.11653,60183.19497,206
NYKAA,28037,25738,2299,8.93,11388,17114.74843,1805.69468,18920.44312,263
ASHOKLEY,57290,52641,4649,8.83,28414,46959.54,5381.7465,52341.2865,164
CIPLA,51487,47370,4117,8.69,15972,13299.38089,1069.00053,14368.38143,1422
MARUTI,87635,80795,6840,8.47,45960,47529.42661,4130.16031,51659.58693,13395
SBICARD,49204,45434,3770,8.3,13372,17371.03288,1009.03688,18380.06976,625
NBCC,20744,19214,1530,7.96,12272,29633.123,1718.2607,31351.3837,99
TATASTEEL,103811,96163,7648,7.95,99439,91211.05977,10817.42145,102028.48122,214
BOSCHLTD,21326,19778,1548,7.83,7390,8390.88741,790.63665,9181.52406,36025
LUPIN,22842,21244,1598,7.52,9881,19825.29362,1110.34454,20935.63816,2275
ADANIPOWER,42306,39366,2940,7.47,48605,113232.63251,13843.71064,127076.34315,249
BRITANNIA,27657,25747,1910,7.42,8368,9932.73955,610.70293,10543.44248,5339
NTPC,105764,98470,7294,7.41,61036,49151.52645,5359.93875,54511.4652,397
LICHSGFIN,38228,35593,2635,7.4,17747,21995.2255,1971.4239,23966.6494,556
ETERNAL,107555,100147,7408,7.4,59752,92610.47233,8714.71401,101325.18635,255
ASIANPAINT,61524,57355,4169,7.27,28934,27964.31842,3679.9608,31644.27922,2675
PAYTM,32744,30528,2216,7.26,18947,40322.58056,3495.94884,43818.5294,1128
HDFCLIFE,61894,57823,4071,7.04,14627,17662.73091,1191.71019,18854.4411,610
SUZLON,54001,50584,3417,6.76,42848,59147.10165,5495.60613,64642.70778,57
