Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
PAYTM,49004,43589,5415,12.42,35848,35125.99407,5143.34567,40269.33975,1025
NIFTY,7510697,6753776,756921,11.21,50344278,1051615.54479,3072023.55173,4123639.09653,23161
CAMS,14882,13453,1429,10.62,8312,6400.88616,445.9968,6846.88296,725
NIFTYNXT50,1394,1279,115,8.99,823,3730.5502,43.77542,3774.32563,68378
OFSS,32447,29817,2630,8.82,55926,38975.97433,7987.12715,46963.10149,9293
HINDALCO,87451,80442,7009,8.71,47075,59089.03959,4700.14713,63789.18672,1025
HYUNDAI,36054,33368,2686,8.05,20363,25716.48395,1531.64783,27248.13179,1937
COCHINSHIP,16378,15268,1110,7.27,5887,14044.24584,500.22864,14544.47448,1385
MIDCPNIFTY,129212,120918,8294,6.86,167863,58023.57618,28777.86334,86801.43952,13866
KFINTECH,19983,18730,1253,6.69,7009,12789.0163,314.91193,13103.92823,805
PFC,70302,65906,4396,6.67,60286,48646.18057,5101.75133,53747.9319,414
AMBER,57539,54092,3447,6.37,38103,44095.70739,4022.81855,48118.52594,7292
UPL,29243,27589,1654,6.0,10155,13041.87445,1081.62468,14123.49914,594
NUVAMA,6033,5695,338,5.94,3334,8091.5068,298.11065,8389.61745,1517
POLYCAB,29900,28283,1617,5.72,26142,32602.09436,3650.04051,36252.13487,9366
RADICO,3125,2959,166,5.61,1757,1298.90925,74.7448,1373.65405,3450
DALBHARAT,19470,18459,1011,5.48,6152,10643.65094,274.00356,10917.6545,1610
DMART,37949,35999,1950,5.42,24088,17243.28972,1872.91461,19116.20433,3999
SOLARINDS,26110,24780,1330,5.37,34232,38764.19257,3567.39834,42331.59092,17129
PERSISTENT,54331,51646,2685,5.2,58350,40941.53316,4997.10634,45938.6395,4885
LTM,44926,42723,2203,5.16,26854,19022.73858,2826.33624,21849.07482,3842
ONGC,96125,91529,4596,5.02,76871,25054.06342,4477.3506,29531.41402,252
MANAPPURAM,25521,24301,1220,5.02,16369,34898.4405,2253.9702,37152.4107,291
SAMMAANCAP,32259,30723,1536,5.0,10884,20400.93978,1333.33067,21734.27045,168
BANKINDIA,25681,24522,1159,4.73,7497,20146.37872,668.6056,20814.98432,141
HINDPETRO,33346,31864,1482,4.65,17926,36688.91334,1956.08682,38645.00016,367
PGEL,33741,32331,1410,4.36,22422,11846.41355,2234.97826,14081.39181,460
INFY,388377,372398,15979,4.29,165063,113903.52332,11436.25732,125339.78064,1119
BAJAJFINSV,89861,86226,3635,4.22,28825,11414.3346,1210.5592,12624.8938,1648
MAXHEALTH,40200,38580,1620,4.2,16281,19300.42091,1101.02301,20401.44393,1010
TRENT,109075,104720,4355,4.16,45716,26684.95192,3240.50535,29925.45728,2721
CGPOWER,40939,39311,1628,4.14,19768,27759.11623,2945.7101,30704.82633,903
ADANIPOWER,55147,52969,2178,4.11,22740,37563.92704,3428.68691,40992.61396,216
PRESTIGE,18083,17430,653,3.75,2636,4710.63325,358.72582,5069.35908,1325
BDL,42477,40961,1516,3.7,16225,10642.35762,912.55824,11554.91586,1158
MANKIND,22253,21465,788,3.67,14094,6753.99432,492.41418,7246.4085,2375
WAAREEENER,53029,51165,1864,3.64,28980,19476.91182,2173.70721,21650.61904,3010
BAJAJHLDNG,9705,9373,332,3.54,3084,2222.61339,103.01862,2325.63201,9872
ICICIGI,19762,19107,655,3.43,4771,4127.15114,154.6777,4281.82885,1720
HDFCAMC,29522,28545,977,3.42,9049,19249.66674,623.40906,19873.0758,2398
ETERNAL,142418,137818,4600,3.34,53262,54047.91112,4719.38343,58767.29455,236
LICI,41099,39802,1297,3.26,11720,10230.76222,541.65916,10772.42138,393
SHRIRAMFIN,85740,83040,2700,3.25,26186,39865.65453,2585.71005,42451.36458,889
INDHOTEL,34305,33233,1072,3.23,7945,16495.4203,464.6025,16960.0228,657
POWERINDIA,63438,61476,1962,3.19,45340,43835.85172,5377.42511,49213.27683,33315
MUTHOOTFIN,36935,35797,1138,3.18,29067,27019.94036,3779.66448,30799.60485,2898
JUBLFOOD,38103,36943,1160,3.14,12865,10903.93637,928.49262,11832.429,415
DIXON,103051,99946,3105,3.11,54357,43955.85024,6345.27508,50301.12532,11382
