Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,19-May-2026,24400,Put,9098,3305,5793,175.28,263.25,261.7,0.59,42681,7670.01044,24326.65
SAIL,Stock Futures,30-Jun-2026,0,-,4821,589,4232,718.51,189.9,188.68,0.65,4278,38234.71056,187.34
NIFTY,Index Options,26-May-2026,24400,Put,16635,13006,3629,27.9,329.8,326.05,1.15,38769,8623.89266,24326.65
NIFTY,Index Options,12-May-2026,24700,Put,5912,2498,3414,136.67,373.35,358.65,4.1,48568,11914.21608,24326.65
HDFCLIFE,Stock Futures,26-May-2026,0,-,45929,42871,3058,7.13,631.0,610.5,3.36,18087,123999.95025,628.0
NIFTY,Index Options,26-May-2026,24500,Put,52497,49827,2670,5.36,375.6,372.25,0.9,31836,8044.97311,24326.65
POLYCAB,Stock Options,26-May-2026,9400,Call,3177,690,2487,360.43,96.0,27.75,245.95,21930,2215.75237,9030.0
RBLBANK,Stock Futures,26-May-2026,0,-,22814,20872,1942,9.3,351.75,338.15,4.02,7185,78426.66401,349.45
NIFTY,Index Options,19-May-2026,24500,Put,5016,3278,1738,53.02,312.7,307.9,1.56,18469,3873.84504,24326.65
HDFCBANK,Stock Options,30-Jun-2026,800,Put,3135,1524,1611,105.71,30.95,30.7,0.81,3477,569.11536,795.55
BAJAJ-AUTO,Stock Options,26-May-2026,10600,Call,3176,1596,1580,99.0,252.0,205.7,22.51,27731,5689.36128,10590.0
BHARATFORG,Stock Options,26-May-2026,1960,Call,1738,319,1419,444.83,90.8,41.8,117.22,7090,2716.888,1997.0
AMBER,Stock Options,26-May-2026,9000,Call,3519,2226,1293,58.09,347.55,302.65,14.84,6212,2205.75696,8820.0
NIFTY,Index Options,30-Jun-2026,24000,Put,46192,44900,1292,2.88,360.95,359.7,0.35,9442,2267.6096,24326.65
NIFTY,Index Options,12-May-2026,24550,Put,3815,2532,1283,50.67,263.45,260.45,1.15,114576,20191.49932,24326.65
BOSCHLTD,Stock Futures,26-May-2026,0,-,11212,10011,1201,12.0,38040.0,36925.0,3.02,3324,31707.19557,37695.0
NIFTY,Index Options,12-May-2026,24600,Put,6107,4944,1163,23.52,297.55,291.65,2.02,150711,30127.27961,24326.65
CROMPTON,Stock Futures,26-May-2026,0,-,31395,30241,1154,3.82,292.55,285.05,2.63,7766,40700.67408,291.0
HAL,Stock Futures,26-May-2026,0,-,39123,37971,1152,3.03,4818.0,4646.2,3.7,10514,74884.33533,4795.0
ADANIPOWER,Stock Futures,26-May-2026,0,-,22310,21163,1147,5.42,231.59,230.63,0.42,5156,42629.5502,230.3
DABUR,Stock Options,26-May-2026,480,Call,1713,612,1101,179.9,10.05,8.6,16.86,3658,451.30575,467.0
TATASTEEL,Stock Futures,26-May-2026,0,-,63470,62431,1039,1.66,217.8,216.73,0.49,7478,44914.92445,217.1
BANKNIFTY,Index Options,30-Jun-2026,63000,Call,4680,3671,1009,27.49,56.95,55.0,3.55,2041,31.57631,56047.4
BSE,Stock Futures,26-May-2026,0,-,20377,19386,991,5.11,3995.9,3860.5,3.51,8344,123332.9769,3981.0
BAJAJ-AUTO,Stock Options,26-May-2026,11000,Call,4123,3144,979,31.14,110.25,100.0,10.25,48657,4755.73518,10590.0
