Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,22-Sep-2026,23400,Put,247382,73651,173731,235.88,42.15,110.9,-61.99,8115411,339236.35291,23414.3
NIFTY,Index Options,22-Sep-2026,23450,Put,97810,10717,87093,812.66,61.05,141.0,-56.7,3740814,199215.17916,23414.3
NIFTY,Index Options,22-Sep-2026,23350,Put,155256,79124,76132,96.22,30.3,85.6,-64.6,5515788,172953.04852,23414.3
NIFTY,Index Options,29-Sep-2026,25000,Call,149282,82859,66423,80.16,1.7,1.8,-5.56,168138,194.53566,23414.3
NIFTY,Index Options,22-Sep-2026,23650,Call,119469,62180,57289,92.13,4.6,8.2,-43.9,2416163,10569.50504,23414.3
NIFTY,Index Options,22-Sep-2026,22900,Put,133484,76505,56979,74.48,4.9,8.0,-38.75,1070697,2776.85266,23414.3
NIFTY,Index Options,22-Sep-2026,22500,Put,191934,138808,53126,38.27,2.2,3.05,-27.87,1363091,1727.71784,23414.3
NIFTY,Index Options,22-Sep-2026,23300,Put,243496,195178,48318,24.76,21.95,65.45,-66.46,5246181,114883.49462,23414.3
NIFTY,Index Options,22-Sep-2026,23100,Put,144841,98921,45920,46.42,8.2,20.9,-60.77,1804414,10309.51938,23414.3
NIFTY,Index Options,22-Sep-2026,23600,Call,164756,121677,43079,35.4,9.55,12.75,-25.1,3860663,28607.51283,23414.3
NIFTY,Index Options,22-Sep-2026,23500,Put,77732,37004,40728,110.06,87.95,175.6,-49.91,2683945,203049.83305,23414.3
NIFTY,Index Options,22-Sep-2026,23550,Call,95921,56236,39685,70.57,20.0,20.15,-0.74,3556455,46141.44717,23414.3
NIFTY,Index Options,29-Sep-2026,21000,Put,94874,56804,38070,67.02,2.55,2.95,-13.56,85276,135.24773,23414.3
NIFTY,Index Options,22-Sep-2026,23150,Put,95207,60052,35155,58.54,9.9,27.75,-64.32,1684789,12911.3805,23414.3
NIFTY,Index Options,22-Sep-2026,23050,Put,73191,44163,29028,65.73,7.05,15.85,-55.52,935246,4109.47092,23414.3
NIFTY,Index Options,22-Sep-2026,22800,Put,137166,110896,26270,23.69,4.0,5.8,-31.03,1114746,2253.45903,23414.3
NIFTY,Index Options,29-Sep-2026,24800,Call,41991,15986,26005,162.67,1.9,2.1,-9.52,72125,90.94962,23414.3
NIFTY,Index Options,22-Sep-2026,23200,Put,172908,147721,25187,17.05,12.7,37.1,-65.77,2974009,31470.96323,23414.3
NIFTY,Index Options,29-Sep-2026,24900,Call,33324,9340,23984,256.79,1.6,1.85,-13.51,72197,80.24696,23414.3
NIFTY,Index Options,29-Sep-2026,23400,Put,59784,37410,22374,59.81,117.95,172.85,-31.76,191206,16845.4398,23414.3
NIFTY,Index Options,22-Sep-2026,23250,Put,121877,99857,22020,22.05,16.35,49.4,-66.9,2325721,35071.87268,23414.3
NIFTY,Index Options,22-Sep-2026,23000,Put,189739,169141,20598,12.18,6.15,12.35,-50.2,1777244,6469.16816,23414.3
NIFTY,Index Options,29-Sep-2026,24700,Call,42674,23160,19514,84.26,1.9,2.45,-22.45,57838,76.69318,23414.3
NIFTY,Index Options,29-Sep-2026,24000,Call,178692,159712,18980,11.88,8.8,9.2,-4.35,219507,1157.13115,23414.3
NIFTY,Index Options,29-Sep-2026,23000,Put,130092,111468,18623,16.71,31.55,50.7,-37.77,229492,5156.79998,23414.3
