Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
INDIANB,41913,30592,11321,37.01,224940,193800.8381,38227.4421,232028.2802,873
CDSL,49720,37561,12159,32.37,189366,103992.33995,25447.88184,129440.22179,1431
PAYTM,55548,45006,10542,23.42,99345,129621.70687,23605.69709,153227.40396,1342
LTF,39269,32464,6805,20.96,41137,42378.52545,6192.90022,48571.42567,322
DMART,63850,54033,9817,18.17,50278,32644.54875,4106.21167,36750.76042,4075
DIXON,130926,111435,19491,17.49,321748,205988.94069,45410.39904,251399.33973,13410
OFSS,26551,22929,3622,15.8,54160,92308.63274,12134.22125,104442.85399,11650
PAGEIND,25940,22752,3188,14.01,27708,46798.63043,2460.74676,49259.37719,39425
NIFTY,8440213,7526939,913274,12.13,86089067,805548.6896,3872760.09214,4678308.78175,24206
MIDCPNIFTY,113773,102868,10905,10.6,169331,35199.82398,23669.30511,58869.12909,14820
PREMIERENE,18433,16787,1646,9.81,19248,20129.26019,2719.73364,22848.99383,1111
GODREJPROP,45168,41148,4020,9.77,45854,34509.92441,6254.58034,40764.50475,2134
FINNIFTY,6658,6087,571,9.38,10289,3194.92641,1509.53876,4704.46518,26831
KALYANKJIL,84073,77589,6484,8.36,307570,181543.09896,83118.54811,264661.64707,480
DRREDDY,73538,68268,5270,7.72,102810,89494.82625,13238.99887,102733.82512,1246
LTM,51583,47896,3687,7.7,95973,88060.67199,12650.58051,100711.2525,4060
OBEROIRLTY,29116,27069,2047,7.56,25800,26399.3184,2737.22911,29136.54751,1905
HAVELLS,36661,34340,2321,6.76,26792,43974.27975,2463.0966,46437.37635,1184
TORNTPHARM,31855,29919,1936,6.47,32262,52969.80437,2669.36038,55639.16476,4888
PRESTIGE,17762,16817,945,5.62,12934,21789.60426,2520.51417,24310.11843,1723
SWIGGY,48750,46265,2485,5.37,50982,51298.77316,5830.57278,57129.34594,272
KFINTECH,19880,18880,1000,5.3,19712,17251.02338,2218.77918,19469.80256,904
HDFCAMC,29406,27932,1474,5.28,8530,14129.83782,1188.14133,15317.97915,2758
UNIONBANK,49670,47257,2413,5.11,40498,53800.94345,5774.96041,59575.90386,164
BIOCON,33579,31949,1630,5.1,31476,70552.237,4983.73625,75535.97325,418
INOXWIND,29932,28487,1445,5.07,14050,21788.94464,1226.09728,23015.04192,83
ICICIPRULI,33317,31766,1551,4.88,21985,21994.47499,1795.48808,23789.96307,511
MANKIND,19047,18182,865,4.76,14399,12206.3024,1561.91902,13768.22142,2528
ASIANPAINT,60746,58044,2702,4.66,32623,26919.99282,2662.39845,29582.39127,2676
