Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
FINNIFTY,6813,3753,3060,81.53,28141,3802.13425,5346.29634,9148.43059,26594
HYUNDAI,32579,23616,8963,37.95,164544,91436.99947,22994.73099,114431.73046,2183
MANKIND,24929,18126,6803,37.53,56611,54104.10835,6147.55725,60251.6656,2472
GAIL,45111,33019,12092,36.62,115004,111692.46146,13575.78078,125268.24224,181
BAJAJFINSV,70134,54067,16067,29.72,195935,89516.50452,20346.34998,109862.8545,2031
SHREECEM,19641,15221,4420,29.04,40686,60728.53125,3383.80896,64112.34022,26590
LICHSGFIN,46515,36586,9929,27.14,57584,49505.7036,4148.0805,53653.7841,523
ABB,36067,28903,7164,24.79,70877,95458.28155,15003.38327,110461.66482,7244
MARUTI,100464,80640,19824,24.58,209465,123664.9309,22315.86885,145980.79975,14240
DELHIVERY,23629,18972,4657,24.55,37046,95232.72612,7840.43003,103073.15616,480
DIXON,99873,80663,19210,23.82,174928,175029.21662,24499.95567,199529.17229,13751
ABCAPITAL,20660,16899,3761,22.26,48912,116791.07338,12460.92058,129251.99396,405
NIFTYNXT50,932,767,165,21.51,407,3949.98953,23.55593,3973.54546,73651
NIFTY,8485196,7127990,1357206,19.04,83827198,634851.59114,3379334.52103,4014186.11218,24383
PNBHOUSING,17279,14686,2593,17.66,14546,29262.86168,1887.50094,31150.36262,1045
APLAPOLLO,23505,20016,3489,17.43,18041,25429.58754,1801.0182,27230.60574,1808
MARICO,21419,18324,3095,16.89,10941,28489.842,1411.82184,29901.66384,869
SUNPHARMA,79399,69075,10324,14.95,185895,119962.57693,17196.39134,137158.96827,1987
SWIGGY,64739,57984,6755,11.65,111991,145051.97728,13437.25709,158489.23438,284
DIVISLAB,66017,59443,6574,11.06,71966,69204.13785,11380.51226,80584.65011,8085
FORTIS,19603,17704,1899,10.73,4116,6385.23089,357.2123,6742.44319,943
BAJAJHLDNG,6315,5706,609,10.67,8836,11681.72412,1361.85462,13043.57874,11335
PIDILITIND,21829,19836,1993,10.05,7687,11827.7384,696.3727,12524.1111,1607
ITC,186394,169614,16780,9.89,111945,61859.31075,6764.19954,68623.51029,281
MPHASIS,22506,20537,1969,9.59,18734,26450.70021,2573.02581,29023.72602,2330
KEI,15418,14114,1304,9.24,18977,26716.48938,3780.3913,30496.88068,4993
KAYNES,44662,41013,3649,8.9,99041,65910.65791,26837.45233,92748.11025,3785
POWERINDIA,40120,36891,3229,8.75,37371,53663.15854,7395.44544,61058.60398,32105
SIEMENS,32568,29949,2619,8.74,33622,30330.07909,6377.77365,36707.85275,3742
ALKEM,16241,14969,1272,8.5,7643,7794.32003,906.95532,8701.27536,5735
MUTHOOTFIN,40470,37436,3034,8.1,39871,57873.7,8874.79139,66748.49139,3128
NATIONALUM,41566,38493,3073,7.98,34535,36958.40343,4703.70506,41662.1085,350
DABUR,46576,43160,3416,7.91,26801,18723.678,1929.953,20653.631,421
HDFCLIFE,76508,71121,5387,7.57,29196,38220.12733,2034.6557,40254.78303,550
BAJFINANCE,155400,144708,10692,7.39,375405,345051.6936,58016.3007,403067.9943,1141
LAURUSLABS,45211,42103,3108,7.38,40139,83788.94048,11029.03985,94817.98033,1815
GODREJCP,25100,23445,1655,7.06,5224,7993.023,570.14415,8563.16715,1066
CDSL,41475,38801,2674,6.89,20163,20720.94884,2264.512,22985.46085,1331
TATASTEEL,116354,109004,7350,6.74,116616,91623.8939,9465.5066,101089.4005,189
JIOFIN,133441,125057,8384,6.7,144775,146393.23801,17895.41638,164288.65439,256
BHARATFORG,22558,21148,1410,6.67,12870,29983.24395,3178.08025,33161.3242,2205
PGEL,20072,18823,1249,6.64,10837,17298.92477,1887.52032,19186.4451,609
PERSISTENT,50037,46976,3061,6.52,90360,109718.12605,15951.53803,125669.66408,5534
VMM,13018,12258,760,6.2,3289,7215.91778,157.24185,7373.15963,107
BIOCON,29310,27628,1682,6.09,9835,22648.22575,1535.84075,24184.0665,426
ASHOKLEY,49661,46875,2786,5.94,64037,92901.805,11158.8815,104060.6865,165
MIDCPNIFTY,75137,70947,4190,5.91,116568,32974.43473,18736.13946,51710.57419,14784
COCHINSHIP,21528,20360,1168,5.74,9868,14380.57348,818.1078,15198.68128,1430
NESTLEIND,32988,31219,1769,5.67,19096,21755.1334,1810.63265,23565.76605,1505
MOTHERSON,29826,28261,1565,5.54,24882,52015.08316,4891.87236,56906.95552,150
GLENMARK,38784,36760,2024,5.51,22281,29293.65052,4440.22503,33733.87556,2250
VEDL,82494,78217,4277,5.47,50257,17495.74097,3511.95153,21007.6925,264
LUPIN,23220,22043,1177,5.34,8033,17653.78736,1239.78042,18893.56778,2413
CROMPTON,37153,35280,1873,5.31,8242,9298.94242,1110.98261,10409.92504,260
PRESTIGE,17708,16820,888,5.28,6240,8797.80541,1225.65406,10023.45948,1617
TORNTPHARM,42369,40260,2109,5.24,98202,66615.15143,11827.60893,78442.76037,5139
CGPOWER,41243,39208,2035,5.19,72005,76674.62757,11232.71625,87907.34382,861
COLPAL,31834,30266,1568,5.18,16406,11480.2419,1150.64064,12630.88255,2068
ASTRAL,24218,23044,1174,5.09,7259,12552.87186,660.30647,13213.17834,1450
IRFC,38775,36917,1858,5.03,28191,13618.92976,2355.52415,15974.45391,89
IOC,45555,43440,2115,4.87,18020,13121.94,1514.40558,14636.34558,139
MAXHEALTH,24692,23581,1111,4.71,13141,15478.48575,1275.51852,16754.00427,1101
GODREJPROP,32790,31370,1420,4.53,6992,10075.11342,965.97257,11041.08599,2101
ONGC,52330,50089,2241,4.47,21487,21379.37647,1600.93192,22980.3084,242
TATACONSUM,43992,42114,1878,4.46,12413,10956.91074,843.29888,11800.20963,1082
MCX,62070,59438,2632,4.43,23887,24784.62653,3359.31054,28143.93708,2692
RADICO,11344,10872,472,4.34,6627,7472.79078,718.58491,8191.37569,4348
HINDZINC,42243,40493,1750,4.32,17125,16409.4788,2077.73413,18487.21294,539
TITAN,61867,59362,2505,4.22,24551,26385.04447,2703.45696,29088.50143,4885
HDFCBANK,774479,744100,30379,4.08,209041,140913.01321,14127.76163,155040.77485,748
CAMS,12940,12437,503,4.04,4821,8854.3299,605.76441,9460.09432,795
JSWSTEEL,70301,67569,2732,4.04,14078,35325.19809,1253.06109,36578.25918,1271
JSWENERGY,34118,32793,1325,4.04,10458,10317.32185,948.47239,11265.79424,555
GMRAIRPORT,28683,27574,1109,4.02,7364,16532.90388,876.24553,17409.14941,105
HINDPETRO,31652,30444,1208,3.97,9451,21038.07492,1025.16516,22063.24008,389
MAZDOCK,37017,35648,1369,3.84,68573,38407.9952,8122.07515,46530.07035,2381
BAJAJ-AUTO,60521,58284,2237,3.84,49648,33322.99331,5758.4492,39081.44251,11519
POWERGRID,47395,45656,1739,3.81,8877,7706.83681,516.5283,8223.36511,284
TVSMOTOR,86869,83706,3163,3.78,83740,82572.378,10678.78887,93251.16687,4311
TIINDIA,13518,13028,490,3.76,8339,10980.56426,872.0393,11852.60356,2750
HINDALCO,107566,103696,3870,3.73,40272,61290.34464,5463.68088,66754.02552,974
NYKAA,17493,16872,621,3.68,5825,18440.28031,1144.555,19584.83531,333
AXISBANK,194995,188445,6550,3.48,51161,66608.38818,4953.39137,71561.77956,1227
BOSCHLTD,13790,13329,461,3.46,4417,8077.93747,571.43623,8649.3737,41060
APOLLOHOSP,27219,26315,904,3.44,11784,12051.334,1706.5719,13757.9059,8941
PHOENIXLTD,16231,15692,539,3.43,6421,8986.97278,682.39297,9669.36575,1893
AMBER,28219,27285,934,3.42,18228,21708.5707,2785.58886,24494.15956,7425
MANAPPURAM,23285,22539,746,3.31,9244,34261.7199,2224.4949,36486.2148,371
ICICIGI,23022,22289,733,3.29,4663,5059.65499,308.6303,5368.28529,1627
KALYANKJIL,47908,46471,1437,3.09,52353,57710.82964,18123.13021,75833.95986,613
CHOLAFIN,33620,32636,984,3.02,35803,56965.9655,8466.56118,65432.52668,1845
PFC,57116,55483,1633,2.94,14630,33029.97555,1024.0126,34053.98815,425
HAL,60180,58470,1710,2.92,36072,29936.96001,5191.0939,35128.05391,4644
SAIL,49210,47874,1336,2.79,9593,39686.0997,1072.42908,40758.52878,168
POLICYBZR,33150,32256,894,2.77,6283,9007.81609,742.873,9750.68909,1602
OIL,15857,15446,411,2.66,5532,6957.52526,594.82528,7552.35054,459
ETERNAL,105233,102566,2667,2.6,75655,127599.91391,9882.54793,137482.46184,302
BPCL,29485,28744,741,2.58,10642,13510.45537,963.02204,14473.47742,320
BLUESTARCO,11900,11614,286,2.46,3048,5262.84661,272.45182,5535.29843,1678
SBIN,198643,193965,4678,2.41,77159,77868.39,9948.33877,87816.72877,1027
BANKNIFTY,854413,834337,20076,2.41,1385732,259364.22092,211549.39673,470913.61765,57264
PAGEIND,15458,15095,363,2.4,10063,26490.47379,1019.91359,27510.38739,40255
INFY,377672,368806,8866,2.4,258731,193801.19768,20291.70316,214092.90084,1129
HCLTECH,96312,94065,2247,2.39,72566,69075.92972,6727.64704,75803.57676,1345
DRREDDY,51986,50788,1198,2.36,18143,17677.71081,1394.52962,19072.24043,1145
PETRONET,24312,23756,556,2.34,5317,5620.51958,330.35585,5950.87543,280
