Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,16-Jun-2026,22100,Put,29799,38418,-8619,-22.43,4.05,4.9,-17.35,258456,735.82423,23214.95
SBIN,Stock Futures,30-Jun-2026,0,-,109305,116495,-7190,-6.17,1003.35,1008.15,-0.48,23684,179274.8538,1000.85
NIFTY,Index Futures,30-Jun-2026,0,-,294374,298724,-4350,-1.46,23235.5,23331.1,-0.41,53330,809306.18853,23214.95
NIFTY,Index Options,16-Jun-2026,26000,Call,16248,20319,-4071,-20.04,0.65,0.7,-7.14,41233,18.493,23214.95
NIFTY,Index Options,30-Jun-2026,24500,Call,72074,75107,-3033,-4.04,22.2,30.3,-26.73,47520,893.89872,23214.95
NIFTY,Index Options,30-Jun-2026,24000,Call,123643,126665,-3022,-2.39,68.75,94.45,-27.21,115674,6916.55331,23214.95
NIFTY,Index Options,30-Jun-2026,23200,Call,12656,15397,-2741,-17.8,341.75,407.95,-16.23,26937,7266.78102,23214.95
FEDERALBNK,Stock Futures,30-Jun-2026,0,-,41154,43695,-2541,-5.82,311.5,317.3,-1.83,6627,51983.84475,311.4
BANKNIFTY,Index Options,30-Jun-2026,60000,Call,62582,65085,-2503,-3.85,28.0,35.35,-20.79,69228,650.2586,55100.3
COALINDIA,Stock Futures,30-Jun-2026,0,-,58553,60856,-2303,-3.78,452.95,469.35,-3.49,9215,56982.56512,451.3
NIFTY,Index Options,30-Jun-2026,23250,Call,4494,6758,-2264,-33.5,317.65,377.85,-15.93,10854,2743.51673,23214.95
BANKNIFTY,Index Options,30-Jun-2026,55000,Call,32909,35144,-2235,-6.36,1048.9,1189.8,-11.84,67777,24068.4938,55100.3
NIFTY,Index Options,25-Aug-2026,25500,Call,3376,5470,-2094,-38.28,57.2,66.65,-14.18,6707,286.85839,23214.95
SBIN,Stock Options,30-Jun-2026,1000,Call,8531,10364,-1833,-17.69,21.7,25.75,-15.73,16268,3229.6047,1000.85
NIFTY,Index Options,28-Jul-2026,23350,Call,838,2458,-1620,-65.91,487.0,543.65,-10.42,2517,933.05567,23214.95
BANKNIFTY,Index Options,30-Jun-2026,57000,Call,26725,28293,-1568,-5.54,283.9,351.1,-19.14,54509,5627.29112,55100.3
NIFTY,Index Options,29-Sep-2026,25500,Call,11565,13096,-1531,-11.69,127.65,144.5,-11.66,6249,578.08249,23214.95
BANKNIFTY,Index Options,30-Jun-2026,48000,Put,9198,10718,-1520,-14.18,18.4,20.9,-11.96,9845,54.16719,55100.3
NIFTY,Index Options,30-Jun-2026,24100,Call,12310,13722,-1412,-10.29,55.3,74.1,-25.37,21550,1018.20517,23214.95
TCS,Stock Futures,30-Jun-2026,0,-,241698,243035,-1337,-0.55,2149.9,2160.4,-0.49,18116,68658.87007,2151.8
NIFTY,Index Options,30-Jun-2026,21000,Put,35564,36830,-1266,-3.44,9.8,9.85,-0.51,13488,79.60617,23214.95
NIFTY,Index Options,30-Jun-2026,25500,Call,32037,33264,-1227,-3.69,5.4,6.6,-18.18,13485,50.9261,23214.95
PNB,Stock Futures,30-Jun-2026,0,-,36203,37404,-1201,-3.21,107.48,110.35,-2.6,4951,43133.112,107.2
BANKNIFTY,Index Options,30-Jun-2026,54500,Call,16300,17484,-1184,-6.77,1352.6,1498.0,-9.71,10773,4806.15849,55100.3
CANBK,Stock Futures,30-Jun-2026,0,-,41159,42340,-1181,-2.79,133.7,138.49,-3.46,6466,59314.2345,133.3
