Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
FINNIFTY,32270,22110,10160,45.95,105743,2183.66958,4984.89673,7168.56631,25564
360ONE,22194,16512,5682,34.41,88130,31598.3496,5322.5807,36920.9303,1108
RADICO,18996,14464,4532,31.33,81278,24522.14092,4959.80469,29481.94561,4601
BANDHANBNK,55597,44302,11295,25.5,149187,243266.80968,13109.45832,256376.268,191
POLICYBZR,48099,38644,9455,24.47,126748,85300.09064,7015.32391,92315.41455,1886
NIFTY,7984278,6520795,1463483,22.44,44424817,622697.66602,2189385.81758,2812083.4836,23446
MOTILALOFS,16362,13608,2754,20.24,69188,28085.24747,6322.2526,34407.50008,1042
ATHERENERG,54634,46780,7854,16.79,109658,64256.34371,6851.1036,71107.44731,1499
PERSISTENT,62976,55073,7903,14.35,87981,57432.62312,4899.09375,62331.71687,5240
INOXWIND,29523,26251,3272,12.46,33264,72715.44896,1210.33088,73925.77984,75
DIVISLAB,82235,75834,6401,8.44,135924,88289.82832,9687.48127,97977.30959,9624
TATASTEEL,204340,188899,15441,8.17,275454,204365.77205,14381.30237,218747.07442,190
BANKNIFTY,1572930,1456298,116632,8.01,3828661,223944.25869,275640.7497,499585.0084,56548
APOLLOHOSP,42184,39157,3027,7.73,85981,35940.60933,5317.85141,41258.46075,9069
NIFTYNXT50,1488,1386,102,7.36,689,3771.57415,32.66762,3804.24177,72462
PAGEIND,22341,20918,1423,6.8,35018,20379.47263,1030.84541,21410.31804,37340
SUZLON,69978,65548,4430,6.76,39015,56859.59037,1975.75043,58835.3408,42
IDFCFIRSTB,74616,70196,4420,6.3,100572,99564.98618,7586.99544,107151.98163,87
RBLBANK,31932,30185,1747,5.79,35055,63606.28376,4516.58196,68122.86572,428
LTM,63254,60117,3137,5.22,40596,45320.9994,2071.80055,47392.79995,4085
UNITDSPR,33344,31745,1599,5.04,47619,33877.71292,2227.71772,36105.43064,1441
MPHASIS,32974,31410,1564,4.98,13460,22332.7264,521.95451,22854.68091,2259
TCS,315172,300227,14945,4.98,221721,82264.71017,11526.63806,93791.34823,2089
SOLARINDS,90080,85837,4243,4.94,232518,81293.2095,17943.01363,99236.22313,19730
ETERNAL,120105,114716,5389,4.7,77284,94670.7647,6364.03032,101034.79502,342
MCX,91890,88016,3874,4.4,202785,96340.85273,18271.92138,114612.77412,3374
ADANIPOWER,87663,84053,3610,4.29,38618,64877.8372,1857.38059,66735.21779,204
NIFTYFPI,128,123,5,4.07,201,16.7717,0.67408,17.44578,1528
ICICIPRULI,31577,30373,1204,3.96,13006,19470.28744,384.56209,19854.84953,484
POWERINDIA,62244,59920,2324,3.88,43510,29119.0243,1966.01377,31085.03808,31150
ASIANPAINT,64808,62395,2413,3.87,40238,19603.58725,2026.53022,21630.11747,2455
JINDALSTEL,40946,39432,1514,3.84,67095,42756.11068,3687.24487,46443.35556,1175
CONCOR,38767,37342,1425,3.82,18846,22015.73212,868.55925,22884.29137,464
ZYDUSLIFE,24224,23385,839,3.59,13821,33058.49148,910.95282,33969.4443,1170
FORCEMOT,22637,21866,771,3.53,15320,4105.97229,189.39605,4295.36834,17352
MIDCPNIFTY,174602,168666,5936,3.52,340308,46938.18414,19328.81918,66267.00332,14572
TATAELXSI,51867,50134,1733,3.46,26354,12934.30725,795.14153,13729.44878,3212
UPL,37645,36465,1180,3.24,14085,22796.73815,794.35235,23591.0905,553
INDIGO,92813,89904,2909,3.24,78189,76099.9707,4162.44325,80262.41395,5028
SONACOMS,23026,22308,718,3.22,46218,71811.84563,4942.28271,76754.12834,833
M&M,133140,129034,4106,3.18,80725,66525.59848,3139.09684,69664.69532,3035
LAURUSLABS,54427,52756,1671,3.17,47284,138473.92279,6565.29902,145039.22181,2034
PETRONET,24650,23894,756,3.16,8580,25614.0577,152.817,25766.8747,285
HINDPETRO,34863,33822,1041,3.08,12045,18999.91039,686.34094,19686.25134,360
PHOENIXLTD,16424,15957,467,2.93,24790,12337.20068,1290.17112,13627.3718,1993
MAHABANK,13576,13207,369,2.79,7880,10618.35645,318.3232,10936.67965,84
AUROPHARMA,40283,39273,1010,2.57,21285,58156.20475,1324.57055,59480.77531,1721
INDUSINDBK,80769,78780,1989,2.52,35643,84256.85142,1431.5105,85688.36192,959
INFY,384543,375602,8941,2.38,232974,174917.81452,9225.29912,184143.11364,1020
IOC,49855,48698,1157,2.38,17935,29370.69427,985.76741,30356.46168,138
BHEL,55771,54604,1167,2.14,51084,84538.46677,4577.72096,89116.18773,423
ALKEM,19974,19560,414,2.12,22719,20248.32568,686.15593,20934.48162,5417
BAJFINANCE,154406,151244,3162,2.09,185434,129840.51862,11098.00905,140938.52767,1043
BAJAJFINSV,64510,63214,1296,2.05,51959,22112.88201,2116.0086,24228.89061,1846
APLAPOLLO,55515,54430,1085,1.99,21163,87369.77361,640.15987,88009.93348,2195
TITAN,64703,63479,1224,1.93,78503,46966.15742,3469.37377,50435.53119,4880
HYUNDAI,30815,30233,582,1.93,16628,19877.61248,573.76657,20451.37905,2095
HEROMOTOCO,56259,55218,1041,1.89,57042,49386.77008,2866.51066,52253.28075,5394
ADANIGREEN,59078,57990,1088,1.88,35241,93754.9737,1909.89654,95664.87024,1300
LUPIN,37095,36424,671,1.84,23030,19610.8934,1272.50933,20883.40273,2102
PGEL,24964,24518,446,1.82,7319,10909.15561,226.89496,11136.05057,521
OFSS,46440,45611,829,1.82,55103,32749.45106,4464.46627,37213.91733,10849
ANGELONE,28816,28316,500,1.77,16340,18340.42375,1363.47025,19703.894,300
SWIGGY,99081,97384,1697,1.74,69888,59739.91135,4034.9748,63774.88615,278
SAGILITY,14546,14297,249,1.74,3393,6176.2872,127.8168,6304.104,45
HAVELLS,45141,44389,752,1.69,16903,20393.37745,885.91685,21279.2943,1096
AMBER,29301,28813,488,1.69,12801,8606.36605,550.29616,9156.66221,7064
IDEA,146228,143850,2378,1.65,53569,180432.0475,7069.7209,187501.76841,14
GAIL,34598,34041,557,1.64,13978,20317.66991,1551.68796,21869.35787,172
BOSCHLTD,22177,21820,357,1.64,22358,11888.33315,792.17868,12680.51184,47955
JUBLFOOD,30171,29692,479,1.61,8313,12351.34125,343.817,12695.15825,483
DABUR,48359,47622,737,1.55,27621,20193.65762,1080.577,21274.23462,387
PAYTM,65940,64943,997,1.54,86184,74449.76802,10353.18632,84802.95434,1775
SIEMENS,41628,41021,607,1.48,27644,25507.67152,1236.56648,26744.23801,3886
PREMIERENE,35915,35393,522,1.47,16691,32129.62324,744.44604,32874.06928,915
MOTHERSON,35736,35238,498,1.41,16506,50579.07784,1094.41156,51673.48941,164
ICICIBANK,285440,281621,3819,1.36,120167,161470.88622,6796.41396,168267.30018,1340
INDIANB,24052,23746,306,1.29,9463,14207.4464,627.5415,14834.9879,842
PFC,124222,122694,1528,1.25,69818,138480.03871,1935.16388,140415.20259,346
BHARATFORG,34742,34335,407,1.19,21034,43083.4686,1544.06235,44627.53095,2004
CIPLA,48673,48106,567,1.18,17948,20412.93304,643.2927,21056.22575,1383
HINDZINC,65298,64557,741,1.15,48127,41773.05553,3554.74959,45327.80512,595
VMM,25947,25659,288,1.12,22341,18386.35679,1153.67338,19540.03017,106
IEX,32687,32344,343,1.06,7951,14222.00353,448.08784,14670.09138,113
PNBHOUSING,25312,25049,263,1.05,10311,25699.14009,358.23768,26057.37777,1138
OBEROIRLTY,26764,26499,265,1.0,16236,21677.46108,643.16087,22320.62196,1850
COALINDIA,133089,131776,1313,1.0,98180,80241.5322,3205.32822,83446.86042,424
ADANIENT,101042,100067,975,0.97,76313,151170.33236,5463.05915,156633.39152,2993
BAJAJ-AUTO,65898,65272,626,0.96,56728,53414.35563,1967.87547,55382.2311,11400
TVSMOTOR,68899,68249,650,0.95,33826,34647.02682,1534.68358,36181.7104,4135
ABCAPITAL,21849,21643,206,0.95,7181,21337.91163,659.63722,21997.54885,402
HINDALCO,113642,112776,866,0.77,130697,199939.00745,5984.75934,205923.76679,1003
OIL,21835,21677,158,0.73,8044,7977.32642,378.00084,8355.32726,470
CHOLAFIN,34780,34539,241,0.7,18197,40909.94668,1290.59137,42200.53806,1774
NYKAA,17172,17057,115,0.67,8263,15908.26406,549.62593,16457.89,340
UNOMINDA,17085,16977,108,0.64,7462,13550.49971,240.56967,13791.06938,1223
KPITTECH,38976,38732,244,0.63,16128,10775.69331,551.74141,11327.43472,527
ULTRACEMCO,67146,66727,419,0.63,37675,32779.63118,1127.74109,33907.37227,11155
PIDILITIND,16437,16336,101,0.62,5573,8549.61675,174.846,8724.46275,1588
TMPV,140423,139568,855,0.61,65561,46652.08256,3075.1448,49727.22736,300
SHRIRAMFIN,69262,68847,415,0.6,27555,43873.15663,1797.07514,45670.23177,1010
ADANIPORTS,73171,72733,438,0.6,49961,55918.8097,2465.38214,58384.19184,1807
COFORGE,74972,74580,392,0.53,43997,47872.35516,2779.6999,50652.05506,1782
ABB,33722,33610,112,0.33,29352,15825.9776,1512.7569,17338.7345,7120
WAAREEENER,81910,81638,272,0.33,27804,32678.87367,810.45114,33489.32482,2512
DELHIVERY,24793,24712,81,0.33,7848,24028.40309,381.84336,24410.24646,435
JSWENERGY,37602,37480,122,0.33,9354,16499.43959,346.15215,16845.59174,521
HDFCAMC,37575,37458,117,0.31,11063,16524.76344,390.37041,16915.13385,2448
GODFRYPHLP,12107,12073,34,0.28,7265,6958.31083,339.91259,7298.22343,2003
AMBUJACEM,108085,107805,280,0.26,17513,45866.71752,559.8264,46426.54392,392
TATAPOWER,88781,88625,156,0.18,30886,34707.08472,1923.56492,36630.64965,369
ADANIENSOL,54659,54568,91,0.17,14701,56197.26756,651.9015,56849.16906,1380
NAM-INDIA,19673,19643,30,0.15,7147,5905.9215,408.73156,6314.65306,1165
BLUESTARCO,37853,37800,53,0.14,9433,11032.50921,322.83254,11355.34175,1532
NMDC,77477,77427,50,0.06,25769,32646.38985,1244.1762,33890.56605,82
CROMPTON,53809,53836,-27,-0.05,18026,29022.26004,609.56047,29631.82051,223
GODREJPROP,61138,61178,-40,-0.07,22859,21640.17059,1205.61441,22845.785,1707
SBILIFE,38288,38335,-47,-0.12,14677,13898.87025,535.86356,14434.73381,1760
FORTIS,21005,21035,-30,-0.14,6641,12724.42027,265.21352,12989.63379,894
AXISBANK,200812,201213,-401,-0.2,63321,105261.00443,2558.486,107819.49043,1243
DRREDDY,69057,69221,-164,-0.24,40283,56772.83212,1988.80368,58761.63581,1211
GVT&D,56093,56234,-141,-0.25,30703,25644.8938,1020.494,26665.3878,4417
HCLTECH,116043,116335,-292,-0.25,109892,84623.8496,4552.92904,89176.77864,1256
YESBANK,65519,65701,-182,-0.28,15398,35066.7117,702.37795,35769.08965,23
LODHA,36994,37114,-120,-0.32,34614,31194.93062,2015.51525,33210.44587,1162
TORNTPHARM,36834,36963,-129,-0.35,16689,12861.11465,744.62602,13605.74067,4985
ONGC,67485,67725,-240,-0.35,34567,21633.1551,1078.52985,22711.68495,236
SBICARD,49181,49364,-183,-0.37,12206,18378.92664,472.65624,18851.58288,635
SUPREMEIND,22547,22634,-87,-0.38,8172,16832.26205,178.76948,17011.03153,3497
NHPC,31412,31545,-133,-0.42,8288,9248.93629,194.40262,9443.33891,76
DMART,58567,58817,-250,-0.43,52942,36595.79955,2109.36259,38705.16214,3834
COCHINSHIP,43590,43783,-193,-0.44,16737,11387.00192,541.74608,11928.748,1370
NESTLEIND,36265,36436,-171,-0.47,21842,40260.8563,722.33955,40983.19585,1387
MAXHEALTH,32430,32586,-156,-0.48,14179,11425.45031,538.7467,11964.19701,1059
NATIONALUM,53428,53696,-268,-0.5,48866,41837.25993,3038.88168,44876.14162,363
MARICO,25741,25888,-147,-0.57,9112,15444.71472,482.21976,15926.93448,832
HDFCBANK,1050765,1057221,-6456,-0.61,585240,728731.52339,18321.85329,747053.37668,737
CGPOWER,36480,36706,-226,-0.62,21545,25236.64654,1248.61693,26485.26347,895
