Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,14-Jul-2026,24200,Call,152316,13434,138882,1033.81,61.75,253.8,-75.67,2724034,227808.23938,23882.05
NIFTY,Index Options,14-Jul-2026,24300,Call,141751,29110,112641,386.95,43.2,187.05,-76.9,2957197,182472.36228,23882.05
NIFTY,Index Options,14-Jul-2026,24000,Call,95271,11343,83928,739.91,124.0,419.35,-70.43,1024568,113740.87966,23882.05
NIFTY,Index Options,14-Jul-2026,24250,Call,73499,2572,70927,2757.66,51.65,219.0,-76.42,2182965,166752.33042,23882.05
NIFTY,Index Options,14-Jul-2026,24500,Call,185134,125541,59593,47.47,20.5,87.45,-76.56,1860365,45624.52144,23882.05
NIFTY,Index Options,14-Jul-2026,24100,Call,60609,7335,53274,726.3,88.2,326.95,-73.02,922697,87629.91813,23882.05
NIFTY,Index Options,14-Jul-2026,25000,Call,131849,84700,47149,55.67,4.4,6.9,-36.23,864226,2707.62005,23882.05
NIFTY,Index Options,14-Jul-2026,25300,Call,63551,19028,44523,233.99,2.3,2.6,-11.54,646846,1059.53374,23882.05
NIFTY,Index Options,14-Jul-2026,23900,Call,46236,2768,43468,1570.38,168.55,514.65,-67.25,629941,79247.20774,23882.05
NIFTY,Index Options,14-Jul-2026,24700,Call,85858,46556,39302,84.42,9.45,32.2,-70.65,895193,8326.63768,23882.05
NIFTY,Index Options,14-Jul-2026,25200,Call,86770,52100,34670,66.55,2.7,3.4,-20.59,722062,1422.1011,23882.05
NIFTY,Index Options,14-Jul-2026,25400,Call,49793,18295,31498,172.17,2.1,2.15,-2.33,332399,436.43988,23882.05
NIFTY,Index Options,14-Jul-2026,24800,Call,82857,52305,30552,58.41,6.9,18.9,-63.49,817277,5014.81167,23882.05
NIFTY,Index Options,14-Jul-2026,25100,Call,60104,29618,30486,102.93,3.45,4.7,-26.6,508101,1235.19353,23882.05
NIFTY,Index Options,14-Jul-2026,24350,Call,41635,13454,28181,209.46,36.15,153.6,-76.46,1047416,52865.70406,23882.05
NIFTY,Index Options,14-Jul-2026,24150,Call,30474,2300,28174,1224.96,74.85,291.55,-74.33,656118,59484.97011,23882.05
NIFTY,Index Options,28-Jul-2026,24200,Call,46018,24670,21348,86.53,178.0,388.7,-54.21,98936,16469.38124,23882.05
NIFTY,Index Options,14-Jul-2026,23800,Call,23532,3908,19624,502.15,221.5,605.45,-63.42,274202,44142.54607,23882.05
NIFTY,Index Options,28-Jul-2026,24300,Call,33123,15516,17607,113.48,144.0,327.7,-56.06,95496,13300.25314,23882.05
NIFTY,Index Options,14-Jul-2026,24450,Call,58319,40955,17364,42.4,25.05,108.3,-76.87,818919,25497.04306,23882.05
NIFTY,Index Options,14-Jul-2026,23950,Call,17255,398,16857,4235.43,144.25,473.45,-69.53,302895,34383.42882,23882.05
NIFTY,Index Options,14-Jul-2026,24050,Call,17558,1163,16395,1409.72,104.95,376.6,-72.13,318354,31664.4439,23882.05
NIFTY,Index Options,14-Jul-2026,24650,Call,29795,15038,14757,98.13,11.55,42.05,-72.53,555958,6837.17148,23882.05
NIFTY,Index Options,14-Jul-2026,23850,Call,14737,528,14209,2691.1,193.55,568.1,-65.93,249743,33955.18315,23882.05
NIFTY,Index Options,21-Jul-2026,24200,Call,15421,1368,14053,1027.27,125.95,317.1,-60.28,59333,7359.63565,23882.05
