Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,25-Aug-2026,24300,Put,272100,95352,176748,185.36,0.05,123.05,-99.96,6104115,258613.0402,24334.55
NIFTY,Index Options,25-Aug-2026,24250,Put,187346,48115,139231,289.37,0.05,87.35,-99.94,9503375,272846.64793,24334.55
NIFTY,Index Options,25-Aug-2026,24350,Call,234835,148304,86531,58.35,0.05,17.05,-99.71,11962826,16640.29096,24334.55
NIFTY,Index Options,01-Sep-2026,24200,Put,112700,38657,74043,191.54,43.9,121.35,-63.82,700607,41513.76717,24334.55
HDFCBANK,Stock Futures,29-Sep-2026,0,-,534670,464259,70411,15.17,730.1,732.0,-0.26,99241,470724.37704,727.5
NIFTY,Index Options,25-Aug-2026,24150,Put,170897,111143,59754,53.76,0.05,37.65,-99.87,28174985,350524.98838,24334.55
BANKNIFTY,Index Options,25-Aug-2026,57500,Put,81431,29199,52232,178.88,0.05,225.15,-99.98,4874198,147761.31237,57514.2
BANKNIFTY,Index Options,25-Aug-2026,57600,Call,80604,29668,50936,171.69,0.05,107.6,-99.95,5755520,70810.16256,57514.2
NIFTY,Index Options,25-Aug-2026,24200,Put,234674,188745,45929,24.33,0.05,58.25,-99.91,21625843,484678.39331,24334.55
BANKNIFTY,Index Options,25-Aug-2026,57400,Put,58599,14216,44383,312.2,0.05,172.7,-99.97,6180035,119231.41525,57514.2
NIFTY,Index Options,01-Sep-2026,24100,Put,61970,19079,42891,224.81,26.0,82.35,-68.43,515660,20211.2937,24334.55
NIFTY,Index Options,01-Sep-2026,23400,Put,59069,18504,40565,219.22,4.2,6.45,-34.88,157843,493.49613,24334.55
BANKNIFTY,Index Options,25-Aug-2026,57500,Call,91837,52442,39395,75.12,14.2,144.95,-90.2,7322452,147115.38313,57514.2
NIFTY,Index Options,01-Sep-2026,24250,Put,51567,13652,37915,277.72,55.6,144.8,-61.6,223292,14318.04127,24334.55
NIFTY,Index Options,01-Sep-2026,24300,Put,67967,33587,34380,102.36,71.1,171.05,-58.43,332478,27629.75299,24334.55
BANKNIFTY,Index Options,25-Aug-2026,57300,Put,50891,17202,33689,195.84,0.05,129.7,-99.96,6129921,72676.34337,57514.2
NIFTY,Index Options,01-Sep-2026,24000,Put,63397,33313,30084,90.31,16.4,54.2,-69.74,405536,9679.33324,24334.55
NIFTY,Index Options,01-Sep-2026,23300,Put,44253,14754,29499,199.94,3.5,5.35,-34.58,114888,298.7088,24334.55
NIFTY,Index Options,01-Sep-2026,24150,Put,39245,12499,26746,213.99,33.75,100.95,-66.57,356821,18336.67436,24334.55
NIFTY,Index Options,01-Sep-2026,23000,Put,60500,35095,25405,72.39,2.6,4.05,-35.8,128773,245.24817,24334.55
NIFTY,Index Options,01-Sep-2026,25000,Call,80515,57282,23233,40.56,4.4,5.1,-13.73,230614,497.66501,24334.55
NIFTY,Index Options,01-Sep-2026,22000,Put,75003,52810,22193,42.02,1.25,1.9,-34.21,74506,66.34759,24334.55
NIFTY,Index Options,01-Sep-2026,23500,Put,61852,41220,20632,50.05,4.95,8.0,-38.13,207403,758.99127,24334.55
NIFTY,Index Options,25-Aug-2026,23650,Put,40475,24342,16133,66.28,0.05,1.5,-96.67,1006439,327.09267,24334.55
NIFTY,Index Options,25-Aug-2026,24350,Put,43530,27457,16073,58.54,15.35,163.8,-90.63,1397291,82222.89024,24334.55
