Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
BSE,Stock Futures,25-Aug-2026,0,-,43785,48876,-5091,-10.42,3625.0,3473.4,4.36,26254,187347.49384,3596.1
BSE,Stock Options,25-Aug-2026,3500,Call,3586,7911,-4325,-54.67,181.75,106.65,70.42,27866,7729.47108,3596.1
BSE,Stock Options,25-Aug-2026,3600,Call,7459,11267,-3808,-33.8,122.0,70.8,72.32,42765,8644.5171,3596.1
NIFTY,Index Options,11-Aug-2026,25000,Put,6198,9574,-3376,-35.26,405.0,404.8,0.05,46819,12166.5492,24583.8
GRASIM,Stock Futures,25-Aug-2026,0,-,46806,49776,-2970,-5.97,3393.0,3329.0,1.92,15627,131961.81082,3380.5
PAYTM,Stock Futures,25-Aug-2026,0,-,24397,27167,-2770,-10.2,1593.5,1448.0,10.05,22217,248977.36545,1584.1
BSE,Stock Options,25-Aug-2026,3800,Call,7198,9710,-2512,-25.87,49.25,29.45,67.23,27309,2176.5273,3596.1
PAYTM,Stock Options,25-Aug-2026,1500,Call,3124,5595,-2471,-44.16,105.2,27.45,283.24,24814,12101.9739,1584.1
BSE,Stock Options,25-Aug-2026,3700,Call,9837,12161,-2324,-19.11,78.75,45.8,71.94,32023,4149.54034,3596.1
PAYTM,Stock Options,25-Aug-2026,1400,Call,1623,3766,-2143,-56.9,193.5,72.95,165.25,4625,4476.08656,1584.1
VEDL,Stock Options,25-Aug-2026,280,Call,3418,5494,-2076,-37.79,11.0,7.65,43.79,13228,1580.54758,283.65
TITAN,Stock Options,25-Aug-2026,5000,Call,2931,4785,-1854,-38.75,151.0,86.95,73.66,46206,9788.97213,5090.0
MARUTI,Stock Futures,25-Aug-2026,0,-,38917,40496,-1579,-3.9,14090.0,14018.0,0.51,5317,37463.74151,14097.0
M&M,Stock Futures,25-Aug-2026,0,-,57628,59204,-1576,-2.66,3521.6,3502.0,0.56,8254,58117.07432,3517.0
NAUKRI,Stock Futures,25-Aug-2026,0,-,23708,25235,-1527,-6.05,1272.5,1234.4,3.09,10231,71563.13378,1282.0
MCX,Stock Options,25-Aug-2026,2700,Call,3351,4640,-1289,-27.78,117.0,59.7,95.98,19368,3966.90534,2759.3
DIVISLAB,Stock Futures,25-Aug-2026,0,-,30817,32072,-1255,-3.91,8299.0,8254.5,0.54,3425,28455.174,8300.0
BSE,Stock Options,25-Aug-2026,4000,Call,7474,8615,-1141,-13.24,20.1,13.4,50.0,19348,657.44504,3596.1
BRITANNIA,Stock Options,25-Aug-2026,5600,Call,2076,3193,-1117,-34.98,113.0,89.0,26.97,8826,1193.82682,5623.5
BEL,Stock Options,25-Aug-2026,400,Call,5383,6489,-1106,-17.04,9.9,9.4,5.32,8790,1232.5338,404.35
BSE,Stock Options,25-Aug-2026,3900,Call,3954,5039,-1085,-21.53,31.0,19.2,61.46,14977,757.53666,3596.1
NIFTY,Index Options,11-Aug-2026,26000,Put,2132,3190,-1058,-33.17,1402.25,1391.6,0.77,1383,1266.18905,24583.8
HEROMOTOCO,Stock Options,25-Aug-2026,6000,Call,3185,4179,-994,-23.79,79.8,48.85,63.36,24440,3309.2982,5860.0
ICICIBANK,Stock Futures,25-Aug-2026,0,-,138665,139618,-953,-0.68,1433.0,1430.6,0.17,11698,117191.96776,1431.8
PATANJALI,Stock Futures,25-Aug-2026,0,-,31596,32540,-944,-2.9,355.3,355.2,0.03,6626,25362.68806,355.0
