Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,30-Jun-2026,25000,Call,196413,260903,-64490,-24.72,2.7,4.15,-34.94,759281,1549.69252,24021.65
ETERNAL,Stock Futures,30-Jun-2026,0,-,59711,81275,-21564,-26.53,256.2,258.95,-1.06,25980,161976.8565,256.9
BHARTIARTL,Stock Futures,30-Jun-2026,0,-,78624,98233,-19609,-19.96,1880.9,1900.5,-1.03,27024,242443.65408,1874.8
TVSMOTOR,Stock Futures,30-Jun-2026,0,-,47113,66205,-19092,-28.84,3450.0,3458.4,-0.24,22047,132585.97301,3442.1
TMPV,Stock Futures,30-Jun-2026,0,-,52778,71222,-18444,-25.9,350.95,355.45,-1.27,39794,112085.37216,349.45
IDEA,Stock Futures,30-Jun-2026,0,-,54649,71945,-17296,-24.04,14.35,14.5,-1.03,19431,200269.39054,14.31
GRASIM,Stock Futures,30-Jun-2026,0,-,33798,50746,-16948,-33.4,3125.6,3142.2,-0.53,19245,150147.08437,3132.0
MARUTI,Stock Futures,30-Jun-2026,0,-,41558,56172,-14614,-26.02,13242.0,13466.0,-1.66,18641,123797.11792,13209.0
JSWSTEEL,Stock Futures,30-Jun-2026,0,-,34486,49028,-14542,-29.66,1231.2,1242.5,-0.91,16467,137727.64145,1233.7
BEL,Stock Futures,30-Jun-2026,0,-,55454,69790,-14336,-20.54,413.7,420.05,-1.51,17786,105795.30771,413.45
SUZLON,Stock Futures,30-Jun-2026,0,-,25666,39679,-14013,-35.32,58.02,58.29,-0.46,19653,103494.41763,57.94
SWIGGY,Stock Futures,30-Jun-2026,0,-,27764,41505,-13741,-33.11,245.05,249.75,-1.88,29783,94374.88125,244.8
BAJAJ-AUTO,Stock Futures,30-Jun-2026,0,-,28886,42328,-13442,-31.76,9766.0,9823.0,-0.58,20803,152012.56572,9755.0
HINDALCO,Stock Futures,30-Jun-2026,0,-,31213,44453,-13240,-29.78,977.0,986.6,-0.97,17584,121053.35536,976.0
NTPC,Stock Futures,30-Jun-2026,0,-,66137,78932,-12795,-16.21,357.3,364.45,-1.96,16933,91458.5196,356.65
TATASTEEL,Stock Futures,30-Jun-2026,0,-,55363,67010,-11647,-17.38,190.7,193.5,-1.45,17592,92905.1112,190.15
COALINDIA,Stock Futures,30-Jun-2026,0,-,49517,60828,-11311,-18.6,441.85,445.1,-0.73,14139,84764.43612,441.35
HINDUNILVR,Stock Futures,30-Jun-2026,0,-,45473,56322,-10849,-19.26,2160.6,2162.8,-0.1,12983,84087.38559,2160.0
NIFTY,Index Options,30-Jun-2026,25000,Put,55617,66299,-10682,-16.11,946.3,1152.35,-17.88,17079,10849.90442,24021.65
POWERGRID,Stock Futures,30-Jun-2026,0,-,24680,34080,-9400,-27.58,290.5,291.8,-0.45,10749,59545.59036,290.8
COLPAL,Stock Futures,30-Jun-2026,0,-,13948,23217,-9269,-39.92,1973.0,1978.6,-0.28,13582,60588.18148,1964.0
HEROMOTOCO,Stock Futures,30-Jun-2026,0,-,18418,27218,-8800,-32.33,4901.3,4973.9,-1.46,12582,92885.16807,4894.0
INDUSTOWER,Stock Futures,30-Jun-2026,0,-,46136,54626,-8490,-15.54,399.9,401.1,-0.3,11693,79804.60807,398.95
TATACONSUM,Stock Futures,30-Jun-2026,0,-,21281,29590,-8309,-28.08,1097.6,1106.3,-0.79,9983,60414.72008,1096.0
TATAELXSI,Stock Futures,30-Jun-2026,0,-,8782,16776,-7994,-47.65,4019.6,4061.0,-1.02,11975,48449.413,4025.0
