Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,05-May-2026,24200,Put,27743,57817,-30074,-52.02,244.05,189.6,28.72,277401,58368.36051,23997.55
NIFTY,Index Options,05-May-2026,24300,Put,27408,39610,-12202,-30.81,310.05,242.5,27.86,105539,27934.74852,23997.55
NIFTY,Index Options,05-May-2026,24150,Put,7437,19516,-12079,-61.89,215.8,167.35,28.95,125952,23109.92486,23997.55
NIFTY,Index Options,05-May-2026,22850,Put,15864,26865,-11001,-40.95,4.8,4.75,1.05,201513,1016.43157,23997.55
NIFTY,Index Options,05-May-2026,24100,Put,30227,39325,-9098,-23.14,189.2,146.8,28.88,548473,89486.93502,23997.55
NIFTY,Index Options,05-May-2026,24400,Put,12443,18841,-6398,-33.96,386.15,302.8,27.53,37543,12014.5484,23997.55
NIFTY,Index Options,05-May-2026,24250,Put,4803,10899,-6096,-55.93,277.6,213.5,30.02,46187,10919.13795,23997.55
BAJFINANCE,Stock Futures,26-May-2026,0,-,81242,86122,-4880,-5.67,943.25,934.75,0.91,36665,263187.78637,939.7
HCLTECH,Stock Futures,26-May-2026,0,-,118924,123274,-4350,-3.53,1202.4,1200.2,0.18,11782,49566.874,1201.4
BANKNIFTY,Index Options,26-May-2026,55500,Put,6909,11165,-4256,-38.12,1241.3,1065.2,16.53,26288,11404.83849,54863.35
NIFTY,Index Options,26-May-2026,24500,Put,42980,46376,-3396,-7.32,623.0,550.2,13.23,19842,9265.93621,23997.55
NIFTY,Index Options,12-May-2026,24200,Put,8571,11455,-2884,-25.18,350.8,294.15,19.26,17891,5167.4128,23997.55
NIFTY,Index Options,26-May-2026,26700,Call,1580,4345,-2765,-63.64,3.8,3.65,4.11,8086,20.97104,23997.55
INFY,Stock Futures,26-May-2026,0,-,194154,196854,-2700,-1.37,1188.6,1172.7,1.36,22456,106250.11488,1182.6
BANKNIFTY,Index Options,26-May-2026,62000,Call,11234,13829,-2595,-18.76,18.5,18.45,0.27,15618,79.18326,54863.35
NIFTY,Index Options,05-May-2026,23850,Put,25429,27965,-2536,-9.07,90.9,70.15,29.58,1158606,124350.86476,23997.55
SUNPHARMA,Stock Futures,26-May-2026,0,-,70800,73242,-2442,-3.33,1817.0,1785.1,1.79,11306,71228.19571,1810.0
BHARTIARTL,Stock Futures,26-May-2026,0,-,102027,104395,-2368,-2.27,1899.1,1892.9,0.33,14773,132537.59453,1891.0
NIFTY,Index Options,12-May-2026,24300,Put,3468,5700,-2232,-39.16,400.05,338.0,18.36,9338,3137.73141,23997.55
RELIANCE,Stock Futures,26-May-2026,0,-,164530,166570,-2040,-1.22,1439.5,1429.6,0.69,31906,226921.8532,1436.0
NIFTY,Index Options,05-May-2026,24500,Put,12188,14204,-2016,-14.19,464.9,373.55,24.45,40910,15042.27972,23997.55
BANKNIFTY,Index Options,26-May-2026,55600,Put,1100,3062,-1962,-64.08,1285.2,1131.4,13.59,7104,3149.29555,54863.35
NIFTY,Index Options,05-May-2026,25000,Put,6951,8814,-1863,-21.14,926.9,818.6,13.23,7820,5390.57233,23997.55
NIFTY,Index Options,26-May-2026,24400,Put,8352,10125,-1773,-17.51,567.0,496.1,14.29,10762,4765.47817,23997.55
WIPRO,Stock Futures,26-May-2026,0,-,88798,90464,-1666,-1.84,196.84,194.84,1.03,7074,41446.566,201.2
