Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
NIFTY,11819337,8970947,2848390,31.75,327974924,798495.33393,5196260.74409,5994756.07802,24187
BAJAJ-AUTO,94782,72245,22537,31.2,291323,170633.93127,21768.36303,192402.29431,10426
TVSMOTOR,117245,100969,16276,16.12,266746,150813.8034,23802.48759,174616.29099,3793
NHPC,42200,36816,5384,14.62,37898,61117.30267,1865.74626,62983.04894,80
BANDHANBNK,54925,48200,6725,13.95,57499,76300.60464,7776.396,84077.00064,207
PAYTM,88985,80032,8953,11.19,220214,204084.82917,28758.37475,232843.20392,1295
NAUKRI,51982,46931,5051,10.76,77940,74196.09516,6434.16048,80630.25564,1207
MANAPPURAM,28701,25938,2763,10.65,57083,66866.4948,9520.1472,76386.642,352
WAAREEENER,90133,81682,8451,10.35,46550,52763.48547,2062.39183,54825.87731,2723
AMBER,38109,34622,3487,10.07,36214,25006.68636,2844.04598,27850.73234,7630
SRF,37881,34614,3267,9.44,59381,42685.52164,5394.31422,48079.83586,2947
INDHOTEL,44402,40625,3777,9.3,37762,54837.1168,2987.0266,57824.1434,731
TATAELXSI,91607,84870,6737,7.94,49274,31342.68257,2083.45602,33426.1386,3457
NIFTYNXT50,1468,1373,95,6.92,785,4988.45988,56.06057,5044.52045,72777
KEI,25525,23926,1599,6.68,14536,30781.01423,1288.01613,32069.03036,4965
BANKNIFTY,1394550,1307375,87175,6.67,2884594,317682.56156,266775.89108,584458.45264,57835
FORCEMOT,23007,21677,1330,6.14,15685,14263.51641,605.03971,14868.55612,17720
HDFCBANK,879257,828720,50537,6.1,653691,536666.26104,26306.89048,562973.15152,761
MIDCPNIFTY,144822,136865,7957,5.81,187552,19783.79553,16216.07077,35999.8663,14814
MAZDOCK,55598,52798,2800,5.3,22874,36833.80434,903.52541,37737.32976,2359
CDSL,58095,55267,2828,5.12,31584,29615.05841,2115.45924,31730.51765,1363
PRESTIGE,18736,17826,910,5.1,9131,9386.17168,1114.50424,10500.67593,1710
TECHM,77668,74206,3462,4.67,62145,54734.17632,7264.7826,61998.95892,1577
ASTRAL,35670,34203,1467,4.29,17109,27467.16549,855.80987,28322.97537,1411
ADANIENSOL,47441,45490,1951,4.29,67284,96306.42487,12557.39402,108863.81889,1737
