Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,23-Jun-2026,21200,Put,53018,61193,-8175,-13.36,0.6,1.3,-53.85,70629,37.64525,24168.0
NIFTY,Index Options,28-Jul-2026,22200,Put,4439,10858,-6419,-59.12,27.45,30.9,-11.17,14244,254.05598,24168.0
NIFTY,Index Options,23-Jun-2026,22200,Put,11430,16568,-5138,-31.01,1.2,2.0,-40.0,58234,54.50702,24168.0
BANKNIFTY,Index Options,30-Jun-2026,52000,Put,18047,23087,-5040,-21.83,10.1,15.05,-32.89,34259,117.063,57963.8
NIFTY,Index Options,23-Jun-2026,23250,Put,15713,20166,-4453,-22.08,3.15,7.4,-57.43,156849,396.59269,24168.0
NIFTY,Index Options,30-Jun-2026,22800,Put,12576,16737,-4161,-24.86,7.2,11.35,-36.56,30381,150.47709,24168.0
NIFTY,Index Options,23-Jun-2026,22000,Put,62394,66464,-4070,-6.12,1.1,1.8,-38.89,152505,131.84057,24168.0
NIFTY,Index Options,23-Jun-2026,22300,Put,7206,10974,-3768,-34.34,1.25,2.0,-37.5,37192,34.08646,24168.0
NIFTY,Index Options,23-Jun-2026,23050,Put,7657,11420,-3763,-32.95,2.35,5.1,-53.92,144424,272.23924,24168.0
BANKNIFTY,Index Options,30-Jun-2026,52500,Put,11491,15247,-3756,-24.63,11.0,18.65,-41.02,25876,104.48728,57963.8
NIFTY,Index Options,23-Jun-2026,21500,Put,30087,33733,-3646,-10.81,0.85,1.55,-45.16,38058,25.47983,24168.0
NIFTY,Index Options,30-Jun-2026,26000,Call,95978,99501,-3523,-3.54,2.25,3.35,-32.84,27021,46.7193,24168.0
NIFTY,Index Options,23-Jun-2026,22250,Put,1414,4851,-3437,-70.85,1.3,1.95,-33.33,23029,21.10607,24168.0
NIFTY,Index Options,29-Dec-2026,23000,Put,27983,31060,-3076,-9.9,298.75,347.7,-14.08,9054,1923.48608,24168.0
BANKNIFTY,Index Options,30-Jun-2026,56500,Put,13496,16446,-2950,-17.94,121.45,257.2,-52.78,53796,2611.90339,57963.8
RELIANCE,Stock Options,30-Jun-2026,1300,Call,7485,10331,-2846,-27.55,43.6,45.75,-4.7,10297,2121.182,1331.0
RELIANCE,Stock Futures,30-Jun-2026,0,-,227673,230262,-2589,-1.12,1333.3,1334.6,-0.1,19595,130293.0335,1331.0
NIFTY,Index Options,25-Aug-2026,22000,Put,3541,6112,-2571,-42.06,46.95,56.95,-17.56,5638,197.1975,24168.0
BANKNIFTY,Index Options,30-Jun-2026,50000,Put,17489,20014,-2525,-12.62,6.3,8.45,-25.44,14881,33.97332,57963.8
NIFTY,Index Options,30-Jun-2026,25500,Call,35589,37943,-2354,-6.2,4.7,6.45,-27.13,35157,107.40463,24168.0
BANKNIFTY,Index Options,30-Jun-2026,51000,Put,13220,15525,-2305,-14.85,8.5,10.5,-19.05,19858,53.25915,57963.8
NIFTY,Index Options,23-Jun-2026,22700,Put,18947,21081,-2134,-10.12,1.5,3.15,-52.38,144984,180.94003,24168.0
NIFTY,Index Options,23-Jun-2026,22600,Put,19595,21718,-2123,-9.78,1.4,2.8,-50.0,90724,101.42943,24168.0
TMPV,Stock Options,30-Jun-2026,420,Call,6077,7926,-1849,-23.33,0.35,0.5,-30.0,15105,42.294,364.55
NIFTY,Index Options,23-Jun-2026,23300,Put,81638,83360,-1722,-2.07,3.3,8.4,-60.71,545941,1525.90509,24168.0
