Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,18-Aug-2026,24300,Put,86799,42105,44694,106.15,64.75,63.05,2.7,2351426,144145.94093,24435.95
NIFTY,Index Options,18-Aug-2026,24400,Put,74608,48069,26539,55.21,100.85,94.8,6.38,2413660,195576.45614,24435.95
NIFTY,Index Options,18-Aug-2026,24350,Put,35495,15684,19811,126.31,81.0,77.9,3.98,1600395,112774.23426,24435.95
NIFTY,Index Options,25-Aug-2026,24300,Put,37979,24960,13019,52.16,121.1,115.8,4.58,90207,8513.73666,24435.95
BANKNIFTY,Index Options,29-Sep-2026,57500,Call,12011,1121,10890,971.45,1456.35,1281.65,13.63,13361,5494.25697,57885.85
HDFCBANK,Stock Futures,29-Sep-2026,0,-,94061,87599,6462,7.38,737.3,737.0,0.04,9305,44343.3497,729.0
NIFTY,Index Options,25-Aug-2026,24200,Put,45084,39887,5197,13.03,91.15,89.8,1.5,65198,4720.1396,24435.95
NIFTY,Index Options,25-Aug-2026,24400,Put,29951,25636,4315,16.83,157.2,148.25,6.04,99015,11867.2943,24435.95
NIFTY,Index Options,29-Sep-2026,23500,Put,26520,22323,4197,18.8,81.0,76.15,6.37,19845,1122.75072,24435.95
NIFTY,Index Options,25-Aug-2026,24350,Put,6780,2643,4137,156.53,135.95,132.1,2.91,31015,3282.0073,24435.95
HAL,Stock Futures,25-Aug-2026,0,-,42076,38140,3936,10.32,5015.0,4900.0,2.35,22081,164682.4165,4995.0
BANKNIFTY,Index Options,25-Aug-2026,58200,Call,10112,6294,3818,60.66,434.95,295.95,46.97,43015,4882.41757,57885.85
BHARTIARTL,Stock Futures,29-Sep-2026,0,-,6081,3507,2574,73.4,1980.0,1939.2,2.1,3602,33090.97066,1945.0
NIFTY,Index Options,29-Sep-2026,23000,Put,45250,42870,2380,5.55,39.75,38.3,3.79,14198,384.28306,24435.95
NIFTY,Index Options,25-Aug-2026,24500,Put,83636,81348,2288,2.81,204.4,188.75,8.29,122992,18250.59839,24435.95
GODREJCP,Stock Options,25-Aug-2026,900,Put,2342,136,2206,1622.06,16.55,0.8,1968.75,25914,1744.0122,910.0
ICICIBANK,Stock Futures,27-Oct-2026,0,-,2872,685,2187,319.27,1447.3,1447.1,0.01,2224,22523.93808,1431.7
NATIONALUM,Stock Options,25-Aug-2026,420,Call,3136,965,2171,224.97,10.7,2.35,355.32,30394,6257.36475,420.0
NIFTY,Index Options,29-Sep-2026,24500,Put,32419,30287,2132,7.04,321.3,308.0,4.32,17097,3807.77545,24435.95
HAL,Stock Options,25-Aug-2026,5000,Call,5472,3400,2072,60.94,111.6,86.25,29.39,57580,9258.0003,4995.0
LICI,Stock Futures,25-Aug-2026,0,-,43553,41545,2008,4.83,415.75,407.2,2.1,14553,84196.3815,417.0
HAL,Stock Options,25-Aug-2026,5100,Call,3039,1075,1964,182.7,72.5,59.35,22.16,29069,3204.85725,4995.0
BHARTIARTL,Stock Futures,25-Aug-2026,0,-,111300,109379,1921,1.76,1967.9,1928.8,2.03,17541,161188.72195,1945.0
BANKNIFTY,Index Options,25-Aug-2026,61000,Call,23666,21752,1914,8.8,14.9,11.4,30.7,26466,96.15097,57885.85
GODREJCP,Stock Options,25-Aug-2026,920,Put,1894,32,1862,5818.75,26.65,1.2,2120.83,14190,1508.397,910.0
