Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,04-Aug-2026,24400,Call,32231,128121,-95890,-74.84,201.6,77.75,159.29,1108568,135308.48437,24774.3
NIFTY,Index Options,04-Aug-2026,24500,Call,73082,139692,-66610,-47.68,113.85,37.05,207.29,4524058,320147.22639,24774.3
NIFTY,Index Options,04-Aug-2026,24450,Call,17773,69100,-51327,-74.28,153.7,54.75,180.73,1207773,114978.78182,24774.3
NIFTY,Index Options,04-Aug-2026,24300,Call,26359,76942,-50583,-65.74,296.3,136.4,117.23,275735,49789.46895,24774.3
NIFTY,Index Options,04-Aug-2026,24350,Call,12749,61412,-48663,-79.24,247.85,105.05,135.94,322067,48113.42809,24774.3
NIFTY,Index Options,04-Aug-2026,24200,Call,27047,51331,-24284,-47.31,393.85,213.4,84.56,102559,25068.08613,24774.3
NIFTY,Index Options,04-Aug-2026,24250,Call,13719,26176,-12457,-47.59,345.75,172.95,99.91,61496,13013.81426,24774.3
NIFTY,Index Futures,25-Aug-2026,0,-,183029,194166,-11137,-5.74,24664.9,24452.6,0.87,49063,785938.11182,24774.3
NIFTY,Index Options,04-Aug-2026,24000,Call,24470,34194,-9724,-28.44,593.75,392.9,51.12,35910,13423.69665,24774.3
NIFTY,Index Options,25-Aug-2026,24300,Call,16765,24377,-7612,-31.23,479.8,355.75,34.87,21485,6491.46715,24774.3
NIFTY,Index Options,04-Aug-2026,26200,Call,17141,23339,-6198,-26.56,0.5,0.45,11.11,89083,26.05677,24774.3
BAJFINANCE,Stock Futures,25-Aug-2026,0,-,74005,80129,-6124,-7.64,1147.1,1144.8,0.2,17027,148211.5215,1153.0
NIFTY,Index Options,04-Aug-2026,24100,Call,13313,19258,-5945,-30.87,492.5,298.35,65.07,19689,6041.737,24774.3
NIFTY,Index Options,11-Aug-2026,24400,Call,18907,23963,-5056,-21.1,270.0,167.8,60.91,45400,7897.1711,24774.3
BANKNIFTY,Index Options,25-Aug-2026,57300,Call,4148,8367,-4219,-50.42,1034.85,812.55,27.36,14207,4392.26453,58247.95
BANKNIFTY,Index Options,25-Aug-2026,60000,Call,35094,38954,-3860,-9.91,85.5,66.4,28.77,62609,1701.90044,58247.95
NIFTY,Index Options,04-Aug-2026,24150,Call,4816,8599,-3783,-43.99,441.2,254.85,73.12,13827,3811.7997,24774.3
NIFTY,Index Options,25-Aug-2026,24400,Call,15397,18999,-3602,-18.96,408.0,295.55,38.05,18901,4857.00887,24774.3
WIPRO,Stock Futures,25-Aug-2026,0,-,73943,77171,-3228,-4.18,189.0,184.03,2.7,6969,39190.1715,188.66
NIFTY,Index Options,04-Aug-2026,25300,Call,48564,51749,-3185,-6.15,0.85,0.8,6.25,329816,207.94898,24774.3
BANKNIFTY,Index Options,25-Aug-2026,57500,Call,17752,20830,-3078,-14.78,905.0,705.0,28.37,63031,17367.81386,58247.95
BANKNIFTY,Index Options,25-Aug-2026,57200,Call,2803,5830,-3027,-51.92,1088.45,869.6,25.17,9983,3259.76895,58247.95
NIFTY,Index Options,25-Aug-2026,24200,Call,19720,22641,-2921,-12.9,560.35,420.25,33.34,10363,3677.96341,24774.3
NIFTY,Index Options,11-Aug-2026,24350,Call,2346,5134,-2788,-54.3,315.0,195.65,61.0,10701,2097.19803,24774.3
BANKNIFTY,Index Options,25-Aug-2026,57000,Call,23195,25847,-2652,-10.26,1224.45,984.7,24.35,25700,9590.2377,58247.95
