Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
PATANJALI,71012,33850,37162,109.78,366620,216149.24444,47743.76731,263893.01175,347
HYUNDAI,31381,23718,7663,32.31,84535,54170.98412,8664.31758,62835.3017,2004
TATAELXSI,95136,72706,22430,30.85,224258,108695.702,15007.73507,123703.43707,3533
NIFTY,6502789,5387358,1115431,20.7,45744267,831335.4753,2812258.63663,3643594.11193,24078
BLUESTARCO,23831,19986,3845,19.24,28371,10297.9809,1343.12704,11641.10795,1750
ANGELONE,27509,23111,4398,19.03,60970,59055.5485,11986.307,71041.8555,344
HDFCAMC,40887,34564,6323,18.29,59848,66660.92391,8604.85476,75265.77867,2724
ICICIPRULI,40693,34572,6121,17.71,103319,74312.31219,8519.24676,82831.55895,523
DELHIVERY,31639,27693,3946,14.25,32130,49702.25069,5665.81447,55368.06516,498
MANKIND,22054,19470,2584,13.27,61079,33745.4813,7876.7503,41622.2316,2540
POLYCAB,44053,39271,4782,12.18,67051,89165.3514,13798.99577,102964.34717,9300
ICICIGI,28038,25210,2828,11.22,24329,19665.984,2177.60952,21843.59352,1815
UNIONBANK,62846,56962,5884,10.33,194003,269197.25874,27529.86359,296727.12234,172
TORNTPHARM,39686,36080,3606,9.99,25962,50385.65492,1805.08015,52190.73507,4986
OBEROIRLTY,34315,31455,2860,9.09,15930,25015.65398,891.83041,25907.4844,1885
LT,204073,187403,16670,8.9,101921,91449.92783,6730.14107,98180.06891,3793
KEI,21588,20032,1556,7.77,9575,23754.06621,1142.03054,24896.09675,5101
ABB,42810,39811,2999,7.53,120531,93371.85152,18717.30847,112089.16,7230
NIFTYNXT50,1150,1072,78,7.28,339,2170.76195,16.2868,2187.04875,72148
APOLLOHOSP,37227,34937,2290,6.55,51911,34798.76918,6393.19172,41191.96091,8915
BANDHANBNK,49164,46251,2913,6.3,63619,70376.14548,12042.495,82418.64048,216
HDFCLIFE,77226,72697,4529,6.23,72501,43973.83375,6956.24116,50930.07491,567
TECHM,67048,63171,3877,6.14,41605,79186.44402,6058.08462,85244.52864,1502
VEDL,126659,119527,7132,5.97,55862,28630.81078,2884.65333,31515.46411,260
AXISBANK,170027,160498,9529,5.94,147884,224650.34875,17274.92543,241925.27418,1311
COLPAL,29126,27627,1499,5.43,8264,4678.07441,564.36836,5242.44278,2011
LICI,32611,31002,1609,5.19,22193,20871.29828,1668.44776,22539.74604,439
POWERGRID,60056,57099,2957,5.18,21582,14042.37598,1132.20848,15174.58446,280
ADANIPOWER,75912,72181,3731,5.17,43789,73235.22377,6873.24339,80108.46717,219
DIVISLAB,80062,76368,3694,4.84,133717,64519.29669,12332.71212,76852.00881,7300
360ONE,18115,17283,832,4.81,6665,9011.7918,510.3394,9522.1312,1102
IREDA,30820,29409,1411,4.8,6743,12380.91132,649.4022,13030.31353,121
PAYTM,71376,68115,3261,4.79,47509,73691.84562,12247.30544,85939.15107,1388
ADANIGREEN,58044,55427,2617,4.72,27741,53789.4486,5557.7223,59347.1709,1564
SBILIFE,33707,32281,1426,4.42,23759,17230.43673,2180.00632,19410.44306,1865
MUTHOOTFIN,40476,38800,1676,4.32,24883,31431.96416,2966.6137,34398.57786,3011
MIDCPNIFTY,114711,110117,4594,4.17,146719,52294.59169,18846.38552,71140.97721,14771
GRASIM,73469,70583,2886,4.09,30939,29238.63927,2009.74282,31248.3821,3083
FINNIFTY,8202,7891,311,3.94,15672,2412.4707,2236.25015,4648.72085,26693
TATASTEEL,137047,131889,5158,3.91,50034,44048.99565,3890.3381,47939.33375,185
HINDUNILVR,121044,116663,4381,3.76,49908,40638.17688,3467.4027,44105.57958,2102
HINDALCO,119767,115499,4268,3.7,40438,46473.2149,3456.09943,49929.31433,953
PIDILITIND,19720,19033,687,3.61,11773,13024.66785,947.76735,13972.4352,1566
HAVELLS,43212,41718,1494,3.58,19105,30977.0457,1699.90495,32676.95065,1177
NTPC,139421,134612,4809,3.57,37697,36268.81875,1558.5915,37827.41025,344
CHOLAFIN,34431,33260,1171,3.52,18724,39628.16975,3291.62562,42919.79537,1803
UNOMINDA,14693,14199,494,3.48,8873,7785.09176,950.00471,8735.09648,1157
FORTIS,21729,21023,706,3.36,14336,17419.93323,1425.36062,18845.29385,975
LTF,49085,47506,1579,3.32,25833,30495.24315,2045.592,32540.83515,312
BRITANNIA,30021,29118,903,3.1,9613,14278.62905,706.33593,14984.96498,5317
DLF,85071,82529,2542,3.08,29728,46641.10557,2313.54526,48954.65083,659
INDHOTEL,36717,35623,1094,3.07,10186,26238.1018,819.6947,27057.7965,742
CUMMINSIND,32570,31615,955,3.02,14343,41651.5923,1453.02708,43104.61938,5560
BHEL,65765,63881,1884,2.95,75500,139544.06891,20151.75907,159695.82798,424
ETERNAL,120369,116923,3446,2.95,105276,99328.94429,15267.17022,114596.11452,294
BSE,101595,98736,2859,2.9,64112,55765.94892,8236.73342,64002.68234,3753
SWIGGY,52924,51470,1454,2.82,48610,45325.85129,4611.55162,49937.40291,270
SUZLON,65825,64030,1795,2.8,16868,31108.70588,1487.86342,32596.5693,52
IRFC,45578,44343,1235,2.79,10535,11470.95689,897.62375,12368.58064,88
ULTRACEMCO,73029,71080,1949,2.74,70173,40634.42007,5110.43735,45744.85742,11830
TMPV,136934,133292,3642,2.73,38129,24934.64368,2500.65872,27435.3024,334
SBIN,221800,216190,5610,2.59,251206,190668.12067,21530.93632,212199.057,1030
WIPRO,192393,187533,4860,2.59,38102,53420.9694,3012.4548,56433.4242,174
OFSS,31852,31106,746,2.4,22067,31801.91399,3958.8844,35760.79839,11668
M&M,157441,153766,3675,2.39,45838,54278.69748,3776.8931,58055.59058,3088
KPITTECH,66368,64826,1542,2.38,32755,21784.71858,1981.7897,23766.50828,553
BHARATFORG,25833,25236,597,2.37,8300,17095.9011,1179.8827,18275.7838,2097
PETRONET,26856,26240,616,2.35,5693,9310.39596,337.3697,9647.76566,279
HINDPETRO,39002,38126,876,2.3,16967,27702.68647,2119.93605,29822.62252,393
JSWENERGY,39407,38522,885,2.3,9599,13980.52442,647.35726,14627.88168,550
COALINDIA,101826,99554,2272,2.28,26406,18797.35707,1391.9634,20189.32047,427
NHPC,34809,34034,775,2.28,6288,6000.91773,298.54698,6299.46471,79
PHOENIXLTD,15044,14716,328,2.23,4430,4443.42549,316.60457,4760.03006,2126
IDEA,122306,119659,2647,2.21,29715,64213.06852,4898.78214,69111.85066,13
DRREDDY,77247,75644,1603,2.12,30821,25265.78375,2738.87087,28004.65462,1229
RBLBANK,23657,23174,483,2.08,13071,36599.01049,2477.68554,39076.69604,372
KALYANKJIL,108829,106631,2198,2.06,189543,143023.56313,48686.20897,191709.77211,544
UPL,37396,36642,754,2.06,35747,37034.96094,4014.07151,41049.03245,599
GAIL,36551,35849,702,1.96,11665,16697.11899,1399.14197,18096.26096,173
HEROMOTOCO,77470,76030,1440,1.89,48966,39976.94325,4113.30832,44090.25157,4880
JIOFIN,121969,119813,2156,1.8,30894,27302.66965,2373.47697,29676.14662,236
SRF,32802,32223,579,1.8,24196,21268.7558,2357.36884,23626.12464,2779
UNITDSPR,36267,35641,626,1.76,13906,17352.35868,1125.24672,18477.6054,1373
CAMS,18565,18258,307,1.68,4776,6014.35535,345.37404,6359.72939,764
PERSISTENT,78177,76890,1287,1.67,31213,38290.36847,3632.63105,41922.99952,5080
HCLTECH,204935,201756,3179,1.58,161297,119567.14556,8823.2482,128390.39376,1166
BANKINDIA,32877,32370,507,1.57,16603,31485.52108,1854.46976,33339.99084,144
INDIANB,40331,39716,615,1.55,26730,32541.58,3356.0287,35897.6087,829
BAJAJ-AUTO,70421,69352,1069,1.54,60984,59554.72482,6423.80688,65978.5317,10311
IDFCFIRSTB,64317,63349,968,1.53,13808,28548.56593,1240.55629,29789.12223,79
DABUR,45003,44353,650,1.47,13099,10674.75375,702.39175,11377.1455,430
GODFRYPHLP,10931,10784,147,1.36,3978,3036.82225,318.83392,3355.65617,2094
NAUKRI,48089,47499,590,1.24,20012,17087.28032,2104.06339,19191.34371,1186
LAURUSLABS,36562,36116,446,1.23,14659,39578.26448,3273.16835,42851.43284,1559
SHREECEM,18252,18031,221,1.23,6844,6314.77718,433.30344,6748.08063,26940
CROMPTON,34951,34544,407,1.18,3715,5099.11673,236.18997,5335.3067,259
RVNL,42362,41878,484,1.16,10870,12944.67058,650.23554,13594.90613,227
MARUTI,144307,142671,1636,1.15,118597,60041.9955,9365.20182,69407.19732,13568
ADANIENT,102145,101015,1130,1.12,28495,42659.24334,5128.77792,47788.02126,3157
CANBK,87986,87066,920,1.06,21760,43297.89525,3080.8539,46378.74915,126
BAJAJFINSV,77762,76954,808,1.05,28617,21835.4943,1785.64599,23621.14029,1850
WAAREEENER,79306,78508,798,1.02,11179,13996.36885,669.17709,14665.54594,2814
SOLARINDS,31226,30926,300,0.97,23749,19675.06419,3490.17329,23165.23748,18313
SONACOMS,22385,22171,214,0.97,14534,24617.79845,2481.94138,27099.73983,667
BAJFINANCE,151031,149591,1440,0.96,68558,63813.17685,7767.7152,71580.89205,1020
INDUSINDBK,78856,78159,697,0.89,21161,37583.97223,2531.29058,40115.26281,1014
VMM,12913,12803,110,0.86,2336,4884.74394,123.97182,5008.71576,113
BHARTIARTL,198149,196464,1685,0.86,74655,68852.82505,5457.39645,74310.22151,1920
