Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
PATANJALI,51778,42568,9210,21.64,189648,100266.44679,13137.61671,113404.0635,365
NIFTYFPI,128,106,22,20.75,129,249.72585,1.33925,251.0651,1505
NIFTY,7843641,6690175,1153466,17.24,51226725,613250.69756,3122387.86592,3735638.56349,23217
ASTRAL,32627,28067,4560,16.25,20469,6606.68339,777.92357,7384.60696,1382
POLICYBZR,32174,28201,3973,14.09,70703,50513.08528,6832.69041,57345.77569,1827
PREMIERENE,30537,26854,3683,13.71,57515,30671.71646,5431.98201,36103.69847,899
FINNIFTY,19069,16943,2126,12.55,19463,1107.82989,1727.35691,2835.18681,25262
SOLARINDS,96725,87054,9671,11.11,257278,91756.75015,32549.61698,124306.36714,18900
NIFTYNXT50,1177,1074,103,9.59,855,2684.03083,101.72431,2785.75514,70368
BAJAJHLDNG,5612,5153,459,8.91,4768,1829.77317,92.12043,1921.8936,10930
BLUESTARCO,33089,30654,2435,7.94,12921,32128.05167,462.1069,32590.15857,1504
MIDCPNIFTY,158158,146666,11492,7.84,279016,69616.5385,38969.16474,108585.70324,14288
OFSS,31277,29094,2183,7.5,24248,67906.32551,3004.31121,70910.63672,11510
LAURUSLABS,49855,46500,3355,7.22,55458,96075.42707,11482.43078,107557.85785,1905
WAAREEENER,72431,67627,4804,7.1,48537,30147.47468,1963.61058,32111.08526,2501
PAYTM,69404,65605,3799,5.79,277339,312070.15695,59383.70629,371453.86324,1790
YESBANK,66791,63249,3542,5.6,74728,76258.71768,7576.40162,83835.1193,23
BSE,161101,152602,8499,5.57,114908,58939.74924,12299.77108,71239.52032,3240
TCS,251987,239335,12652,5.29,259244,78805.81071,16255.59972,95061.41043,2188
COFORGE,75943,72387,3556,4.91,79461,61832.80618,9308.06328,71140.86946,1766
TMPV,121862,116243,5619,4.83,73168,31828.9928,4738.1904,36567.1832,301
ALKEM,19900,18988,912,4.8,12714,14164.65316,815.38106,14980.03422,5175
SHRIRAMFIN,69324,66175,3149,4.76,33719,56772.17073,3191.47034,59963.64107,979
BOSCHLTD,20696,19791,905,4.57,28524,12111.1711,2322.4692,14433.6403,47555
SBICARD,50109,47969,2140,4.46,20329,19389.5888,1098.54928,20488.13808,618
NYKAA,15427,14771,656,4.44,15549,31399.11812,1654.95625,33054.07437,325
MAZDOCK,52924,50806,2118,4.17,31199,13262.91405,2790.0528,16052.96686,2231
NESTLEIND,30592,29433,1159,3.94,33588,14924.19785,2612.92265,17537.1205,1384
ATHERENERG,35773,34477,1296,3.76,37315,29112.92797,3364.90057,32477.82855,1567
AMBER,28952,27946,1006,3.6,14924,10781.65767,1219.33389,12000.99156,6930
MAHABANK,13220,12764,456,3.57,7062,8153.52915,348.05095,8501.5801,80
MOTILALOFS,13205,12758,447,3.5,6914,9783.09656,569.61105,10352.70761,976
UPL,35666,34531,1135,3.29,16477,13461.27067,1264.36066,14725.63133,550
HAL,92313,89488,2825,3.16,71096,28419.82207,5884.47513,34304.2972,4695
APLAPOLLO,50739,49255,1484,3.01,20899,25878.38043,1693.6368,27572.01723,2120
BHARATFORG,32210,31280,930,2.97,11394,19946.9154,1118.46165,21065.37705,1885
CDSL,63093,61293,1800,2.94,31987,23131.24657,2529.20993,25660.4565,1299
MAXHEALTH,32189,31320,869,2.77,14792,12570.38076,901.39297,13471.77373,1025
INDUSINDBK,74669,72657,2012,2.77,17434,23785.52204,1170.08955,24955.61159,946
MANKIND,20293,19761,532,2.69,7351,10610.41322,388.74095,10999.15417,2246
SONACOMS,19935,19424,511,2.63,12433,23985.72148,1397.70846,25383.42994,768
SAGILITY,13601,13253,348,2.63,5063,6187.6356,302.8308,6490.4664,45
DIVISLAB,75236,73331,1905,2.6,80334,67042.69029,7564.58035,74607.27064,9158
MCX,87798,85583,2215,2.59,146516,77339.47977,17125.98324,94465.46301,3211
PERSISTENT,54701,53324,1377,2.58,32709,20413.54103,3011.90707,23425.44811,5440
GVT&D,57975,56533,1442,2.55,40534,20795.30413,2844.64096,23639.9451,4267
LT,140014,136577,3437,2.52,56787,48723.81848,3334.55197,52058.37045,3807
ICICIBANK,266344,259961,6383,2.46,104862,99766.66063,8494.83712,108261.49775,1358
SHREECEM,24822,24235,587,2.42,8793,8985.08928,278.07998,9263.16926,21795
IREDA,44329,43345,984,2.27,7185,6243.16331,311.19827,6554.36159,108
NAM-INDIA,18761,18347,414,2.26,8574,12826.35093,584.29662,13410.64756,1124
IOC,46626,45617,1009,2.21,13872,10299.67038,959.78951,11259.4599,134
BHEL,54346,53211,1135,2.13,34184,36589.4151,5155.92682,41745.34192,410
KALYANKJIL,55725,54575,1150,2.11,67995,35562.25012,10189.50907,45751.7592,580
TATAELXSI,37679,36920,759,2.06,19373,7696.60491,881.26457,8577.86948,3373
OBEROIRLTY,28147,27584,563,2.04,14157,12562.37951,1023.02438,13585.40389,1706
LUPIN,38239,37489,750,2.0,11927,12110.39068,983.86059,13094.25127,2045
LICI,65242,63969,1273,1.99,16411,23114.30408,806.73194,23921.03602,395
KPITTECH,28764,28207,557,1.97,13311,7627.38918,863.43137,8490.82056,555
LTM,50210,49266,944,1.92,19403,17307.24757,1754.63835,19061.88592,4233
PAGEIND,19282,18933,349,1.84,9908,11972.6543,380.99126,12353.64556,34275
PIDILITIND,15404,15126,278,1.84,3937,5965.3425,214.85455,6180.19705,1543
FORCEMOT,22053,21662,391,1.81,14421,5995.81443,445.19542,6441.00986,17383
CGPOWER,38992,38313,679,1.77,30372,26190.1484,2962.48664,29152.63504,851
DABUR,47881,47050,831,1.77,28139,11642.24762,1443.815,13086.06262,382
M&M,128916,126710,2206,1.74,86818,41403.35624,6141.1111,47544.46734,3070
MARUTI,166755,164015,2740,1.67,101320,31254.24874,5320.82116,36575.0699,12166
UNOMINDA,16093,15836,257,1.62,5155,5706.83872,319.46942,6026.30814,1186
MARICO,24470,24091,379,1.57,29664,24240.00396,3177.711,27417.71496,810
BAJAJFINSV,62525,61562,963,1.56,19771,11594.98608,859.9713,12454.95738,1837
IRFC,42753,42133,620,1.47,15381,12172.89764,1473.37032,13646.26796,78
DRREDDY,60248,59389,859,1.45,19222,22701.32775,1133.07462,23834.40237,1140
IDEA,137147,135199,1948,1.44,41393,63980.14579,6711.88846,70692.03426,14
HCLTECH,111007,109461,1546,1.41,109390,47943.2968,7685.84172,55629.13852,1253
GODREJPROP,58871,58117,754,1.3,28185,23361.08063,2361.86154,25722.94218,1665
AUROPHARMA,37237,36769,468,1.27,13805,21735.39219,1455.36138,23190.75357,1643
CHOLAFIN,31385,30994,391,1.26,12369,23343.97156,1469.74025,24813.71181,1765
PNBHOUSING,22133,21858,275,1.26,5512,6128.74606,507.143,6635.88906,1134
