Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
HDFCBANK,Stock Futures,28-Jul-2026,0,-,429633,436483,-6850,-1.57,815.35,810.05,0.65,25923,137539.40187,815.0
BANKNIFTY,Index Options,28-Jul-2026,57500,Call,13889,18531,-4642,-25.05,877.65,762.6,15.09,59397,16371.47631,57757.85
ETERNAL,Stock Futures,28-Jul-2026,0,-,63665,66921,-3256,-4.87,294.5,286.3,2.86,12780,90817.4916,294.15
BHEL,Stock Options,28-Jul-2026,440,Call,1319,4331,-3012,-69.55,11.1,5.45,103.67,9800,1623.2475,424.0
TCS,Stock Futures,28-Jul-2026,0,-,187458,190152,-2694,-1.42,2175.7,2174.2,0.07,26150,127855.65262,2187.0
ICICIBANK,Stock Futures,28-Jul-2026,0,-,147133,149548,-2415,-1.61,1415.2,1408.6,0.47,16416,163150.90848,1411.1
DIXON,Stock Options,28-Jul-2026,14000,Call,5150,7107,-1957,-27.54,291.0,172.6,68.6,17531,2105.29779,13701.0
BANKNIFTY,Index Futures,28-Jul-2026,0,-,66729,68554,-1825,-2.66,57874.0,57538.2,0.58,27788,482922.48343,57757.85
BANKNIFTY,Index Options,28-Jul-2026,58000,Call,45763,47579,-1816,-3.82,593.0,516.0,14.92,207148,41730.58604,57757.85
KALYANKJIL,Stock Futures,28-Jul-2026,0,-,27337,29097,-1760,-6.05,545.75,529.95,2.98,17180,125388.3159,544.6
UNIONBANK,Stock Futures,28-Jul-2026,0,-,31915,33557,-1642,-4.89,173.0,171.32,0.98,31569,243750.01034,172.3
ABB,Stock Futures,28-Jul-2026,0,-,19867,21428,-1561,-7.28,7253.0,6887.5,5.31,9086,81434.52432,7230.0
NIFTY,Index Futures,28-Jul-2026,0,-,251144,252605,-1461,-0.58,24072.0,24024.2,0.2,44805,702579.1849,24078.5
NIFTY,Index Options,28-Jul-2026,24000,Call,82329,83720,-1391,-1.66,267.95,260.0,3.06,95457,18653.82511,24078.5
BANKNIFTY,Index Options,28-Jul-2026,57400,Call,2683,4063,-1380,-33.97,935.0,815.65,14.63,11700,3454.4016,57757.85
RELIANCE,Stock Futures,28-Jul-2026,0,-,211620,212957,-1337,-0.63,1299.8,1295.0,0.37,15877,103579.16645,1296.0
RELIANCE,Stock Options,28-Jul-2026,1310,Call,5652,6893,-1241,-18.0,20.95,19.9,5.28,14164,1613.2796,1296.0
DIXON,Stock Options,28-Jul-2026,13500,Call,3458,4628,-1170,-25.28,514.0,321.05,60.1,16088,3449.34764,13701.0
BAJFINANCE,Stock Futures,28-Jul-2026,0,-,89865,91010,-1145,-1.26,1021.0,1007.2,1.37,7526,57956.5971,1020.9
TITAN,Stock Futures,28-Jul-2026,0,-,33613,34722,-1109,-3.19,4580.4,4576.4,0.09,2789,22418.2609,4587.2
EICHERMOT,Stock Futures,28-Jul-2026,0,-,38780,39877,-1097,-2.75,7419.5,7295.5,1.7,3596,26618.27524,7396.0
TRENT,Stock Futures,28-Jul-2026,0,-,58146,59211,-1065,-1.8,2875.9,2863.4,0.44,4640,30043.3968,2870.9
BANKNIFTY,Index Options,28-Jul-2026,57600,Call,3897,4944,-1047,-21.18,824.6,710.6,16.04,46057,11755.72685,57757.85
SUNPHARMA,Stock Options,28-Jul-2026,2000,Call,2700,3697,-997,-26.97,8.65,7.85,10.19,9810,339.57315,1953.4
SIEMENS,Stock Futures,28-Jul-2026,0,-,19881,20843,-962,-4.62,3594.2,3501.2,2.66,3649,22847.12792,3577.0
