Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
MUTHOOTFIN,31689,26041,5648,21.69,32453,31780.18904,4688.72585,36468.9149,2953
FORTIS,19727,16682,3045,18.25,50108,30063.47364,7538.78599,37602.25964,985
DIVISLAB,58741,51279,7462,14.55,38813,27764.44034,2863.99752,30628.43786,6506
NAM-INDIA,14392,12639,1753,13.87,14511,46415.82425,1264.18562,47680.00987,1050
NIFTYNXT50,1140,1020,120,11.76,546,3953.186,91.57682,4044.76282,68975
POWERINDIA,50373,45120,5253,11.64,50632,56725.78424,7356.89851,64082.68275,34705
GVT&D,12880,11584,1296,11.19,13051,13891.47901,2083.8777,15975.35671,4746
NIFTY,9625668,8786127,839541,9.56,136974053,1267755.25264,6015983.76048,7283739.01312,23123
FORCEMOT,19952,18348,1604,8.74,15645,8935.13401,1279.44575,10214.57977,17193
EICHERMOT,66280,61242,5038,8.23,26280,31579.00769,2324.58638,33903.59407,7031
LTF,37557,35153,2404,6.84,12856,27432.32782,889.8282,28322.15602,260
BAJAJHLDNG,8882,8315,567,6.82,3057,2435.14917,102.63811,2537.78729,9825
OIL,18151,17048,1103,6.47,14688,16666.881,1856.74482,18523.62582,480
DIXON,101733,95573,6160,6.45,69961,45191.4311,9519.77176,54711.20287,11371
LT,144396,135744,8652,6.37,72265,65777.30755,6771.37044,72548.678,3870
NATIONALUM,52635,49550,3085,6.23,37763,44896.88925,5410.82287,50307.71212,376
SWIGGY,56075,52976,3099,5.85,24676,15292.25404,1272.18675,16564.44079,240
INDIGO,90558,85554,5004,5.85,58633,44274.64228,5921.97363,50196.61591,4375
MANKIND,21359,20228,1131,5.59,12435,8915.84924,1474.03329,10389.88253,2355
NESTLEIND,32298,30591,1707,5.58,14167,15231.89185,1159.04255,16390.9344,1399
IRFC,32296,30638,1658,5.41,8814,10031.0481,456.10052,10487.14862,94
JUBLFOOD,36877,35048,1829,5.22,13798,12065.45087,1046.81875,13112.26962,412
WAAREEENER,51056,48562,2494,5.14,18743,11456.48409,1691.07552,13147.55961,3001
FINNIFTY,9939,9455,484,5.12,7936,2035.87756,1609.16599,3645.04356,24805
PRESTIGE,17005,16179,826,5.11,5186,11750.66347,471.21615,12221.87962,1325
MAZDOCK,39849,37937,1912,5.04,18800,15386.49186,1297.44418,16683.93605,2379
MPHASIS,24065,22966,1099,4.79,9734,25625.18846,777.35284,26402.5413,2330
APOLLOHOSP,33146,31636,1510,4.77,53895,30155.5002,8162.66548,38318.16568,8345
IEX,34948,33397,1551,4.64,10206,15486.34512,598.2697,16084.61482,118
MOTILALOFS,10393,9933,460,4.63,4564,8124.55463,432.74302,8557.29766,816
HINDZINC,62203,59476,2727,4.59,33244,22388.94819,4262.88864,26651.83683,556
MARUTI,119549,114325,5224,4.57,63055,35237.06933,5273.78205,40510.85138,12875
ASHOKLEY,93771,89738,4033,4.49,32212,36723.345,3534.133,40257.478,141
SHRIRAMFIN,77446,74138,3308,4.46,22156,35016.87807,2604.07809,37620.95617,894
ONGC,80995,77554,3441,4.44,26710,17228.63452,1618.08412,18846.71865,264
BAJAJFINSV,84042,80486,3556,4.42,29578,13877.23556,1333.87618,15211.11174,1665
PIIND,35151,33664,1487,4.42,9247,7820.64073,446.74014,8267.38087,2685
BANKNIFTY,1180185,1130276,49909,4.42,1971438,497535.61273,402789.46044,900325.07317,54063
SAIL,44767,42883,1884,4.39,10929,45226.68671,1249.67736,46476.36407,183
RELIANCE,513400,492103,21297,4.33,229759,154508.5819,20942.12425,175450.70615,1262
IREDA,39440,37863,1577,4.17,7734,10064.53652,411.67855,10476.21507,119
SBICARD,60717,58315,2402,4.12,17380,19305.6284,944.86456,20250.49296,575
CANBK,70827,68058,2769,4.07,27570,54281.25765,4584.41977,58865.67742,131
KFINTECH,17275,16609,666,4.01,6998,11199.21911,454.1411,11653.36021,833
PGEL,31625,30439,1186,3.9,23391,21515.78981,2654.27558,24170.06539,467
SBILIFE,30390,29272,1118,3.82,7662,10242.67841,463.94388,10706.6223,1768
TATASTEEL,133060,128469,4591,3.57,60764,45994.98502,4370.04507,50365.0301,201
NTPC,146366,141448,4918,3.48,45652,31298.0331,2693.4957,33991.5288,361
M&M,157334,152067,5267,3.46,60469,50321.3154,5791.69146,56113.00686,2970
DLF,71882,69504,2378,3.42,19120,17256.68192,1581.77652,18838.45844,559
TCS,503806,487270,16536,3.39,279620,114035.23547,17902.23442,131937.46989,2149
SAMMAANCAP,30297,29303,994,3.39,10200,20666.316,1730.88846,22397.20446,176
ADANIPOWER,49525,47925,1600,3.34,22290,56757.30237,3778.66863,60535.97101,225
AXISBANK,154209,149249,4960,3.32,65904,63814.82637,7272.747,71087.57337,1267
HINDUNILVR,103613,100323,3290,3.28,31024,37088.76252,2003.07435,39091.83687,2109
CUMMINSIND,32903,31870,1033,3.24,18121,40069.74996,2224.56638,42294.31634,5564
BDL,41020,39772,1248,3.14,21297,18428.34611,1599.53048,20027.87659,1184
CONCOR,39002,37822,1180,3.12,9561,13424.44987,756.96487,14181.41475,444
BPCL,40377,39162,1215,3.1,16335,11777.89452,1400.85505,13178.74958,284
INDIANB,23688,22985,703,3.06,12590,24806.5622,1884.7794,26691.3416,840
MANAPPURAM,22125,21474,651,3.03,8844,22031.3091,1104.4155,23135.7246,297
ULTRACEMCO,76277,74056,2221,3.0,23166,16229.15632,1619.03615,17848.19247,10760
ABCAPITAL,24138,23444,694,2.96,8264,28874.21685,1192.16731,30066.38416,342
HINDPETRO,29371,28566,805,2.82,10690,19410.69177,1344.34647,20755.03824,372
HINDALCO,74670,72666,2004,2.76,42868,62996.64077,4646.49857,67643.13934,1053
CAMS,13083,12732,351,2.76,4255,5183.9616,280.03943,5464.00103,737
CGPOWER,37608,36601,1007,2.75,23892,42720.76072,3376.68577,46097.4465,897
VEDL,96137,93579,2558,2.73,65981,41858.2152,4924.10128,46782.31648,303
VMM,9360,9113,247,2.71,2571,9002.84208,91.23965,9094.08174,116
DALBHARAT,16821,16379,442,2.7,5133,11432.92936,364.3807,11797.31007,1660
JINDALSTEL,28881,28131,750,2.67,7767,16234.88512,728.34875,16963.23387,1152
MIDCPNIFTY,110729,107944,2785,2.58,147538,72831.99294,29585.84481,102417.83775,13994
ICICIPRULI,29299,28568,731,2.56,6348,9214.5774,331.02632,9545.60373,474
NBCC,27337,26658,679,2.55,8471,19340.7656,1153.33075,20494.09635,103
TMPV,154995,151288,3707,2.45,54321,24630.13112,2553.88928,27184.0204,389
TECHM,60664,59240,1424,2.4,30274,39582.84852,4289.87964,43872.72816,1498
HDFCLIFE,76976,75185,1791,2.38,17065,27263.29947,1089.14707,28352.44654,563
YESBANK,62747,61330,1417,2.31,27085,32518.2222,3226.29223,35744.51443,22
IDEA,114599,112081,2518,2.25,38859,73010.76903,9905.999,82916.76803,14
KPITTECH,35435,34691,744,2.14,11442,6653.77972,692.32374,7346.10347,752
ANGELONE,21741,21291,450,2.11,12104,21319.04,2108.96275,23428.00275,323
AUBANK,37289,36518,771,2.11,8958,30145.7933,1120.6801,31266.4734,955
GMRAIRPORT,37766,36996,770,2.08,15025,26772.16063,1868.49717,28640.65781,100
SHREECEM,19686,19287,399,2.07,6192,14234.85122,248.84062,14483.69184,23505
HAVELLS,30589,29971,618,2.06,7899,13143.0506,499.8306,13642.8812,1135
BANKBARODA,73130,71655,1475,2.06,23989,44462.13525,3035.23535,47497.3706,259
CDSL,51326,50309,1017,2.02,15639,16180.02313,1340.24427,17520.26741,1189
DRREDDY,42486,41667,819,1.97,18791,13700.35656,2274.02393,15974.3805,1275
ADANIENT,104812,102814,1998,1.94,52020,79737.19668,11104.52323,90841.71991,2960
INDUSINDBK,73844,72464,1380,1.9,13614,22343.83711,1349.65915,23693.49626,895
IOC,40641,39885,756,1.9,12644,12357.95632,1233.11662,13591.07295,135
CHOLAFIN,38386,37673,713,1.89,8739,22494.09737,1188.79637,23682.89375,1451
PERSISTENT,49872,48956,916,1.87,22316,23521.25656,2336.08947,25857.34603,5048
LICI,38664,37956,708,1.87,14175,15340.67878,925.38026,16266.05904,396
GODREJPROP,44940,44125,815,1.85,19058,16740.89012,1595.35925,18336.24938,1648
BAJFINANCE,153672,150906,2766,1.83,45472,55521.66877,4598.29845,60119.96722,869
INFY,360339,353920,6419,1.81,122831,87832.5552,8660.7498,96493.305,1187
UNIONBANK,41335,40618,717,1.77,21908,37834.91067,3161.06114,40995.97182,164
PAYTM,41345,40631,714,1.76,11620,25200.05786,1486.21498,26686.27284,1033
BOSCHLTD,26792,26336,456,1.73,10226,12769.70083,1068.72042,13838.42126,36545
IDFCFIRSTB,68002,66845,1157,1.73,23906,34420.44786,2552.16836,36972.61622,71
