Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
BANDHANBNK,86487,54925,31562,57.46,319167,310752.38448,43190.38908,353942.77356,174
SRF,59096,37881,21215,56.0,190301,145549.67372,14650.45412,160200.12784,2818
NESTLEIND,58445,44783,13662,30.51,289997,183275.6589,25833.48945,209109.14835,1500
NIFTY,7349001,5650169,1698832,30.07,41803471,1016644.8735,2557209.49382,3573854.36733,23996
FINNIFTY,22220,17672,4548,25.74,50334,2607.45355,3078.84181,5686.29536,26188
INDUSINDBK,98828,86726,12102,13.95,133738,137759.62186,16265.42015,154025.04201,1072
PGEL,31057,27280,3777,13.85,65210,33883.42019,4061.66116,37945.08135,575
ETERNAL,135258,119040,16218,13.62,236113,297901.01431,26497.96287,324398.97719,289
OFSS,41769,36761,5008,13.62,67702,80215.92312,13093.05343,93308.97655,10777
PREMIERENE,24568,21915,2653,12.11,42080,30278.16629,2754.38475,33032.55104,1026
ADANIGREEN,71791,64074,7717,12.04,88492,161321.7615,10991.2848,172313.0463,1472
NIFTYNXT50,1643,1468,175,11.92,1012,2332.05311,82.11213,2414.16525,72296
AMBER,42640,38109,4531,11.89,51285,30146.00248,3895.01051,34041.01299,7480
ADANIPOWER,87340,78751,8589,10.91,120476,147185.03557,11849.43495,159034.47052,217
DRREDDY,89661,81187,8474,10.44,113114,89761.37181,8950.97956,98712.35137,1179
BAJAJ-AUTO,104611,94782,9829,10.37,674768,221822.54925,46761.92307,268584.47232,11019
JSWENERGY,42002,38714,3288,8.49,61657,52127.13915,4902.07514,57029.21429,560
BANKNIFTY,1508771,1394550,114221,8.19,4610689,608724.1739,394362.90068,1003087.07459,57126
AUROPHARMA,37852,35065,2787,7.95,40056,65713.80002,3937.15014,69650.95016,1532
BPCL,47657,44213,3444,7.79,88857,62596.78009,6090.83936,68687.61946,309
UNITDSPR,39839,37094,2745,7.4,32515,26451.46804,2280.93376,28732.4018,1406
NAM-INDIA,15571,14625,946,6.47,11858,12557.593,773.91318,13331.50618,1140
GODFRYPHLP,12530,11866,664,5.6,8468,6417.66193,308.16434,6725.82627,2069
PERSISTENT,84191,79851,4340,5.44,63071,52111.88775,5093.12407,57205.01182,5079
HYUNDAI,35228,33532,1696,5.06,10706,17689.97461,575.3402,18265.31481,1949
FORCEMOT,24024,23007,1017,4.42,11347,11254.10034,436.94496,11691.0453,17439
INDIANB,38053,36475,1578,4.33,21432,31599.5535,1557.9077,33157.4612,829
TVSMOTOR,122260,117245,5015,4.28,336151,129620.644,26469.35901,156090.00302,3917
MOTILALOFS,12691,12182,509,4.18,5620,11104.12994,377.96626,11482.0962,948
LUPIN,24469,23497,972,4.14,35950,43661.81208,3104.77757,46766.58966,2405
IREDA,36279,34838,1441,4.14,8240,18822.07325,496.20516,19318.27842,119
DALBHARAT,23079,22246,833,3.74,10753,18105.07656,678.99009,18784.06666,1865
MPHASIS,28701,27692,1009,3.64,25617,48196.39401,1817.53995,50013.93397,2274
HEROMOTOCO,75156,72536,2620,3.61,102930,68456.83981,6760.94235,75217.78216,4985
AXISBANK,234569,226493,8076,3.57,145877,120180.51181,8978.28975,129158.80156,1233
BLUESTARCO,23193,22466,727,3.24,14094,20112.62067,299.04849,20411.66916,1660
HINDPETRO,42959,41681,1278,3.07,31413,58197.52759,2731.17622,60928.70382,394
MAXHEALTH,37331,36235,1096,3.02,18236,22914.25647,636.48989,23550.74636,1080
RVNL,47408,46087,1321,2.87,11843,15864.7745,756.65128,16621.42578,223
OBEROIRLTY,39800,38711,1089,2.81,14556,21691.43298,623.73195,22315.16493,1840
ASTRAL,36626,35670,956,2.68,26333,29948.3265,1329.59924,31277.92574,1430
BANKINDIA,34869,33963,906,2.67,12625,28409.19172,1304.73876,29713.93048,144
BDL,54431,53039,1392,2.62,19578,22357.26614,971.38391,23328.65005,1250
HDFCBANK,902201,879257,22944,2.61,600148,755539.35996,19898.46443,775437.82439,753
JIOFIN,154445,150798,3647,2.42,103331,121634.29296,5750.67466,127384.96762,234
WAAREEENER,92197,90133,2064,2.29,47849,47221.04129,2879.59094,50100.63224,2698
ADANIENSOL,48518,47441,1077,2.27,46138,63132.60177,6205.80298,69338.40475,1728
COALINDIA,113115,110620,2495,2.26,70943,165426.48184,2376.7861,167803.26795,428
INFY,600234,587116,13118,2.23,294007,251490.76052,17113.51892,268604.27944,1052
MIDCPNIFTY,147924,144822,3102,2.14,468563,63980.29915,38454.65847,102434.95762,14626
SUZLON,72285,70781,1504,2.12,34200,50982.38343,2234.85202,53217.23545,52
DIXON,145494,142586,2908,2.04,234602,130956.53619,16307.76019,147264.29638,13855
MANKIND,21403,20979,424,2.02,12518,16374.8494,634.48822,17009.33762,2531
TIINDIA,14820,14530,290,2.0,5878,9235.9116,280.10692,9516.01852,2900
NHPC,43027,42200,827,1.96,12981,16594.58102,493.64807,17088.2291,80
HAL,76680,75211,1469,1.95,107979,73683.6048,8374.18443,82057.78923,4567
EICHERMOT,85461,83963,1498,1.78,42994,40875.97664,2967.09315,43843.06979,7621
CDSL,59113,58095,1018,1.75,47548,29887.32224,2743.68516,32631.0074,1340
UNOMINDA,15011,14764,247,1.67,7565,13329.27568,277.60601,13606.88169,1135
LICHSGFIN,37374,36763,611,1.66,16251,38542.1011,401.2464,38943.3475,538
INDUSTOWER,87782,86380,1402,1.62,17403,42715.13517,784.70827,43499.84344,399
GLENMARK,42385,41721,664,1.59,32152,51904.49606,2167.97778,54072.47385,2210
MARUTI,159984,157743,2241,1.42,158535,60315.02368,7040.13711,67355.16079,13545
