Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
OFSS,57758,41769,15989,38.28,575806,454049.41686,81396.87191,535446.28877,10785
VMM,16593,13550,3043,22.46,34484,76917.28247,1836.55047,78753.83294,109
MIDCPNIFTY,180353,147924,32429,21.92,592958,225641.00067,40067.82582,265708.82649,14428
SRF,71746,59096,12650,21.41,281576,164627.66432,14605.05674,179232.72106,2622
INDIGO,104528,88737,15791,17.8,160552,266032.3293,17652.76845,283685.09775,5030
FINNIFTY,26030,22220,3810,17.15,66422,4878.61638,3637.11777,8515.73415,25992
MPHASIS,33555,28701,4854,16.91,55468,110667.64406,3949.70026,114617.34432,2237
ADANIGREEN,82497,71791,10706,14.91,182230,267379.45416,16336.51296,283715.96712,1382
NIFTYNXT50,1886,1643,243,14.79,2235,12876.87331,132.30229,13009.1756,71840
BAJAJ-AUTO,116231,104611,11620,11.11,457716,224243.55889,27063.52779,251307.08668,11279
BAJAJHLDNG,7870,7090,780,11.0,11407,27443.19761,504.19242,27947.39004,10680
MOTILALOFS,14080,12691,1389,10.94,17653,37266.52367,1268.95229,38535.47597,944
NIFTY,8047257,7349001,698256,9.5,46540145,2231820.48791,2530222.37852,4762042.86644,23869
NAM-INDIA,16944,15571,1373,8.82,28706,67970.24687,1149.76993,69120.01681,1106
BANKNIFTY,1623704,1508771,114933,7.62,5517085,646744.18622,421538.47201,1068282.65824,56592
RADICO,9379,8784,595,6.77,5890,13736.87673,233.45701,13970.33374,4060
CIPLA,66092,62350,3742,6.0,232040,248395.82916,13975.19144,262371.0206,1395
INFY,632432,600234,32198,5.36,647563,661057.89368,34592.53268,695650.42636,1052
IEX,34323,32669,1654,5.06,29078,37537.92523,1777.81933,39315.74457,122
SONACOMS,28271,26951,1320,4.9,47998,130408.63099,3873.36559,134281.99659,716
FORCEMOT,25171,24024,1147,4.77,66336,48878.13361,2360.35058,51238.48419,17397
GVT&D,33872,32356,1516,4.69,32288,59351.35772,1094.55222,60445.90995,4350
BANDHANBNK,90505,86487,4018,4.65,123977,112102.26768,9802.89864,121905.16632,166
EICHERMOT,88878,85461,3417,4.0,120288,238781.41568,6198.96724,244980.38292,7718
DRREDDY,92890,89661,3229,3.6,235015,189995.91675,16183.77643,206179.69318,1169
NMDC,80151,77502,2649,3.42,55218,257510.90092,600.5934,258111.49432,82
PETRONET,27412,26672,740,2.77,24365,60384.60205,614.70548,60999.30753,269
INDUSINDBK,101412,98828,2584,2.61,261516,279565.72945,17346.23541,296911.96486,1004
CGPOWER,49235,48080,1155,2.4,50765,165064.41584,3858.15136,168922.5672,883
HDFCBANK,923477,902201,21276,2.36,701787,1026269.05881,17890.98655,1044160.04537,745
ADANIPORTS,69836,68246,1590,2.33,77142,229882.5836,3921.17311,233803.75672,1781
AXISBANK,239798,234569,5229,2.23,184534,391127.91737,6958.086,398086.00337,1223
MUTHOOTFIN,43752,42861,891,2.08,37046,118902.33869,2050.37673,120952.71542,3014
ETERNAL,138065,135258,2807,2.08,349565,397065.31736,24418.37648,421483.69384,287
M&M,157429,154267,3162,2.05,201335,346512.57316,9632.72808,356145.30124,3230
MANAPPURAM,28494,27933,561,2.01,21971,103299.0012,1877.6592,105176.6604,353
BOSCHLTD,19518,19141,377,1.97,49767,92643.27812,2399.12512,95042.40325,42250
AUBANK,43046,42260,786,1.86,31225,138188.7713,2437.2602,140626.0315,980
POLICYBZR,49392,48587,805,1.66,24072,73568.3866,759.2284,74327.615,1529
PNBHOUSING,18462,18216,246,1.35,12345,54203.9925,226.72455,54430.71705,1067
CROMPTON,37769,37358,411,1.1,20472,74273.14191,336.33589,74609.4778,252
TATACONSUM,49622,49085,537,1.09,42687,128938.36615,1819.91601,130758.28216,1110
LUPIN,24718,24469,249,1.02,24760,105380.31642,1226.62012,106606.93654,2398
LAURUSLABS,38059,37686,373,0.99,23746,158075.34779,2258.96365,160334.31144,1571
ANGELONE,32284,32006,278,0.87,32603,60792.567,2324.705,63117.272,306
SHRIRAMFIN,62957,62575,382,0.61,70032,187415.57183,6673.59519,194089.16703,1026
SBIN,233992,232775,1217,0.52,234223,293583.21967,11597.4369,305180.65657,1013
CHOLAFIN,35534,35395,139,0.39,24585,158655.65693,906.23862,159561.89556,1718
ONGC,86140,85915,225,0.26,51812,91001.59245,1677.0816,92678.67405,252
