Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
MAHABANK,11758,10010,1748,17.46,9378,8038.03845,785.0882,8823.12665,84
NIFTY,9304940,8221335,1083605,13.18,51398304,549627.54986,2207025.27069,2756652.82055,23477
OIL,17833,15773,2060,13.06,37947,20937.33334,5375.97088,26313.30422,500
LODHA,32697,29121,3576,12.28,28436,18116.378,3744.83106,21861.20906,1163
MIDCPNIFTY,114476,104025,10451,10.05,164215,33136.61323,19801.68754,52938.30078,14528
DIXON,150458,137323,13135,9.57,186710,99329.39754,17636.14601,116965.54355,13500
FORCEMOT,21021,19429,1592,8.19,108911,27832.14975,8949.1504,36781.30016,18175
COCHINSHIP,30361,28223,2138,7.58,21104,24523.93256,2086.65412,26610.58668,1520
ASTRAL,24614,22984,1630,7.09,12693,16981.04172,830.32551,17811.36724,1459
HCLTECH,108241,101491,6750,6.65,70203,38674.5582,4993.0646,43667.6228,1207
ICICIBANK,247477,233081,14396,6.18,117873,131885.73937,10517.5987,142403.33807,1384
LTM,47891,45172,2719,6.02,23108,29478.8557,2331.48762,31810.34332,4374
FINNIFTY,15640,14780,860,5.82,17955,1533.5898,2004.75957,3538.34937,25520
BDL,59448,56634,2814,4.97,33162,17001.54164,2669.3091,19670.85074,1195
RELIANCE,579537,552644,26893,4.87,288715,146856.28005,19125.1461,165981.42615,1274
360ONE,16679,15910,769,4.83,4688,8072.98185,318.4777,8391.45955,1094
INDIANB,23588,22522,1066,4.73,14158,11920.1924,1663.6247,13583.8171,856
OFSS,29162,27878,1284,4.61,15960,10987.0475,3529.34571,14516.39321,11725
BLUESTARCO,31746,30369,1377,4.53,23777,18792.62001,1905.52248,20698.14249,1514
BRITANNIA,37832,36194,1638,4.53,13361,7316.42127,737.22078,8053.64206,5009
GODFRYPHLP,10193,9768,425,4.35,2554,2771.79947,197.11884,2968.91831,1972
WIPRO,133192,127666,5526,4.33,42317,30054.6552,2852.223,32906.8782,166
MARICO,23481,22514,967,4.3,7103,12294.3066,584.89332,12879.19992,803
IDEA,130777,125586,5191,4.13,63631,160395.44646,13313.39808,173708.84454,14
DIVISLAB,75706,73068,2638,3.61,49531,30475.39386,5615.07354,36090.4674,9438
BOSCHLTD,20171,19470,701,3.6,17137,10616.87922,1274.67056,11891.54978,48775
SUZLON,60583,58480,2103,3.6,18436,19310.53288,1331.2267,20641.75958,44
HAL,79947,77271,2676,3.46,73116,37382.23737,7769.28202,45151.51939,4950
INDIGO,83268,80489,2779,3.45,74133,39559.00047,7527.84466,47086.84513,4945
BAJAJ-AUTO,58463,56534,1929,3.41,27410,15187.99882,1981.31352,17169.31235,11768
ADANIENSOL,54910,53131,1779,3.35,18818,24366.7739,2971.56141,27338.33531,1391
MCX,78887,76368,2519,3.3,44774,33758.72835,6718.14137,40476.86973,3300
MPHASIS,25692,24872,820,3.3,5715,11347.62255,502.79308,11850.41563,2291
PNB,48867,47323,1544,3.26,28539,27175.9184,3777.9632,30953.8816,116
