Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,07-Jul-2026,24200,Call,76421,116407,-39986,-34.35,132.15,108.15,22.19,1554018,173284.66213,24270.85
NIFTY,Index Options,07-Jul-2026,24100,Call,30325,69284,-38959,-56.23,209.55,166.35,25.97,388639,63391.29592,24270.85
NIFTY,Index Options,07-Jul-2026,24150,Call,18595,46854,-28259,-60.31,169.2,135.6,24.78,333910,45439.80844,24270.85
NIFTY,Index Options,07-Jul-2026,24050,Call,19774,36445,-16671,-45.74,250.75,200.3,25.19,81988,15682.82861,24270.85
NIFTY,Index Options,07-Jul-2026,24000,Call,69474,85329,-15855,-18.58,294.3,238.45,23.42,254199,55708.72764,24270.85
NIFTY,Index Options,28-Jul-2026,24000,Call,83596,98273,-14677,-14.93,502.0,459.7,9.2,43974,15481.17862,24270.85
HCLTECH,Stock Futures,28-Jul-2026,0,-,94870,106335,-11465,-10.78,1132.8,1068.5,6.02,33492,150912.27264,1140.0
BANKNIFTY,Index Options,28-Jul-2026,60000,Put,31792,39287,-7495,-19.08,1954.9,1900.8,2.85,10597,6167.8037,57938.5
TCS,Stock Futures,28-Jul-2026,0,-,206527,211685,-5158,-2.44,2075.6,2066.7,0.43,21208,99572.67342,2088.0
NIFTY,Index Options,28-Jul-2026,24100,Call,23491,27697,-4206,-15.19,431.6,395.3,9.18,17504,5358.39449,24270.85
HDFCBANK,Stock Futures,28-Jul-2026,0,-,501756,505763,-4007,-0.79,805.5,800.25,0.66,20830,109206.8991,801.5
NIFTY,Index Options,07-Jul-2026,23900,Call,26263,30159,-3896,-12.92,388.05,318.65,21.78,33404,9401.99005,24270.85
NIFTY,Index Options,28-Jul-2026,25000,Call,105055,108615,-3560,-3.28,58.95,54.25,8.66,88438,3791.69081,24270.85
NIFTY,Index Options,29-Sep-2026,26000,Call,20616,23374,-2758,-11.8,106.7,101.2,5.43,10168,736.00051,24270.85
NIFTY,Index Options,07-Jul-2026,23950,Call,7663,10331,-2668,-25.83,341.1,277.3,23.01,21071,5277.26355,24270.85
NIFTY,Index Futures,28-Jul-2026,0,-,262356,265022,-2666,-1.01,24351.1,24265.0,0.35,49255,780772.57745,24270.85
HDFCBANK,Stock Options,28-Jul-2026,800,Call,25501,28086,-2585,-9.2,22.7,21.0,8.1,19105,2918.28875,801.5
NIFTY,Index Options,07-Jul-2026,23800,Call,12160,14376,-2216,-15.41,485.0,408.45,18.74,16358,5617.36173,24270.85
LODHA,Stock Futures,28-Jul-2026,0,-,16817,19016,-2199,-11.56,1061.75,1008.5,5.28,9183,59948.34581,1061.1
ICICIBANK,Stock Futures,28-Jul-2026,0,-,154704,156900,-2196,-1.4,1415.5,1404.3,0.8,13369,132523.82213,1412.7
NIFTY,Index Options,14-Jul-2026,24100,Call,6249,8411,-2162,-25.7,296.4,258.1,14.84,17588,3815.15378,24270.85
NIFTY,Index Options,07-Jul-2026,23850,Call,1936,3549,-1613,-45.45,438.15,366.05,19.7,5711,1787.21461,24270.85
ETERNAL,Stock Futures,28-Jul-2026,0,-,82335,83886,-1551,-1.85,282.6,280.55,0.73,9481,65366.92041,281.4
NIFTY,Index Options,14-Jul-2026,24900,Call,7701,9245,-1544,-16.7,15.15,11.0,37.73,50985,598.18151,24270.85
NIFTY,Index Options,28-Jul-2026,24200,Call,29814,31286,-1472,-4.7,369.0,335.15,10.1,23297,6030.87109,24270.85
