Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
TRENT,132853,71090,61763,86.88,304330,315058.15775,37143.70564,352201.86339,2921
COCHINSHIP,33328,21700,11628,53.59,69341,100794.20664,7639.9072,108434.11384,1430
NAUKRI,53658,42361,11297,26.67,188072,133780.00795,25451.67498,159231.68294,1157
NIFTY,11387692,9250229,2137463,23.11,387136308,828763.26217,5753101.36724,6581864.62941,24398
KALYANKJIL,53511,47186,6325,13.4,86798,79480.9368,9461.80831,88942.74511,356
MCX,117361,104300,13061,12.52,169678,139754.43031,22024.03185,161778.46216,2643
MOTHERSON,38642,34564,4078,11.8,23336,53820.81111,3392.78341,57213.59452,143
BSE,100989,90918,10071,11.08,152793,138288.25578,24048.20796,162336.46374,3678
TITAN,92556,83767,8789,10.49,234997,134202.09334,27150.45355,161352.54689,4591
VBL,65896,61033,4863,7.97,35974,47079.03712,3490.64451,50569.68163,484
SWIGGY,46543,43126,3417,7.92,66856,62349.56444,7522.30325,69871.86769,266
BANKNIFTY,1011503,937989,73514,7.84,1467518,317047.13585,208966.45311,526013.58896,58200
WAAREEENER,67832,62966,4866,7.73,19020,47206.28703,894.69047,48100.9775,2844
LICI,28156,26183,1973,7.54,21870,20479.76042,2033.6862,22513.44662,435
MIDCPNIFTY,95895,89231,6664,7.47,157665,44919.14635,22503.61791,67422.76426,14638
VOLTAS,40195,37485,2710,7.23,27466,20710.0554,2241.2931,22951.3485,1287
MPHASIS,26669,24924,1745,7.0,19859,30498.47575,3032.41141,33530.88717,2380
POLYCAB,31801,29758,2043,6.87,20170,45544.53416,3600.72938,49145.26355,9364
PAYTM,43875,41208,2667,6.47,26616,41723.46348,5221.45529,46944.91877,1241
INDIANB,29332,27561,1771,6.43,10173,29265.2038,1237.4146,30502.6184,787
NIFTYNXT50,841,793,48,6.05,244,2116.86557,13.80814,2130.67371,72248
ABB,35044,33078,1966,5.94,24171,23310.53725,3892.31962,27202.85687,6970
DIVISLAB,56531,53425,3106,5.81,44653,26951.79895,3826.85939,30778.65834,6760
JSWENERGY,36420,34452,1968,5.71,19583,18817.86016,2211.46463,21029.32479,544
ICICIPRULI,30390,28763,1627,5.66,11972,17873.65697,997.92663,18871.5836,487
NYKAA,23616,22352,1264,5.65,9239,16460.71625,1322.86343,17783.57968,314
BIOCON,29955,28364,1591,5.61,24975,52218.873,4122.63,56341.503,406
BHEL,58612,55570,3042,5.47,32628,41481.75412,6396.41625,47878.17037,375
PNB,63860,60550,3310,5.47,20750,29924.104,2728.1088,32652.2128,103
SOLARINDS,23664,22444,1220,5.44,32246,43475.64244,4718.79546,48194.4379,18247
COALINDIA,91975,87242,4733,5.43,57723,29174.36886,3733.10748,32907.47634,427
ADANIPOWER,67400,63982,3418,5.34,26547,49434.97368,4427.39066,53862.36435,218
SIEMENS,32203,30584,1619,5.29,19724,15596.25637,2317.6977,17913.95408,3495
CAMS,15888,15100,788,5.22,12508,12389.95931,1424.40713,13814.36644,777
LODHA,29120,27676,1444,5.22,16348,26200.12962,2066.58006,28266.70968,1101
HAVELLS,31748,30174,1574,5.22,31595,34773.07755,3277.3188,38050.39635,1225
CUMMINSIND,31859,30410,1449,4.76,15436,32360.74468,2279.32264,34640.06732,5465
EXIDEIND,29372,28061,1311,4.67,26043,27175.8753,4007.763,31183.6383,414
FORTIS,20163,19276,887,4.6,8982,15628.90218,1020.51783,16649.42001,971
INDUSTOWER,87828,83994,3834,4.56,40567,87031.76554,3530.17648,90561.94202,383
ADANIENT,101509,97159,4350,4.48,55529,103569.853,10429.986,113999.839,3109
GODFRYPHLP,9077,8697,380,4.37,1761,3250.38579,133.78563,3384.17142,2134
UNOMINDA,14107,13557,550,4.06,4892,9667.53667,472.6018,10140.13847,1126
HDFCAMC,24947,23989,958,3.99,10694,22222.95789,1468.16346,23691.12135,2784
LTM,42983,41335,1648,3.99,48327,27928.059,7116.17259,35044.23159,3843
TMPV,115372,111039,4333,3.9,35194,25197.032,2695.26144,27892.29344,341
RECLTD,50171,48290,1881,3.9,14052,16111.78206,869.51198,16981.29405,355
INOXWIND,27262,26240,1022,3.89,5763,5888.8896,388.36352,6277.25312,85
PGEL,23631,22746,885,3.89,42159,33105.66308,6163.73556,39269.39864,577
KAYNES,44972,43303,1669,3.85,14668,16639.65339,1868.46511,18508.1185,3305
LT,158709,152906,5803,3.8,71264,82365.02197,6287.06706,88652.08903,3987
NESTLEIND,36736,35407,1329,3.75,14029,18552.0555,1334.909,19886.9645,1466
NHPC,31383,30276,1107,3.66,9616,7417.72944,705.54593,8123.27537,78
SBILIFE,33517,32351,1166,3.6,32274,35051.14147,3448.57481,38499.71628,1835
JINDALSTEL,34061,32906,1155,3.51,13445,19803.66025,1370.30818,21173.96843,1038
ITC,166735,161149,5586,3.47,88735,77229.71556,4275.42957,81505.14513,288
SUZLON,58840,56880,1960,3.45,20303,20564.34165,2388.36962,22952.71127,54
PIIND,26764,25875,889,3.44,4678,5530.38843,295.07721,5825.46564,2648
HDFCLIFE,60042,58085,1957,3.37,25613,28783.52642,2418.31887,31201.84529,572
RELIANCE,465598,451028,14570,3.23,148945,129776.7076,13380.32025,143157.02785,1305
MANKIND,16929,16400,529,3.23,6785,10747.48285,720.26567,11467.74852,2522
IOC,49485,48036,1449,3.02,13685,19303.78905,1276.40516,20580.19421,142
VEDL,108864,105755,3109,2.94,42398,21655.29212,2669.43106,24324.72318,274
MOTILALOFS,9321,9057,264,2.91,2366,4035.16274,266.09578,4301.25852,950
IREDA,22759,22120,639,2.89,3348,5771.30536,293.66752,6064.97288,125
ALKEM,14023,13631,392,2.88,9415,12510.7506,1008.94836,13519.69896,5662
NBCC,25116,24415,701,2.87,7976,12926.5344,853.34535,13779.87975,98
MAZDOCK,33422,32497,925,2.85,14167,15178.15345,1462.68731,16640.84076,2514
CROMPTON,31300,30438,862,2.83,6559,9960.14095,562.33056,10522.47152,268
PFC,60705,59065,1640,2.78,15891,15469.34064,1069.33216,16538.6728,411
TECHM,53288,51891,1397,2.69,30808,49454.1312,5235.4323,54689.5635,1447
LUPIN,21449,20888,561,2.69,9395,12320.55059,1358.1433,13678.69389,2489
ADANIENSOL,40651,39598,1053,2.66,26615,63736.2436,7577.25428,71313.49788,1654
BANKBARODA,88370,86106,2264,2.63,32604,36333.02848,3480.23081,39813.25929,247
UNIONBANK,44464,43334,1130,2.61,10475,17436.00273,1271.42595,18707.42868,161
KOTAKBANK,149859,146171,3688,2.52,63057,205029.0948,4727.703,209756.7978,382
ANGELONE,19060,18616,444,2.39,13225,29323.81575,2332.4755,31656.29125,336
JIOFIN,104114,101742,2372,2.33,55675,47248.85912,6280.61329,53529.47241,243
CANBK,81642,79795,1847,2.31,13769,24661.93365,1940.89567,26602.82932,125
IDEA,116065,113462,2603,2.29,27424,60481.8591,4998.54694,65480.40604,13
BOSCHLTD,16901,16528,373,2.26,6475,8760.70708,746.93714,9507.64422,41925
TIINDIA,12972,12691,281,2.21,1959,4990.90662,187.2093,5178.11592,2975
SAIL,49248,48187,1061,2.2,7122,20163.37083,801.60521,20964.97604,165
KEI,17029,16668,361,2.17,8620,16107.25616,1347.57385,17454.83001,5085
TATACONSUM,46054,45080,974,2.16,12341,14307.59891,980.8189,15288.41781,1121
VMM,11628,11385,243,2.13,3414,8005.0414,224.89256,8229.93396,117
BAJAJHLDNG,5502,5388,114,2.12,2043,5413.86342,159.5607,5573.42413,10710
SUPREMEIND,22623,22167,456,2.06,6363,10988.46962,501.07604,11489.54567,3172
GODREJPROP,40385,39573,812,2.05,12999,19565.75448,1327.00265,20892.75714,2043
FORCEMOT,18115,17752,363,2.04,6696,5066.87175,685.69616,5752.56792,18800
BHARTIARTL,161197,158006,3191,2.02,85123,95260.61145,7925.78986,103186.40132,1922
IRFC,41197,40417,780,1.93,6083,4386.67561,453.03252,4839.70814,89
DMART,52767,51811,956,1.85,23510,20238.5266,2252.10894,22490.63554,4070
POWERGRID,57117,56097,1020,1.82,14727,9426.5897,872.35745,10298.94715,283
IEX,27013,26531,482,1.82,3012,3602.46468,238.66275,3841.12743,122
NUVAMA,7450,7324,126,1.72,3331,7391.7401,558.93615,7950.67625,1914
PIDILITIND,17898,17615,283,1.61,3557,4859.709,247.3077,5107.0167,1618
FINNIFTY,4955,4878,77,1.58,8315,2113.91388,906.13595,3020.04983,26985
ASTRAL,33115,32603,512,1.57,11268,10415.23738,828.65352,11243.8909,1356
HAL,66988,65991,997,1.51,23234,15919.63006,2504.93854,18424.56861,4401
BDL,33235,32743,492,1.5,32623,25591.08268,4365.10627,29956.18896,1393
POWERINDIA,49161,48458,703,1.45,31793,29947.8105,4420.0738,34367.8843,31840
COLPAL,26192,25818,374,1.45,7145,7036.37899,623.68435,7660.06334,2076
DLF,75215,74170,1045,1.41,27976,45916.03526,2749.04606,48665.08133,651
TVSMOTOR,95904,94584,1320,1.4,33729,31890.04045,3896.56522,35786.60568,3710
HDFCBANK,735576,725567,10009,1.38,326076,349208.27181,22970.12139,372178.39321,827
CONCOR,27242,26881,361,1.34,5774,7158.43437,443.83362,7602.268,470
LAURUSLABS,31191,30802,389,1.26,17106,45679.19142,3742.38663,49421.57805,1474
ULTRACEMCO,70865,70000,865,1.24,12747,16807.12794,836.62465,17643.7526,11620
COFORGE,62118,61372,746,1.22,40114,44791.8863,7796.01506,52587.90136,1511
ICICIGI,18756,18532,224,1.21,6173,7313.31081,506.30583,7819.61664,1803
LICHSGFIN,35914,35490,424,1.19,6003,9155.489,354.3444,9509.8334,543
PHOENIXLTD,14305,14142,163,1.15,9207,23056.40473,1006.09075,24062.49548,2075
OIL,18324,18118,206,1.14,10526,8575.64092,1056.32058,9631.9615,422
SBIN,187566,185514,2052,1.11,84332,65239.53435,7940.79352,73180.32787,1036
