Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
NIFTY,11372205,9593289,1778916,18.54,123190212,668257.75761,3654490.53862,4322748.29624,23779
ICICIPRULI,29382,25052,4330,17.28,18286,16014.53841,1013.20485,17027.74326,470
KEI,47949,41596,6353,15.27,73380,48452.36651,11679.5508,60131.91731,4704
SOLARINDS,44752,39637,5115,12.9,102839,60306.42365,22052.2682,82358.69185,21950
MANAPPURAM,38716,34642,4074,11.76,37630,52959.5928,6842.4027,59801.9955,325
WIPRO,113046,104006,9040,8.69,44610,45211.0368,2847.2769,48058.3137,172
LTM,40236,37045,3191,8.61,31401,25811.26723,4280.41768,30091.68492,4448
PAYTM,56324,51949,4375,8.42,32263,35973.18978,6847.47891,42820.66869,1664
INFY,314490,290883,23607,8.12,204306,81384.40264,14249.40956,95633.8122,1087
BRITANNIA,36651,33905,2746,8.1,17682,9165.68562,963.93071,10129.61633,5042
RVNL,46483,43002,3481,8.09,31774,12328.61225,2209.77545,14538.38771,210
VMM,21509,20027,1482,7.4,8713,10648.78949,580.3898,11229.17929,104
BOSCHLTD,19959,18608,1351,7.26,49287,25236.12694,5674.64257,30910.76951,48025
CGPOWER,35275,32942,2333,7.08,50517,25489.60492,6932.83324,32422.43816,895
SBIN,279052,260925,18127,6.95,179145,103383.06645,15099.73372,118482.80017,1005
POLYCAB,69471,65394,4077,6.23,71329,54950.24445,9549.08373,64499.32818,8261
MIDCPNIFTY,98085,92364,5721,6.19,119156,25735.66753,16133.43608,41869.10361,14650
TECHM,49820,47029,2791,5.93,26781,35090.17068,3488.4132,38578.58388,1564
HAVELLS,35871,33871,2000,5.9,13692,15341.69155,946.33205,16288.0236,1150
KPITTECH,28776,27211,1565,5.75,11469,6302.20335,798.89511,7101.09846,562
COCHINSHIP,26905,25445,1460,5.74,11775,10507.32628,1239.86956,11747.19584,1506
GODREJCP,56751,53811,2940,5.46,20038,13862.59505,1091.4632,14954.05825,861
TATAELXSI,32939,31242,1697,5.43,11425,7750.6273,672.06742,8422.69472,3497
PIDILITIND,15519,14725,794,5.39,8586,11425.5766,538.16025,11963.73685,1575
KOTAKBANK,156316,148536,7780,5.24,44090,46168.2568,3938.9636,50107.2204,422
