Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
TATACONSUM,43152,31580,11572,36.64,291462,136513.71365,37956.61683,174470.33048,1270
ABB,51708,40470,11238,27.77,161674,183177.49956,24334.06666,207511.56622,6348
UPL,35465,28452,7013,24.65,118711,116840.51708,23384.27943,140224.79651,669
TITAN,111517,92228,19289,20.91,482681,237560.49415,49509.09586,287069.59001,4200
SBIN,436765,368829,67936,18.42,699089,398625.8535,57975.05017,456600.90367,974
KALYANKJIL,59313,50238,9075,18.06,147082,80374.30641,16157.41164,96531.71806,385
LUPIN,56249,47878,8371,17.48,92704,91533.63839,11480.26604,103013.90443,2243
NIFTY,9167557,7843342,1324215,16.88,137949317,1331981.33309,5959101.94105,7291083.27415,23815
INDHOTEL,39707,34067,5640,16.56,48548,44576.3039,5683.8857,50260.1896,664
FORTIS,19241,16546,2695,16.29,22489,24145.87729,3178.06063,27323.93792,976
DALBHARAT,21290,18664,2626,14.07,22755,30871.61658,2554.65951,33426.27609,1782
BHARTIARTL,201860,178914,22946,12.83,152929,199918.29839,15243.71771,215162.01611,1764
TORNTPHARM,29094,25916,3178,12.26,58895,32763.71276,5098.37272,37862.08548,4518
NUVAMA,11840,10598,1242,11.72,16515,18849.78295,3025.30225,21875.0852,1605
JSWENERGY,38055,34135,3920,11.48,41613,34861.04025,4786.23551,39647.27576,558
CIPLA,68715,62007,6708,10.82,64944,50304.9193,5048.28907,55353.20838,1305
SIEMENS,29710,26965,2745,10.18,35152,50990.72391,4201.14903,55191.87294,3589
CANBK,63801,58127,5674,9.76,141795,228904.272,23646.25912,252550.53112,130
KAYNES,54577,49907,4670,9.36,38269,42493.58197,4114.86099,46608.44296,4371
MCX,39065,35993,3072,8.53,120958,233100.75884,54523.92027,287624.67912,3187
AMBER,34417,31759,2658,8.37,23132,46119.11373,4540.12657,50659.2403,8552
NIFTYNXT50,1121,1039,82,7.89,654,4174.33676,93.03019,4267.36695,70297
UNOMINDA,13544,12598,946,7.51,8161,8551.32971,780.5188,9331.84851,1175
SUNPHARMA,140417,131016,9401,7.18,103720,58017.98005,8979.67094,66997.651,1875
LICHSGFIN,44468,41637,2831,6.8,24121,38232.2391,2106.9164,40339.1555,588
SUPREMEIND,22192,20857,1335,6.4,8811,5665.79205,478.86835,6144.66041,3628
DRREDDY,65269,61484,3785,6.16,37952,54569.16737,4925.645,59494.81237,1282
CDSL,55416,52292,3124,5.97,25570,26156.42619,2311.51387,28467.94006,1229
INDIANB,27019,25499,1520,5.96,12001,20281.9263,1451.4468,21733.3731,841
BANKINDIA,22692,21427,1265,5.9,53011,61873.1542,8087.95052,69961.10472,144
BRITANNIA,61720,58333,3387,5.81,44719,31462.77667,2791.58331,34254.35998,5410
HDFCAMC,29266,27680,1586,5.73,11993,30577.02204,1060.39485,31637.41689,2750
INDIGO,102968,97424,5544,5.69,95159,64821.213,11813.42158,76634.63458,4309
SONACOMS,20621,19514,1107,5.67,22127,40218.61861,2823.89609,43042.5147,595
IEX,41647,39528,2119,5.36,50625,22044.12429,4215.00885,26259.13314,131
MANKIND,26586,25263,1323,5.24,9454,15632.57359,750.93513,16383.50873,2458
MANAPPURAM,24289,23082,1207,5.23,11147,22329.8244,1459.3725,23789.1969,306
ZYDUSLIFE,18094,17205,889,5.17,13479,20481.17265,1717.82028,22198.99293,960
BIOCON,28127,26756,1371,5.12,63585,62300.0385,10542.6845,72842.723,392
OBEROIRLTY,28161,26797,1364,5.09,22236,18636.80343,1968.26801,20605.07144,1632
ASHOKLEY,59435,56589,2846,5.03,43047,63256.311,5713.8155,68970.1265,161
LAURUSLABS,39511,37665,1846,4.9,49250,54945.83268,9274.74457,64220.57725,1270
LICI,32070,30603,1467,4.79,11069,13140.03327,822.05613,13962.0894,798
BPCL,56029,53488,2541,4.75,23182,18423.22423,2873.88886,21297.11309,294
SAIL,49601,47390,2211,4.67,7985,39720.98874,604.00734,40324.99608,180
NTPC,126865,121232,5633,4.65,71173,45823.40115,4575.71835,50399.1195,392
HEROMOTOCO,62073,59361,2712,4.57,57548,39524.5957,5412.96864,44937.56434,5230
APLAPOLLO,26573,25426,1147,4.51,8614,10143.41132,839.958,10983.36932,1953
MAXHEALTH,35009,33506,1503,4.49,39649,33319.23735,4198.44673,37517.68408,1040
GRASIM,72837,69752,3085,4.42,24936,37546.96637,2364.41595,39911.38232,2983
