Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,18-Aug-2026,23900,Put,67895,78131,-10236,-13.1,4.2,4.0,5.0,842230,2293.8134,24366.0
BANKNIFTY,Index Options,25-Aug-2026,58000,Put,41107,46008,-4901,-10.65,641.8,564.3,13.73,70165,13186.66977,57491.1
BHARTIARTL,Stock Futures,25-Aug-2026,0,-,106635,110953,-4318,-3.89,1995.1,1948.6,2.39,18427,174110.31961,1992.1
BSE,Stock Options,25-Aug-2026,3500,Put,4516,7784,-3268,-41.98,116.35,83.65,39.09,12124,2643.27448,3447.0
NIFTY,Index Options,18-Aug-2026,22000,Put,48263,51172,-2909,-5.68,0.6,0.55,9.09,79004,27.21687,24366.0
PERSISTENT,Stock Options,25-Aug-2026,5500,Call,2163,4701,-2538,-53.99,182.25,143.15,27.31,11529,2266.31317,5580.0
APOLLOHOSP,Stock Futures,25-Aug-2026,0,-,18334,20800,-2466,-11.86,8927.0,8623.0,3.53,8188,90562.9646,8920.5
NIFTY,Index Options,18-Aug-2026,23850,Put,35225,37678,-2453,-6.51,3.55,3.1,14.52,505579,1107.47079,24366.0
HAL,Stock Options,25-Aug-2026,5000,Call,4378,6651,-2273,-34.18,116.1,76.95,50.88,25868,3981.86124,5029.9
NIFTY,Index Options,18-Aug-2026,24600,Put,27053,29188,-2135,-7.31,201.7,198.9,1.41,266308,39894.40309,24366.0
ICICIBANK,Stock Futures,25-Aug-2026,0,-,129197,131326,-2129,-1.62,1418.9,1415.9,0.21,9512,94129.13496,1417.0
APOLLOHOSP,Stock Options,25-Aug-2026,8700,Call,1396,3459,-2063,-59.64,261.0,108.15,141.33,17617,4227.19915,8920.5
ADANIENT,Stock Options,25-Aug-2026,3000,Call,2220,4192,-1972,-47.04,89.9,54.7,64.35,13599,3149.4672,3035.1
LICI,Stock Futures,25-Aug-2026,0,-,37033,38977,-1944,-4.99,413.0,411.95,0.25,2361,13648.98822,413.5
NIFTY,Index Options,18-Aug-2026,23650,Put,22918,24851,-1933,-7.78,2.55,1.8,41.67,309623,422.63539,24366.0
APOLLOHOSP,Stock Options,25-Aug-2026,8800,Call,1175,3084,-1909,-61.9,188.9,76.1,148.23,40729,7955.90103,8920.5
BHARTIARTL,Stock Options,25-Aug-2026,1960,Call,2755,4641,-1886,-40.64,42.2,19.6,115.31,17741,2984.83454,1992.1
NIFTY,Index Options,18-Aug-2026,24700,Put,10091,11809,-1718,-14.55,288.8,278.75,3.61,58009,12072.65905,24366.0
APOLLOHOSP,Stock Options,25-Aug-2026,9000,Call,3022,4736,-1714,-36.19,87.0,36.8,136.41,47720,4870.4225,8920.5
NIFTY,Index Options,18-Aug-2026,24650,Put,4481,6014,-1533,-25.49,243.05,238.25,2.01,41527,7373.28495,24366.0
NIFTY,Index Options,25-Aug-2026,24600,Put,22897,24337,-1440,-5.92,248.65,244.6,1.66,35682,6025.15547,24366.0
APOLLOHOSP,Stock Options,25-Aug-2026,8600,Call,906,2281,-1375,-60.28,341.75,153.15,123.15,7093,2173.64985,8920.5
IDEA,Stock Options,25-Aug-2026,14,Call,5455,6795,-1340,-19.72,0.41,0.23,78.26,12259,3329.60569,14.11
BANKNIFTY,Index Options,25-Aug-2026,57000,Put,31670,32970,-1300,-3.94,205.85,191.1,7.72,96556,6075.7863,57491.1
BOSCHLTD,Stock Options,25-Aug-2026,38000,Put,1036,2226,-1190,-53.46,12.0,8.1,48.15,1826,4.71564,47100.0
