Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,02-Jun-2026,21100,Put,16732,25032,-8300,-33.16,0.5,0.7,-28.57,75146,22.46865,23547.75
NIFTY,Index Options,02-Jun-2026,21200,Put,3487,8591,-5104,-59.41,0.55,0.8,-31.25,30296,9.0585,23547.75
NIFTY,Index Options,02-Jun-2026,22300,Put,10100,14570,-4470,-30.68,1.2,1.3,-7.69,108006,77.92632,23547.75
NIFTY,Index Options,02-Jun-2026,24950,Call,25074,29499,-4425,-15.0,2.95,3.05,-3.28,206949,316.11459,23547.75
NIFTY,Index Options,02-Jun-2026,21500,Put,20130,24260,-4130,-17.02,0.55,0.85,-35.29,48266,19.45119,23547.75
NIFTY,Index Options,02-Jun-2026,21900,Put,4531,7492,-2961,-39.52,0.9,1.0,-10.0,36102,20.18101,23547.75
WIPRO,Stock Options,30-Jun-2026,180,Put,3257,6157,-2900,-47.1,3.19,5.62,-43.24,9267,961.9146,204.1
HINDUNILVR,Stock Futures,30-Jun-2026,0,-,48440,51124,-2684,-5.25,2154.0,2190.0,-1.64,28021,181646.69292,2161.0
ULTRACEMCO,Stock Futures,30-Jun-2026,0,-,47193,49730,-2537,-5.1,11633.0,11761.0,-1.09,15531,90486.86751,11501.0
BHARTIARTL,Stock Futures,30-Jun-2026,0,-,121620,123674,-2054,-1.66,1838.0,1867.7,-1.59,36349,318544.91586,1827.0
TORNTPHARM,Stock Futures,30-Jun-2026,0,-,23955,25948,-1993,-7.68,4442.0,4505.9,-1.42,13580,75824.9485,4418.0
NIFTY,Index Options,30-Jun-2026,22000,Call,11836,13696,-1860,-13.58,1775.55,1990.45,-10.8,4967,5825.66019,23547.75
NIFTY,Index Options,30-Jun-2026,25500,Call,43364,45182,-1818,-4.02,17.2,21.3,-19.25,34248,410.94175,23547.75
NIFTY,Index Options,02-Jun-2026,22100,Put,3369,5133,-1764,-34.37,1.05,1.15,-8.7,28401,18.64525,23547.75
MAXHEALTH,Stock Futures,30-Jun-2026,0,-,24330,25998,-1668,-6.42,975.25,1000.45,-2.52,10394,53459.66808,965.0
COALINDIA,Stock Options,30-Jun-2026,430,Put,2728,4230,-1502,-35.51,2.5,3.8,-34.21,7697,241.07004,458.3
SRF,Stock Futures,30-Jun-2026,0,-,15527,16861,-1334,-7.91,2728.8,2751.0,-0.81,6142,33468.24936,2711.0
CGPOWER,Stock Futures,30-Jun-2026,0,-,19650,20982,-1332,-6.35,927.65,941.3,-1.45,6062,47961.84687,921.15
ASTRAL,Stock Futures,30-Jun-2026,0,-,15215,16538,-1323,-8.0,1601.0,1603.7,-0.17,4119,27962.98482,1585.0
BHEL,Stock Futures,30-Jun-2026,0,-,44488,45803,-1315,-2.87,419.35,426.4,-1.65,6222,68741.2782,415.45
WAAREEENER,Stock Futures,30-Jun-2026,0,-,29073,30383,-1310,-4.31,3141.9,3146.6,-0.15,13456,74057.51808,3129.1
LT,Stock Options,30-Jun-2026,3600,Put,692,1985,-1293,-65.14,3.45,7.4,-53.38,4423,26.23944,4090.0
NHPC,Stock Futures,30-Jun-2026,0,-,17600,18879,-1279,-6.77,79.49,79.96,-0.59,4229,21530.6848,78.5
NIFTY,Index Options,30-Jun-2026,25800,Call,4784,6031,-1247,-20.68,10.5,11.3,-7.08,7472,50.9964,23547.75
HAL,Stock Futures,30-Jun-2026,0,-,41503,42636,-1133,-2.66,4372.0,4443.7,-1.61,14712,96451.28352,4306.9
