Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
HDFCBANK,Stock Futures,29-Sep-2026,0,-,282415,165194,117221,70.96,731.55,726.6,0.68,126744,603484.58508,725.05
TCS,Stock Futures,29-Sep-2026,0,-,67319,17793,49526,278.35,2307.4,2304.5,0.13,61178,318320.91076,2298.0
AXISBANK,Stock Futures,29-Sep-2026,0,-,77290,31526,45764,145.16,1259.0,1246.0,1.04,48950,385178.37187,1251.0
INFY,Stock Futures,29-Sep-2026,0,-,63231,22294,40937,183.62,1137.8,1128.1,0.86,53320,243318.3552,1130.0
RELIANCE,Stock Futures,29-Sep-2026,0,-,112393,74472,37921,50.92,1319.5,1316.3,0.24,41037,270856.5111,1313.2
NIFTY,Index Futures,29-Sep-2026,0,-,78696,42830,35866,83.74,24399.0,24238.8,0.66,43506,689653.37048,24231.85
ICICIBANK,Stock Futures,29-Sep-2026,0,-,69240,33510,35730,106.62,1422.1,1410.4,0.83,39422,392064.40504,1411.9
BHARTIARTL,Stock Futures,29-Sep-2026,0,-,39632,16457,23175,140.82,1958.9,1943.8,0.78,25307,235516.81173,1941.7
JSWSTEEL,Stock Futures,29-Sep-2026,0,-,26414,5481,20933,381.92,1294.2,1288.4,0.45,23210,204372.75375,1299.7
HCLTECH,Stock Futures,29-Sep-2026,0,-,23141,3008,20133,669.32,1336.0,1327.4,0.65,23764,126947.288,1318.4
NTPC,Stock Futures,29-Sep-2026,0,-,48399,28553,19846,69.51,336.45,334.15,0.69,21577,108900.19785,337.5
ITC,Stock Futures,29-Sep-2026,0,-,48948,29894,19054,63.74,272.5,268.1,1.64,23859,111230.30011,271.65
AMBUJACEM,Stock Futures,29-Sep-2026,0,-,27178,8257,18921,229.15,414.5,409.2,1.3,20524,102234.1488,411.0
BAJFINANCE,Stock Futures,29-Sep-2026,0,-,41528,23092,18436,79.84,1105.4,1089.2,1.49,21291,176588.08627,1095.0
WIPRO,Stock Futures,29-Sep-2026,0,-,33477,15974,17503,109.57,181.31,179.6,0.95,27559,149744.5824,181.0
KOTAKBANK,Stock Futures,29-Sep-2026,0,-,38748,22379,16369,73.14,401.1,394.15,1.76,18440,147501.56,397.35
VEDL,Stock Futures,29-Sep-2026,0,-,23368,7973,15395,193.09,270.65,264.65,2.27,18385,57322.2238,268.0
JIOFIN,Stock Futures,29-Sep-2026,0,-,37816,22565,15251,67.59,246.7,244.3,0.98,18638,108381.36785,244.6
NIFTY,Index Options,29-Sep-2026,24300,Call,32492,17267,15225,88.17,363.0,296.4,22.47,36361,8403.06346,24231.85
COALINDIA,Stock Futures,29-Sep-2026,0,-,24179,9465,14714,155.46,399.9,396.65,0.82,16105,86656.09297,402.5
SBIN,Stock Futures,29-Sep-2026,0,-,47430,32858,14572,44.35,1054.9,1052.2,0.26,18616,147546.2274,1048.0
LT,Stock Futures,29-Sep-2026,0,-,30180,17207,12973,75.39,4104.9,4056.6,1.19,15164,108839.11717,4081.0
DLF,Stock Futures,29-Sep-2026,0,-,19048,6154,12894,209.52,682.5,673.4,1.35,15066,97788.66021,676.15
TVSMOTOR,Stock Futures,29-Sep-2026,0,-,17976,5226,12750,243.97,4404.1,4384.9,0.44,13900,107507.743,4390.0
TRENT,Stock Futures,29-Sep-2026,0,-,19169,7139,12030,168.51,2974.0,2956.6,0.59,17152,114552.24768,2970.0
