Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
NIFTY,11827950,9907359,1920591,19.39,349255668,865873.57112,5761610.35836,6627483.92948,23989
360ONE,19306,16560,2746,16.58,31791,10068.34475,1954.3789,12022.72365,1132
PGEL,36882,32573,4309,13.23,136381,60319.28385,13865.77155,74185.0554,527
VMM,10859,9670,1189,12.3,5981,12371.62007,296.75404,12668.37411,117
NATIONALUM,63681,57891,5790,10.0,78469,70837.81987,9221.05931,80058.87918,366
HINDALCO,114270,104013,10257,9.86,140296,117590.43149,12268.83455,129859.26604,984
RADICO,4168,3837,331,8.63,2645,3106.01673,123.57346,3229.59019,3575
SRF,27931,25779,2152,8.35,30526,23753.05004,2057.7624,25810.81244,2752
YESBANK,67552,62573,4979,7.96,74738,83040.73822,8351.80237,91392.54059,23
ADANIPOWER,62734,58279,4455,7.64,34767,54911.68471,4535.01743,59446.70214,222
SUZLON,74479,69238,5241,7.57,138548,88554.20661,16538.973,105093.17961,57
COFORGE,80732,75405,5327,7.06,121138,76231.96841,13466.87676,89698.84518,1466
UNOMINDA,14720,13794,926,6.71,12403,5989.21697,550.53905,6539.75602,1088
INOXWIND,51174,48009,3165,6.59,29104,20585.42928,1795.4879,22380.91719,90
OBEROIRLTY,26072,24475,1597,6.53,16967,19036.37071,854.06342,19890.43413,1707
DIXON,111461,104796,6665,6.36,242631,163852.53337,29452.66315,193305.19652,12240
TIINDIA,16333,15369,964,6.27,19448,6882.2275,1515.46764,8397.69514,3255
HCLTECH,169525,159906,9619,6.02,216605,78670.65426,14703.71898,93374.37324,1160
HDFCLIFE,85279,80493,4786,5.95,33990,23706.01827,2387.79057,26093.80884,575
BAJAJ-AUTO,99585,94354,5231,5.54,46498,38397.93577,3008.33693,41406.2727,9945
COCHINSHIP,19713,18735,978,5.22,11272,11231.22616,1121.76992,12352.99608,1432
BLUESTARCO,16503,15744,759,4.82,14306,7534.38617,548.66145,8083.04763,1625
KPITTECH,37449,35804,1645,4.59,14001,8739.79792,618.56304,9358.36096,759
NUVAMA,7720,7386,334,4.52,6485,11275.57955,414.21135,11689.7909,1655
PAGEIND,25296,24284,1012,4.17,10562,11226.88819,250.79393,11477.68212,39075
TITAN,92001,88337,3664,4.15,66895,38316.53483,4849.53817,43166.073,4335
GMRAIRPORT,41318,39682,1636,4.12,42101,41699.66503,5808.37475,47508.03978,107
MPHASIS,26488,25445,1043,4.1,15325,16373.09228,1258.40915,17631.50144,2323
MIDCPNIFTY,132725,127626,5099,4.0,165135,36867.98821,21396.81112,58264.79934,14503
BHARATFORG,24526,23586,940,3.99,12764,21777.9449,1965.55645,23743.50135,2011
TATASTEEL,157733,151749,5984,3.94,64058,35194.00885,3893.5325,39087.54135,196
DLF,78286,75323,2963,3.93,49626,45714.8161,4012.72263,49727.53874,632
BANKNIFTY,1401538,1351433,50105,3.71,2028516,307965.56471,268460.52783,576426.09255,57297
SOLARINDS,27186,26223,963,3.67,23478,17335.72216,2147.09302,19482.81519,16895
INFY,422284,407897,14387,3.53,151376,131167.79376,10150.0652,141317.85896,1145
BANDHANBNK,50216,48555,1661,3.42,45004,60654.6054,6908.38308,67562.98848,216
SUPREMEIND,18496,17889,607,3.39,5722,7020.28582,319.56394,7339.84977,3565
TMPV,168708,163336,5372,3.29,87386,33958.77472,2982.69368,36941.4684,393
GAIL,43047,41705,1342,3.22,15456,13170.84188,1194.69189,14365.53377,176
JUBLFOOD,40724,39479,1245,3.15,12553,10216.69262,908.04925,11124.74187,423
MANKIND,22535,21862,673,3.08,8202,6258.58533,294.00184,6552.58717,2362
HAL,80446,78066,2380,3.05,36441,26252.36745,2900.42958,29152.79703,4260
SBIN,235484,228533,6951,3.04,161298,98510.0289,11472.18307,109982.21197,1016
SWIGGY,62023,60238,1785,2.96,51062,31272.8413,4405.15021,35677.99152,260
TATAELXSI,37234,36163,1071,2.96,15569,9473.02474,803.97091,10276.99566,4123
TORNTPHARM,33383,32423,960,2.96,21632,10846.2208,569.35135,11415.57215,4467
MARUTI,149364,145074,4290,2.96,105961,35117.53444,6730.51677,41848.05121,13687
DALBHARAT,22099,21475,624,2.91,7836,5157.91077,332.16651,5490.07728,1706
FINNIFTY,17364,16874,490,2.9,17461,1552.33926,1793.58277,3345.92203,26442
ANGELONE,24687,23998,689,2.87,20703,23575.2125,3288.20725,26863.41975,348
LAURUSLABS,34379,33432,947,2.83,31437,57951.80107,5232.28082,63184.0819,1377
OFSS,34203,33272,931,2.8,22738,16203.55365,2458.93232,18662.48597,9500
WAAREEENER,58581,56993,1588,2.79,43671,31401.37024,3249.11461,34650.48485,3062
LODHA,42303,41176,1127,2.74,15414,8810.48675,652.68143,9463.16819,937
JINDALSTEL,32750,31928,822,2.57,10464,13370.46187,751.61318,14122.07506,1142
SHREECEM,19595,19104,491,2.57,12986,15683.66437,496.42197,16180.08634,24950
UPL,30849,30088,761,2.53,7595,13195.25964,744.34743,13939.60707,614
UNIONBANK,42248,41212,1036,2.51,9263,22113.63615,851.8125,22965.44865,170
PRESTIGE,21957,21423,534,2.49,26768,25989.53355,2398.94815,28388.4817,1520
BOSCHLTD,27388,26736,652,2.44,31844,13032.32445,1800.58984,14832.91429,39140
CHOLAFIN,41380,40405,975,2.41,21693,35757.28143,2950.31081,38707.59225,1679
SONACOMS,20042,19570,472,2.41,9484,14678.61346,1049.17905,15727.79251,596
NAUKRI,58577,57198,1379,2.41,16289,14770.05327,836.75869,15606.81196,997
MCX,57654,56333,1321,2.34,38007,86326.95568,9937.12661,96264.08229,2889
PHOENIXLTD,17199,16815,384,2.28,23327,18684.94652,1723.94456,20408.89109,1863
CROMPTON,40677,39771,906,2.28,7989,7726.09766,402.63889,8128.73655,265
TRENT,118070,115504,2566,2.22,41105,25015.62628,2400.20802,27415.8343,2898
BAJAJHLDNG,10102,9885,217,2.2,3432,3380.89386,139.50531,3520.39917,10453
LT,171375,167785,3590,2.14,156041,118039.08625,12825.66122,130864.74747,4182
FORCEMOT,22708,22236,472,2.12,15833,7646.5503,1022.76535,8669.31565,18406
HINDPETRO,36144,35399,745,2.1,15415,21825.44392,2103.11802,23928.56194,402
VEDL,117731,115330,2401,2.08,81485,32235.69899,5029.07477,37264.77376,300
HYUNDAI,37615,36865,750,2.03,14351,16169.97387,692.13606,16862.10993,1975
POLYCAB,31248,30630,618,2.02,24258,37311.30372,3472.25348,40783.55721,9600
CANBK,71302,69902,1400,2.0,12381,26948.4111,1553.15947,28501.57057,132
TATAPOWER,80453,78883,1570,1.99,37510,32222.24887,2326.86198,34549.11085,401
JSWENERGY,39341,38575,766,1.99,9144,7681.93257,722.04231,8403.97488,562
CUMMINSIND,35214,34532,682,1.97,10029,18904.69176,1293.4879,20198.17966,5724
BEL,145260,142500,2760,1.94,37954,25379.41829,2467.20253,27846.62082,407
MAZDOCK,43945,43127,818,1.9,19046,9648.56999,1062.06002,10710.63002,2467
CGPOWER,40543,39793,750,1.88,16197,21217.10287,2151.39088,23368.49376,939
AMBUJACEM,104886,103109,1777,1.72,15407,14964.79266,870.64668,15835.43934,425
ASTRAL,23008,22637,371,1.64,16963,12581.99465,711.20358,13293.19823,1560
EXIDEIND,30782,30295,487,1.61,7110,10384.85376,742.35906,11127.21282,388
NIFTYNXT50,1524,1500,24,1.6,500,2007.69418,78.18984,2085.88402,71798
LTF,41095,40466,629,1.55,14700,22130.109,1061.24962,23191.35862,293
ADANIENSOL,45412,44724,688,1.54,9257,21293.45313,1536.32288,22829.77602,1492
RVNL,65481,64491,990,1.54,16215,8162.71296,821.80756,8984.52052,241
CONCOR,40505,39894,611,1.53,13027,15389.18387,722.90612,16112.09,466
AUROPHARMA,48659,47948,711,1.48,22332,28332.79878,2076.16541,30408.96419,1402
INDHOTEL,36719,36201,518,1.43,11551,9759.237,793.4204,10552.6574,693
LUPIN,28381,27987,394,1.41,8085,12880.86311,595.93742,13476.80053,2272
JIOFIN,110620,109086,1534,1.41,53942,46099.33641,5916.35107,52015.68748,241
KFINTECH,19741,19468,273,1.4,11965,11724.40431,461.25599,12185.6603,863
FEDERALBNK,64995,64109,886,1.38,23979,29483.7985,2423.67725,31907.47575,320
GODREJCP,32266,31829,437,1.37,10283,12575.1831,352.89555,12928.07865,1036
NMDC,83654,82581,1073,1.3,23818,15290.41522,1663.24792,16953.66315,88
ASHOKLEY,92501,91342,1159,1.27,46470,51700.269,6021.0285,57721.2975,158
FORTIS,20253,20001,252,1.26,16015,13950.2893,1359.71882,15310.00813,969
INDIGO,137812,136101,1711,1.26,72410,35685.83496,5958.74353,41644.57849,4840
INDUSTOWER,88991,87911,1080,1.23,12355,17539.11777,763.12728,18302.24505,413
ADANIPORTS,73571,72685,886,1.22,43504,44763.42976,4489.65687,49253.08663,1821
IDEA,126115,124602,1513,1.21,33914,77356.04877,9647.817,87003.86577,14
DRREDDY,45846,45296,550,1.21,21782,10487.2975,1053.68312,11540.98062,1277
IRFC,34142,33738,404,1.2,6651,5990.11061,384.99941,6375.11002,97
GVT&D,13997,13844,153,1.11,4855,6540.06597,430.59208,6970.65806,4870
PIDILITIND,22673,22428,245,1.09,7190,6970.9875,429.48845,7400.47595,1572
ICICIBANK,303601,300559,3042,1.01,116321,130023.44775,8277.79442,138301.24217,1335
APLAPOLLO,24664,24425,239,0.98,8183,9241.32692,403.27073,9644.59765,1835
SIEMENS,39242,38864,378,0.97,25815,23008.05505,2452.65837,25460.71342,3638
CAMS,16111,15958,153,0.96,8419,8665.04908,656.6896,9321.73869,792
SBILIFE,34401,34075,326,0.96,16999,11502.86175,1163.08875,12665.9505,1766
BIOCON,27042,26794,248,0.93,10636,20223.28225,1288.12775,21511.41,416
AXISBANK,173004,171489,1515,0.88,79019,101496.35687,6105.33506,107601.69193,1363
ABCAPITAL,24561,24346,215,0.88,13104,27226.73115,2132.9302,29359.66135,372
COLPAL,34545,34261,284,0.83,19640,11128.62885,987.85985,12116.4887,2097
NYKAA,27070,26861,209,0.78,5399,8545.03093,502.99531,9048.02625,272
