Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
COALINDIA,Stock Futures,30-Jun-2026,0,-,62900,41841,21059,50.33,460.0,456.55,0.76,95037,573462.28651,463.6
NIFTY,Index Futures,30-Jun-2026,0,-,227430,222590,4840,2.17,24006.2,23978.9,0.11,44461,692958.11967,23907.15
HDFCBANK,Stock Options,30-Jun-2026,700,Put,6189,2466,3723,150.97,4.2,2.7,55.56,8892,193.1787,759.15
BHARTIARTL,Stock Futures,30-Jun-2026,0,-,123674,119981,3693,3.08,1865.2,1861.7,0.19,10150,90081.19925,1847.4
COALINDIA,Stock Options,30-Jun-2026,450,Call,3849,740,3109,420.14,18.7,18.4,1.63,32673,5566.49901,463.6
EXIDEIND,Stock Futures,30-Jun-2026,0,-,14595,11553,3042,26.33,398.0,368.15,8.11,11947,83799.12528,394.6
ETERNAL,Stock Futures,30-Jun-2026,0,-,80981,78090,2891,3.7,258.29,252.4,2.33,13900,86759.73425,255.71
COALINDIA,Stock Futures,28-Jul-2026,0,-,2976,423,2553,603.55,462.65,457.0,1.24,4369,26414.27496,463.6
BANKNIFTY,Index Options,30-Jun-2026,54000,Put,34143,31617,2526,7.99,655.0,648.85,0.95,33322,6585.36021,54853.85
BANKNIFTY,Index Options,30-Jun-2026,55000,Put,22725,20290,2435,12.0,1031.1,999.05,3.21,104843,31967.46944,54853.85
SWIGGY,Stock Futures,30-Jun-2026,0,-,35178,32762,2416,7.37,274.0,256.1,6.99,11609,40557.43458,271.55
HDFCBANK,Stock Options,30-Jun-2026,750,Put,7469,5084,2385,46.91,18.5,11.4,62.28,14816,1430.92928,759.15
BANKNIFTY,Index Options,30-Jun-2026,54500,Put,8060,5900,2160,36.61,820.9,806.1,1.84,22077,5486.97342,54853.85
VEDL,Stock Futures,30-Jun-2026,0,-,36093,33936,2157,6.36,353.55,347.1,1.86,11293,45785.49222,354.95
HDFCBANK,Stock Options,30-Jun-2026,760,Put,7594,5518,2076,37.62,24.3,15.0,62.0,13096,1622.79084,759.15
NTPC,Stock Options,30-Jun-2026,405,Call,2185,163,2022,1240.49,6.15,4.25,44.71,4984,479.2116,397.85
WIPRO,Stock Futures,30-Jun-2026,0,-,83555,81544,2011,2.47,181.5,181.41,0.05,12748,69202.518,201.7
NIFTY,Index Options,02-Jun-2026,23000,Call,3940,1957,1983,101.33,970.75,949.9,2.19,4973,3064.03935,23907.15
JSWENERGY,Stock Futures,30-Jun-2026,0,-,23832,21890,1942,8.87,607.8,578.5,5.06,9322,55912.4238,604.9
NATIONALUM,Stock Futures,30-Jun-2026,0,-,23803,21862,1941,8.88,436.2,418.45,4.24,10393,84604.2165,433.5
BANKNIFTY,Index Options,30-Jun-2026,53500,Put,11159,9261,1898,20.49,518.05,517.55,0.1,13943,2171.46887,54853.85
HDFCBANK,Stock Options,30-Jun-2026,730,Put,3202,1331,1871,140.57,10.65,6.4,66.41,6205,347.07667,759.15
BANKNIFTY,Index Options,30-Jun-2026,56000,Put,11073,9300,1773,19.06,1528.65,1454.9,5.07,10170,4606.64388,54853.85
BANKNIFTY,Index Options,30-Jun-2026,55500,Put,11885,10131,1754,17.31,1264.25,1212.05,4.31,30102,11082.26201,54853.85
HDFCBANK,Stock Options,30-Jun-2026,720,Put,3460,1751,1709,97.6,7.85,4.75,65.26,5359,213.69012,759.15
