Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
ZYDUSLIFE,40810,28752,12058,41.94,221378,149524.38153,26476.64802,176001.02955,1040
PIIND,38783,30407,8376,27.55,144634,81923.55965,11282.16829,93205.72794,2890
MOTHERSON,51455,41695,9760,23.41,106485,192250.02397,14873.83158,207123.85555,131
NIFTY,6414905,5401139,1013766,18.77,44546449,1089754.51022,3661410.15062,4751164.66084,23659
BOSCHLTD,24375,20666,3709,17.95,37529,34418.43683,3096.92459,37515.36142,36715
MANKIND,38559,32894,5665,17.22,191279,127537.46941,16845.23166,144382.70108,2580
APOLLOHOSP,39507,34039,5468,16.06,76159,43170.14106,9924.378,53094.51906,8075
POWERINDIA,38522,34145,4377,12.82,130777,93409.98489,17771.6431,111181.62799,35700
POLICYBZR,43642,39068,4574,11.71,44927,82392.84193,2474.72799,84867.56992,1834
FINNIFTY,20965,19062,1903,9.98,40059,3995.43978,3252.29595,7247.73573,25294
GRASIM,83215,75840,7375,9.72,135391,239942.72095,8197.62815,248140.3491,2983
OFSS,40748,37306,3442,9.23,70273,32258.19925,7021.39047,39279.58973,9735
JUBLFOOD,45269,41624,3645,8.76,29533,31528.9045,2678.18237,34207.08687,471
GAIL,43664,40201,3463,8.61,28275,48334.22566,1326.75921,49660.98487,155
SBICARD,58906,54413,4493,8.26,24145,60452.18392,870.67824,61322.86216,625
SAMMAANCAP,36734,34076,2658,7.8,31907,65551.1307,3058.0052,68609.1359,143
BAJAJ-AUTO,85216,79305,5911,7.45,128306,53499.18074,7043.26476,60542.44551,10462
BLUESTARCO,24723,23054,1669,7.24,14540,15579.14592,1089.95129,16669.09721,1681
MANAPPURAM,29136,27268,1868,6.85,33596,38488.482,3980.391,42468.873,319
SIEMENS,32604,30634,1970,6.43,47878,34245.57127,4448.44268,38694.01396,3705
DMART,47188,44404,2784,6.27,50363,26412.94036,2287.96851,28700.90887,4158
HINDALCO,78295,73968,4327,5.85,189198,166852.60046,19471.30696,186323.90742,1085
RVNL,72018,68415,3603,5.27,28068,39347.16953,1526.88916,40874.05869,269
VEDL,103953,98913,5040,5.1,97799,48748.06369,5580.50357,54328.56726,334
TORNTPHARM,35065,33449,1616,4.83,23661,43602.03618,1021.02371,44623.0599,4450
CDSL,63015,60170,2845,4.73,55583,43924.23225,3928.07349,47852.30574,1228
CGPOWER,42141,40255,1886,4.69,58852,44832.55487,5250.43359,50082.98846,856
GODFRYPHLP,21379,20440,939,4.59,37329,50726.86899,2408.89783,53135.76683,2325
NYKAA,22133,21187,946,4.47,6297,13601.66687,599.40343,14201.07031,274
HINDUNILVR,113955,109379,4576,4.18,63750,58169.94876,2841.7521,61011.70086,2212
ALKEM,15426,14808,618,4.17,7663,16193.27083,284.68556,16477.9564,5440
ABCAPITAL,28872,27765,1107,3.99,28871,79537.21026,3015.61211,82552.82237,353
ICICIGI,20882,20102,780,3.88,9723,18627.9599,324.45429,18952.41419,1776
DALBHARAT,21666,20865,801,3.84,9548,7938.17869,348.78912,8286.96781,1709
LUPIN,53653,51726,1927,3.73,39674,68270.79151,2440.45591,70711.24742,2282
KPITTECH,52213,50428,1785,3.54,69951,25696.1353,2720.51221,28416.64751,750
ABB,49106,47444,1662,3.5,95372,62933.7441,7947.02615,70880.77025,6600
POLYCAB,47528,45947,1581,3.44,52264,48088.19626,4279.33758,52367.53385,9177
LICI,35562,34392,1170,3.4,15276,23363.59305,791.01757,24154.61062,803
TATASTEEL,155487,150588,4899,3.25,248924,177746.5789,11481.78597,189228.36487,207
BANKINDIA,24557,23805,752,3.16,10519,24659.26268,1071.16308,25730.42576,139
LTM,43654,42417,1237,2.92,40557,44371.19481,1883.30013,46254.49494,4144
TMPV,179995,175052,4943,2.82,152724,52432.28496,4185.21376,56617.49872,360
INDUSTOWER,83585,81315,2270,2.79,53767,209260.53304,2131.16556,211391.6986,427
SRF,36242,35266,976,2.77,14288,23561.8792,497.27914,24059.15834,2610
BANKNIFTY,1472758,1433807,38951,2.72,5023303,533730.26645,551962.00733,1085692.27379,53562
MPHASIS,31768,30954,814,2.63,16020,31491.28504,863.83489,32355.11994,2240
TIINDIA,18916,18451,465,2.52,27492,15364.79268,1874.94842,17239.7411,2984
NMDC,73777,72010,1767,2.45,30423,63982.48252,1409.91435,65392.39687,88
AMBER,79360,77501,1859,2.4,86284,62695.62712,7482.6497,70178.27682,7066
BEL,167792,163881,3911,2.39,264141,172900.7874,15429.12579,188329.9132,413
CUMMINSIND,27859,27231,628,2.31,32275,59863.82044,3416.20282,63280.02326,5404
LTF,37712,36871,841,2.28,14915,26654.6133,708.66787,27363.28117,275
NAM-INDIA,10893,10652,241,2.26,10334,10712.91475,513.34468,11226.25943,1100
NIFTYNXT50,1501,1468,33,2.25,974,4177.23484,86.67001,4263.90485,69361
JINDALSTEL,31048,30379,669,2.2,30091,27947.19793,2109.11062,30056.30856,1240
OIL,27586,27009,577,2.14,25523,28625.73392,1824.51906,30450.25298,506
IREDA,29107,28540,567,1.99,11465,16566.77874,684.50334,17251.28209,126
SWIGGY,52317,51339,978,1.9,16940,23493.37198,433.54298,23926.91496,255
PATANJALI,47111,46243,868,1.88,35414,120773.8328,350.21574,121124.04854,464
TCS,446568,438507,8061,1.84,214009,195315.10886,6506.63312,201821.74199,2324
VOLTAS,66541,65359,1182,1.81,43390,27066.18483,2362.3575,29428.54233,1298
PNBHOUSING,24732,24301,431,1.77,5991,20668.05845,238.31788,20906.37633,1059
MARUTI,145049,142567,2482,1.74,143827,74869.27419,7234.37177,82103.64596,13004
TATAPOWER,89986,88466,1520,1.72,52135,42352.75014,3086.16231,45438.91245,413
BHEL,92985,91428,1557,1.7,96132,334799.42947,9470.19386,344269.62333,408
LAURUSLABS,42971,42254,717,1.7,34878,50954.72611,3951.97079,54906.6969,1360
PETRONET,32184,31658,526,1.66,6647,15254.67003,225.65844,15480.32847,265
RECLTD,85660,84263,1397,1.66,32165,34483.11686,1347.91202,35831.02888,334
APLAPOLLO,25823,25404,419,1.65,16987,47872.60488,404.29067,48276.89555,1874
INFY,420566,413750,6816,1.65,355702,383120.92304,13498.35016,396619.2732,1190
KALYANKJIL,69648,68535,1113,1.62,46471,29768.17446,2107.43041,31875.60488,344
GODREJPROP,50058,49266,792,1.61,22868,17048.09545,1155.45402,18203.54947,1735
SHREECEM,22683,22328,355,1.59,28945,13546.08864,327.98277,13874.07141,24325
GMRAIRPORT,32000,31508,492,1.56,13672,28076.84554,909.44793,28986.29347,94
LODHA,46316,45620,696,1.53,47847,22347.13138,2160.66006,24507.79144,882
NTPC,151593,149331,2262,1.51,81697,82890.9108,2451.20745,85342.11825,392
COLPAL,37872,37333,539,1.44,12434,17094.50606,638.62679,17733.13285,2191
COFORGE,107444,105925,1519,1.43,137615,62237.43051,10551.16612,72788.59663,1403
BDL,28319,27938,381,1.36,22093,14336.51131,1252.18593,15588.69724,1308
IDFCFIRSTB,74793,73836,957,1.3,24698,51399.75814,1421.00512,52820.76327,68
AUBANK,41827,41324,503,1.22,23531,49675.5718,1673.2768,51348.8486,972
ONGC,88338,87279,1059,1.21,98805,47777.66505,4409.81955,52187.4846,298
HDFCBANK,917613,906656,10957,1.21,441169,845975.18781,12185.85906,858161.04687,760
MIDCPNIFTY,144941,143362,1579,1.1,390732,75583.30844,38421.25041,114004.55886,14369
HDFCAMC,32640,32289,351,1.09,14429,24237.24273,764.43915,25001.68188,2687
NAUKRI,53181,52610,571,1.09,17133,19298.67243,488.97975,19787.65218,946
SUNPHARMA,163677,161930,1747,1.08,77981,108436.14411,3575.42003,112011.56414,1880
HDFCLIFE,83135,82253,882,1.07,39232,149471.55421,1082.77972,150554.33393,605
PAGEIND,26048,25780,268,1.04,11643,13181.66197,425.17928,13606.84126,38350
INDHOTEL,38170,37797,373,0.99,16644,36607.1157,891.5562,37498.6719,659
GLENMARK,40766,40401,365,0.9,19062,39601.91692,2001.11681,41603.03373,2370
EXIDEIND,28416,28166,250,0.89,15751,51604.63902,785.23182,52389.87084,339
ICICIBANK,334292,331492,2800,0.84,210161,492437.37445,11823.33481,504260.70926,1236
ITC,218536,216788,1748,0.81,88684,57012.85377,3876.77427,60889.62804,307
BANKBARODA,70099,69543,556,0.8,38182,58829.62644,2798.30801,61627.93445,263
SUPREMEIND,22942,22766,176,0.77,9432,8427.19864,230.32684,8657.52548,3468
HCLTECH,255805,253843,1962,0.77,87700,66667.94532,2904.98972,69572.93504,1172
JIOFIN,131623,130699,924,0.71,53224,75583.41871,3247.98223,78831.40095,234
COCHINSHIP,19143,19018,125,0.66,13752,16945.9356,964.04724,17909.98284,1512
PREMIERENE,37727,37498,229,0.61,20690,39903.40362,827.43034,40730.83397,994
RELIANCE,478534,475771,2763,0.58,909317,529202.23025,46902.99815,576105.2284,1360
HYUNDAI,64027,63671,356,0.56,19091,48638.32124,458.01569,49096.33693,1789
NESTLEIND,45685,45452,233,0.51,18459,32294.11735,789.93985,33084.0572,1422
NBCC,21166,21060,106,0.5,4745,10943.07565,315.4866,11258.56225,93
TATAELXSI,46676,46444,232,0.5,19589,19632.10314,782.7259,20414.82904,4185
KFINTECH,30155,30012,143,0.48,11186,14405.75046,462.3087,14868.05916,828
SHRIRAMFIN,85621,85218,403,0.47,33002,55095.84902,2334.35268,57430.2017,925
MAXHEALTH,35471,35316,155,0.44,14200,19389.69648,788.72645,20178.42293,1076
YESBANK,64101,63839,262,0.41,25656,51880.12121,1415.53516,53295.65637,22
EICHERMOT,59088,58865,223,0.38,38625,36458.03344,3125.21531,39583.24875,6859
AUROPHARMA,47359,47186,173,0.37,27427,84093.54877,1929.94703,86023.4958,1520
AMBUJACEM,104283,103956,327,0.31,28469,68084.18211,1056.21463,69140.39674,430
HAVELLS,37642,37531,111,0.3,11679,17363.8939,426.6727,17790.5666,1207
DLF,75030,74836,194,0.26,65482,54988.27948,2285.58709,57273.86658,580
