Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,05-May-2026,25000,Call,194856,246123,-51267,-20.83,0.05,2.3,-97.83,1603492,458.59871,24032.8
NIFTY,Index Options,05-May-2026,25300,Call,25905,73763,-47858,-64.88,0.05,1.05,-95.24,257998,58.69454,24032.8
NIFTY,Index Options,05-May-2026,25500,Call,76149,123167,-47018,-38.17,0.05,0.85,-94.12,520114,104.80297,24032.8
NIFTY,Index Options,05-May-2026,25200,Call,69909,109850,-39941,-36.36,0.05,1.25,-96.0,414454,102.37013,24032.8
NIFTY,Index Options,05-May-2026,24300,Call,156350,193963,-37613,-19.39,0.05,57.1,-99.91,9447728,17501.91612,24032.8
NIFTY,Index Options,05-May-2026,25800,Call,17177,53391,-36214,-67.83,0.05,0.7,-92.86,151035,22.57973,24032.8
NIFTY,Index Options,05-May-2026,24100,Put,56399,84169,-27770,-32.99,67.1,83.1,-19.25,10074524,602783.95723,24032.8
NIFTY,Index Options,05-May-2026,24500,Call,180715,208313,-27598,-13.25,0.05,18.9,-99.74,4471100,3225.89865,24032.8
NIFTY,Index Options,05-May-2026,24850,Call,24832,50949,-26117,-51.26,0.05,3.55,-98.59,435391,127.35186,24032.8
NIFTY,Index Options,05-May-2026,25100,Call,50664,73116,-22452,-30.71,0.05,1.7,-97.06,402558,104.66508,24032.8
NIFTY,Index Options,05-May-2026,22800,Put,20127,41959,-21832,-52.03,0.1,0.6,-83.33,214836,40.49658,24032.8
NIFTY,Index Options,05-May-2026,24950,Call,30943,51207,-20264,-39.57,0.05,2.65,-98.11,357517,109.22144,24032.8
NIFTY,Index Options,05-May-2026,25400,Call,21438,41153,-19715,-47.91,0.05,0.85,-94.12,171854,34.62858,24032.8
NIFTY,Index Options,05-May-2026,26000,Call,27636,45303,-17667,-39.0,0.05,0.5,-90.0,117733,16.83581,24032.8
NIFTY,Index Options,05-May-2026,24800,Call,84264,100882,-16618,-16.47,0.05,4.2,-98.81,1182968,438.28964,24032.8
NIFTY,Index Options,05-May-2026,25350,Call,5176,21152,-15976,-75.53,0.05,0.95,-94.74,68543,13.81141,24032.8
NIFTY,Index Options,05-May-2026,22000,Put,48298,63990,-15692,-24.52,0.05,0.3,-83.33,117530,12.22312,24032.8
NIFTY,Index Options,05-May-2026,25600,Call,9008,24440,-15432,-63.14,0.05,0.7,-92.86,66794,13.89315,24032.8
NIFTY,Index Options,05-May-2026,25700,Call,9306,21786,-12480,-57.28,0.05,0.65,-92.31,79594,13.45138,24032.8
NIFTY,Index Options,05-May-2026,24200,Call,148361,159960,-11599,-7.25,0.05,91.85,-99.95,16996608,64298.16806,24032.8
NIFTY,Index Options,05-May-2026,24750,Call,44937,54338,-9401,-17.3,0.05,4.95,-98.99,834702,282.12927,24032.8
NIFTY,Index Options,05-May-2026,25550,Call,3489,12878,-9389,-72.91,0.05,0.8,-93.75,45414,9.15092,24032.8
NIFTY,Index Options,05-May-2026,23000,Put,87695,96689,-8994,-9.3,0.05,0.8,-93.75,968182,201.38185,24032.8
NIFTY,Index Options,05-May-2026,24650,Call,49619,57571,-7952,-13.81,0.05,7.75,-99.35,1372817,624.63173,24032.8
NIFTY,Index Options,05-May-2026,21500,Put,7341,14509,-7168,-49.4,0.05,0.3,-83.33,40345,4.9826,24032.8
