Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
OBEROIRLTY,41313,25483,15830,62.12,176716,64005.65482,15412.93652,79418.59135,1931
VOLTAS,69585,47803,21782,45.57,215201,97448.32728,12397.74138,109846.06867,1267
MOTILALOFS,19050,14356,4694,32.7,145224,59036.00893,15121.36623,74157.37516,955
SUPREMEIND,24768,21254,3514,16.53,55147,23129.32377,4507.96417,27637.28794,3590
BSE,187994,165449,22545,13.63,372005,193491.01816,33578.51734,227069.5355,3332
KFINTECH,19488,17156,2332,13.59,41385,24217.01993,3072.17555,27289.19548,973
BAJAJHLDNG,7675,6809,866,12.72,12428,7866.44244,1216.25219,9082.69464,11379
BDL,55346,49145,6201,12.62,107953,42643.67567,9519.77169,52163.44736,1380
KEI,23802,21450,2352,10.97,62661,25519.64114,7329.02262,32848.66376,5873
NIFTY,9212765,8473638,739127,8.72,125203687,678779.44759,3566924.20058,4245703.64818,24287
SUNPHARMA,94560,87359,7201,8.24,53742,51423.45344,2532.37246,53955.82591,1882
HAL,119617,110529,9088,8.22,243505,82057.14639,25750.65109,107807.79748,5059
UNOMINDA,18327,17003,1324,7.79,20587,20737.52142,1235.62334,21973.14476,1269
PATANJALI,59894,56406,3488,6.18,73179,34790.397,4148.37565,38938.77265,353
PRESTIGE,21601,20355,1246,6.12,10919,17348.99989,784.95147,18133.95136,1591
BANKNIFTY,1346081,1268588,77493,6.11,3682538,406898.79176,314709.29261,721608.08437,57497
FINNIFTY,27430,25863,1567,6.06,52188,2396.89468,3400.65694,5797.55163,26217
DMART,58235,54923,3312,6.03,23525,36463.45774,896.64312,37360.10086,3995
MAXHEALTH,47302,44803,2499,5.58,34865,18120.5914,2010.7847,20131.3761,1003
AMBER,52516,49750,2766,5.56,103913,37120.09873,8612.98284,45733.08157,7259
DRREDDY,60530,57436,3094,5.39,32337,36721.87087,1895.64568,38617.51656,1192
NAM-INDIA,17703,16859,844,5.01,12059,17092.84918,1065.25375,18158.10293,1202
SONACOMS,22397,21350,1047,4.9,27760,36952.77976,2956.89103,39909.67079,805
