Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
NIFTY,6859408,4893540,1965868,40.17,67735472,1904025.60612,4181023.08505,6085048.69118,23882
MPHASIS,26830,19668,7162,36.41,10192,16919.08509,1252.91773,18172.00283,2240
LODHA,36600,29120,7480,25.69,93847,110241.14168,13939.145,124180.28668,1119
OIL,22069,18324,3745,20.44,30482,23314.13378,2956.72692,26270.8607,431
FINNIFTY,5809,4955,854,17.24,12827,4551.96528,1578.451,6130.41628,26323
COCHINSHIP,38127,33328,4799,14.4,51110,73473.21324,4401.68552,77874.89876,1400
IEX,30422,27013,3409,12.62,15167,13613.86701,1193.7283,14807.59531,117
ZYDUSLIFE,18936,16856,2080,12.34,36173,34827.63768,5876.27109,40703.90877,1147
FORCEMOT,20278,18115,2163,11.94,18093,16595.65699,1402.16913,17997.82612,17873
NYKAA,26299,23616,2683,11.36,24516,37161.25531,4389.82093,41551.07625,319
JUBLFOOD,30303,27502,2801,10.18,51030,35735.67675,5223.296,40958.97275,428
INDIGO,84459,77280,7179,9.29,139134,161198.12116,17783.93701,178982.05818,5120
NIFTYNXT50,914,841,73,8.68,468,6121.58167,17.35438,6138.93605,70898
JIOFIN,112810,104114,8696,8.35,86942,117480.75961,7537.86329,125018.6229,230
IOC,53556,49485,4071,8.23,41359,43277.42055,3706.64823,46984.06878,137
ABB,37913,35044,2869,8.19,30349,57232.22027,4456.88748,61689.10776,6800
GAIL,34587,31987,2600,8.13,19000,17309.95975,1418.23281,18728.19256,168
ANGELONE,20538,19060,1478,7.75,18362,34543.264,3159.2315,37702.4955,331
BANKINDIA,30130,28078,2052,7.31,17364,31584.24672,1880.64916,33464.89588,135
BOSCHLTD,18099,16901,1198,7.09,13470,22126.41171,1529.75755,23656.16926,41780
PNB,68339,63860,4479,7.01,42624,53578.1432,5314.336,58892.4792,101
GODFRYPHLP,9682,9077,605,6.67,5653,5801.03909,339.93302,6140.97211,2088
BAJAJHLDNG,5854,5502,352,6.4,2230,6404.24351,193.36364,6597.60715,10385
PAGEIND,19755,18593,1162,6.25,12224,31538.74918,1234.23858,32772.98777,41395
PETRONET,25802,24404,1398,5.73,12294,12635.9006,847.05534,13482.95594,273
AXISBANK,148396,140363,8033,5.72,119561,171492.69337,13694.0415,185186.73487,1311
BPCL,38733,36871,1862,5.05,50993,49577.44461,5023.05956,54600.50417,303
KOTAKBANK,157373,149859,7514,5.01,66451,102096.2798,6208.0702,108304.35,370
TATAELXSI,50719,48303,2416,5.0,21110,32822.79753,1494.12175,34316.91928,3625
BDL,34880,33235,1645,4.95,27301,26888.56233,3488.11554,30376.67788,1337
CAMS,16646,15888,758,4.77,7375,9511.79955,635.00745,10146.807,752
LAURUSLABS,32641,31191,1450,4.65,25437,67669.5772,5663.89637,73333.47358,1468
HINDUNILVR,104525,100006,4519,4.52,72191,93996.76701,4892.69835,98889.46536,2134
CONCOR,28472,27242,1230,4.52,13475,14979.03787,1116.87512,16095.913,452
LT,165793,158709,7084,4.46,118434,104548.10735,9592.58331,114140.69066,3900
ICICIPRULI,31735,30390,1345,4.43,19082,22567.34913,1363.36832,23930.71745,482
MAZDOCK,34893,33422,1471,4.4,15610,16881.82022,1398.9685,18280.78872,2453
PIIND,27925,26764,1161,4.34,9820,10332.12719,637.36634,10969.49353,2578
DIVISLAB,58889,56531,2358,4.17,42488,28744.00632,3541.34786,32285.35418,6740
UNIONBANK,46300,44464,1836,4.13,19045,27229.64504,2244.57372,29474.21877,154
HDFCAMC,25969,24947,1022,4.1,15212,30137.84214,1760.50983,31898.35197,2661
ITC,173396,166735,6661,3.99,138949,89984.06523,6654.7533,96638.81853,280
HINDPETRO,36111,34757,1354,3.9,48135,72776.92617,6422.28972,79199.21589,387
SIEMENS,33400,32203,1197,3.72,15166,25718.30808,1402.40436,27120.71244,3450
PGEL,24503,23631,872,3.69,25107,19904.25807,2975.66172,22879.91979,561
GRASIM,64406,62137,2269,3.65,18382,26629.70065,1569.4036,28199.10425,3149
SBICARD,64038,61835,2203,3.56,19521,18997.1508,1262.416,20259.5668,586
ADANIENSOL,42055,40651,1404,3.45,43785,73199.10141,14529.94125,87729.04266,1660
NHPC,32463,31383,1080,3.44,20772,17650.99701,1797.25888,19448.25589,78
DRREDDY,44995,43507,1488,3.42,40883,36602.38768,5163.117,41765.50468,1351
KFINTECH,17393,16820,573,3.41,14618,18701.87534,1477.17505,20179.0504,848
ICICIGI,19381,18756,625,3.33,12599,16644.24632,1229.75186,17873.99818,1803
ABCAPITAL,19253,18650,603,3.23,19582,54156.25817,3673.38034,57829.63851,387
CANBK,84262,81642,2620,3.21,35517,66125.84985,5116.60125,71242.4511,121
SHRIRAMFIN,61169,59289,1880,3.17,57298,84342.85191,9197.78978,93540.6417,1015
ASTRAL,34133,33115,1018,3.07,14028,17454.4899,1065.31945,18519.80935,1332
PIDILITIND,18448,17898,550,3.07,8349,10112.05065,747.1309,10859.18155,1574
IRFC,42458,41197,1261,3.06,15196,12417.857,950.31298,13368.16999,87
TMPV,118671,115372,3299,2.86,72662,70416.16,5298.2144,75714.3744,332
TCS,400468,389387,11081,2.85,171983,86041.43878,14330.23107,100371.66986,2059
BLUESTARCO,16078,15635,443,2.83,7637,8538.32489,566.79772,9105.12261,1575
BANDHANBNK,45249,44029,1220,2.77,23094,36555.00048,3232.69668,39787.69716,197
COFORGE,63817,62118,1699,2.74,36231,47641.54273,5816.6266,53458.16934,1444
NBCC,25797,25116,681,2.71,11826,18290.2096,1204.2199,19494.4295,94
JINDALSTEL,34947,34061,886,2.6,12674,15061.03081,1341.34362,16402.37443,1023
BHARTIARTL,165370,161197,4173,2.59,96220,156923.58414,7548.97089,164472.55503,1885
DLF,77144,75215,1929,2.56,49607,61061.03216,5104.41146,66165.44363,633
BANKBARODA,90609,88370,2239,2.53,52410,65184.75639,5939.38683,71124.14322,241
RELIANCE,476908,465598,11310,2.43,454906,369707.22095,33990.6903,403697.91125,1274
CROMPTON,32055,31300,755,2.41,6241,9165.22339,473.14706,9638.37045,259
DABUR,42988,41981,1007,2.4,22755,16790.98812,1536.69512,18327.68325,436
VMM,11900,11628,272,2.34,6334,11217.68867,525.14927,11742.83794,116
BANKNIFTY,1034865,1011503,23362,2.31,3060208,996198.7818,455778.62064,1451977.40245,56742
MFSL,26378,25790,588,2.28,6721,18903.234,410.84132,19314.07532,1557
IREDA,23275,22759,516,2.27,5743,10698.61723,383.60732,11082.22456,121
AUROPHARMA,33119,32396,723,2.23,33561,31482.15207,4587.48878,36069.64086,1556
COLPAL,26770,26192,578,2.21,10819,8531.87898,877.98826,9409.86725,2028
POLYCAB,32502,31801,701,2.2,23477,54733.17061,4179.36146,58912.53207,9280
NAM-INDIA,12707,12433,274,2.2,6784,21229.09562,813.99018,22043.08581,1169
INDIANB,29968,29332,636,2.17,16193,37755.3684,2206.6638,39962.0322,775
UPL,34880,34168,712,2.08,12703,23652.80899,1335.80791,24988.61691,581
RVNL,37598,36839,759,2.06,9720,9958.38805,586.63816,10545.02622,225
BEL,137763,135001,2762,2.05,74684,100858.07202,5600.60026,106458.67228,408
SOLARINDS,24146,23664,482,2.04,13843,25511.37386,1623.90236,27135.27622,18005
VBL,67225,65896,1329,2.02,23831,35023.43706,1869.26679,36892.70385,474
JSWENERGY,37149,36420,729,2.0,18733,21361.85207,2147.68316,23509.53523,539
LICI,28715,28156,559,1.99,21009,17952.9133,1888.0701,19840.9834,429
AMBER,30744,30156,588,1.95,13254,17221.00052,1639.00741,18860.00793,7425
TATAPOWER,83179,81616,1563,1.92,32358,21995.80342,2170.72743,24166.53085,372
ASHOKLEY,59397,58282,1115,1.91,54468,85884.4485,6886.2515,92770.7,157
SBIN,191014,187566,3448,1.84,184003,151375.10497,17417.3031,168792.40807,1019
TORNTPHARM,29681,29158,523,1.79,37137,59137.77453,2728.34106,61866.1156,4882
ADANIENT,103328,101509,1819,1.79,69060,132664.42622,12924.56144,145588.98767,3055
SONACOMS,21607,21230,377,1.78,12842,24145.91828,1894.4342,26040.35248,665
INOXWIND,27720,27262,458,1.68,8951,8006.87232,737.14048,8744.0128,82
HDFCLIFE,61045,60042,1003,1.67,24138,27445.154,2115.79104,29560.94504,556
TECHM,54169,53288,881,1.65,16876,36667.89678,2365.7079,39033.60468,1426
PFC,61693,60705,988,1.63,25915,30615.40053,1881.40355,32496.80408,403
ASIANPAINT,57810,56889,921,1.62,69263,108367.47437,5220.82525,113588.29962,2667
