Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,28-Jul-2026,24000,Call,479480,191831,287649,149.95,0.05,76.05,-99.93,40300828,574468.15272,23985.35
NIFTY,Index Options,28-Jul-2026,23950,Put,347399,153585,193814,126.19,0.05,32.45,-99.85,35295089,210835.21414,23985.35
BANKNIFTY,Index Options,28-Jul-2026,56800,Call,124566,6378,118188,1853.06,0.05,436.7,-99.99,6519521,90360.56106,56755.6
BANKNIFTY,Index Options,28-Jul-2026,56700,Put,117728,11683,106045,907.69,0.05,46.55,-99.89,9484768,46608.14995,56755.6
NIFTY,Index Options,28-Jul-2026,24050,Call,201655,96024,105631,110.0,0.05,51.4,-99.9,25118624,199517.23043,23985.35
NIFTY,Index Options,28-Jul-2026,23950,Call,142724,57336,85388,148.93,35.3,108.0,-67.31,14829028,435966.00868,23985.35
BANKNIFTY,Index Options,28-Jul-2026,56900,Call,84090,6115,77975,1275.14,0.05,357.8,-99.99,5654052,85133.06096,56755.6
BANKNIFTY,Index Options,28-Jul-2026,56700,Call,66251,5147,61104,1187.18,55.35,519.65,-89.35,4158031,76728.14604,56755.6
NIFTY,Index Options,04-Aug-2026,24000,Call,106573,48669,57904,118.98,175.0,187.35,-6.59,617533,66848.56478,23985.35
BANKNIFTY,Index Options,28-Jul-2026,57000,Call,90799,39960,50839,127.22,0.05,287.75,-99.98,6823783,89930.63615,56755.6
NIFTY,Index Options,04-Aug-2026,24000,Put,90951,43512,47439,109.03,123.0,140.85,-12.67,618725,54196.59765,23985.35
NIFTY,Index Options,04-Aug-2026,24700,Call,72227,28108,44119,156.96,5.95,9.75,-38.97,166908,660.70531,23985.35
HDFCBANK,Stock Futures,25-Aug-2026,0,-,459148,416065,43083,10.35,741.5,744.75,-0.44,71845,346279.60867,736.75
NIFTY,Index Options,04-Aug-2026,23000,Put,84378,44860,39518,88.09,4.7,8.75,-46.29,169147,625.59017,23985.35
NIFTY,Index Options,04-Aug-2026,24100,Call,62180,23571,38609,163.8,121.0,137.15,-11.78,316919,24241.76814,23985.35
NIFTY,Index Options,28-Jul-2026,24000,Put,246462,208738,37724,18.07,14.5,49.85,-70.91,37388862,698947.38622,23985.35
RELIANCE,Stock Futures,25-Aug-2026,0,-,209835,175441,34394,19.6,1279.9,1286.5,-0.51,52521,335919.0639,1271.7
NIFTY,Index Options,04-Aug-2026,24500,Call,77985,44390,33595,75.68,17.2,26.2,-34.35,258237,2981.08792,23985.35
NIFTY,Index Options,04-Aug-2026,25000,Call,87583,54124,33459,61.82,2.1,3.65,-42.47,149434,237.00232,23985.35
NIFTY,Index Options,04-Aug-2026,24600,Call,54644,22022,32622,148.13,10.25,16.0,-35.94,130484,865.10892,23985.35
NIFTY,Index Options,04-Aug-2026,23500,Put,63797,33132,30665,92.55,17.1,25.8,-33.72,190498,2417.03862,23985.35
NIFTY,Index Options,04-Aug-2026,23400,Put,45690,18073,27617,152.81,11.05,18.95,-41.69,121747,1065.95585,23985.35
NIFTY,Index Options,04-Aug-2026,24400,Call,57417,30638,26779,87.4,31.45,41.25,-23.76,187801,3656.01596,23985.35
NIFTY,Index Options,04-Aug-2026,24200,Call,63912,38347,25565,66.67,82.5,95.7,-13.79,265560,13467.34428,23985.35
NIFTY,Index Options,04-Aug-2026,24300,Call,58932,33432,25500,76.27,51.7,64.2,-19.47,224308,7195.23987,23985.35
