Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Futures,25-Aug-2026,0,-,208791,156879,51912,33.09,24120.1,24101.8,0.08,81000,1269275.1435,23985.35
BANKNIFTY,Index Options,28-Jul-2026,56900,Put,29601,13479,16122,119.61,143.55,85.75,67.41,4581012,132029.34685,56755.6
INFY,Stock Futures,25-Aug-2026,0,-,240582,224592,15990,7.12,1109.2,1083.4,2.38,93104,414294.1792,1105.0
LT,Stock Futures,25-Aug-2026,0,-,72378,61627,10751,17.45,3854.6,3828.7,0.68,23115,155201.73795,3830.0
JIOFIN,Stock Futures,25-Aug-2026,0,-,71860,62049,9811,15.81,238.49,237.1,0.59,18701,104669.40349,237.5
BANKNIFTY,Index Options,25-Aug-2026,58000,Put,40901,31311,9590,30.63,1419.0,1207.75,17.49,20584,8566.05218,56755.6
M&M,Stock Futures,25-Aug-2026,0,-,77424,68029,9395,13.81,3294.0,3250.4,1.34,17206,113025.18164,3280.0
DLF,Stock Futures,25-Aug-2026,0,-,49904,42377,7527,17.76,668.0,653.25,2.26,12641,79651.76266,663.55
KOTAKBANK,Stock Futures,25-Aug-2026,0,-,89777,83081,6696,8.06,388.1,387.7,0.1,11059,85671.8612,385.7
MARUTI,Stock Futures,25-Aug-2026,0,-,45579,38976,6603,16.94,13719.0,13650.0,0.51,12275,83983.586,13805.0
NMDC,Stock Futures,25-Aug-2026,0,-,50676,44629,6047,13.55,84.41,83.9,0.61,9922,56230.9506,84.06
GODREJPROP,Stock Futures,25-Aug-2026,0,-,23505,17757,5748,32.37,2155.0,2078.3,3.69,8788,60856.92197,2144.4
PFC,Stock Futures,25-Aug-2026,0,-,35626,30012,5614,18.71,417.75,417.3,0.11,8637,46994.08974,419.8
SWIGGY,Stock Futures,25-Aug-2026,0,-,29585,24233,5352,22.09,271.0,258.95,4.65,19658,95777.75674,270.1
BAJFINANCE,Stock Futures,25-Aug-2026,0,-,87620,82383,5237,6.36,1058.5,1053.2,0.5,13018,102739.3578,1049.8
TCS,Stock Futures,25-Aug-2026,0,-,151924,146723,5201,3.54,2405.1,2306.8,4.26,38498,207887.46759,2398.0
ADANIPORTS,Stock Futures,25-Aug-2026,0,-,40799,36190,4609,12.74,1791.1,1782.4,0.49,8147,69005.94543,1779.0
TITAN,Stock Futures,25-Aug-2026,0,-,33192,28766,4426,15.39,4868.4,4757.5,2.33,10446,88310.53623,4858.2
BANKNIFTY,Index Options,25-Aug-2026,55000,Put,16676,12277,4399,35.83,263.45,229.8,14.64,14534,1148.04066,56755.6
ETERNAL,Stock Futures,25-Aug-2026,0,-,63226,58982,4244,7.2,308.95,296.5,4.2,21873,161778.17625,307.5
BANKNIFTY,Index Options,25-Aug-2026,54000,Put,13619,9461,4158,43.95,137.0,124.4,10.13,13125,540.81562,56755.6
ASHOKLEY,Stock Futures,25-Aug-2026,0,-,29177,25034,4143,16.55,158.52,156.14,1.52,9808,77424.352,158.5
HDFCLIFE,Stock Futures,25-Aug-2026,0,-,37356,33310,4046,12.15,561.3,556.65,0.84,6759,41507.55972,559.5
BANKNIFTY,Index Options,25-Aug-2026,57000,Put,20156,16157,3999,24.75,850.05,731.7,16.17,35940,9244.81026,56755.6
ULTRACEMCO,Stock Futures,25-Aug-2026,0,-,34799,30874,3925,12.71,12015.0,11925.0,0.75,8316,49893.7131,11979.0
