Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
COFORGE,67169,51550,15619,30.3,235837,180943.63974,39433.18149,220376.82123,1845
NIFTY,8221335,6619399,1601936,24.2,59509961,1013242.00579,2935997.01794,3949239.02374,23431
BIOCON,44493,38021,6472,17.02,64313,71690.33175,10314.9785,82005.31025,395
INFY,371173,322523,48650,15.08,317642,142827.76008,19340.79452,162168.5546,1035
HDFCLIFE,93421,82928,10493,12.65,114080,67706.73998,7393.98671,75100.72669,514
LTM,45172,40137,5035,12.54,35621,71555.26597,3367.58688,74922.85285,4412
FINNIFTY,14780,13285,1495,11.25,23852,2505.31619,2746.79097,5252.10716,25376
PAYTM,61197,55419,5778,10.43,151479,150229.29022,42537.49507,192766.78529,1751
PERSISTENT,53991,49805,4186,8.4,47253,42143.7093,5031.78023,47175.48953,5419
TATAELXSI,35519,33043,2476,7.49,16167,9300.072,915.39498,10215.46698,3383
DIXON,137323,127815,9508,7.44,86113,57407.50387,8057.6303,65465.13417,13845
WIPRO,127666,119262,8404,7.05,51671,41795.8569,3094.1328,44889.9897,167
HCLTECH,101491,94880,6611,6.97,61052,45883.3814,3967.78596,49851.16736,1229
ADANIPORTS,74834,70108,4726,6.74,166772,125284.74296,18643.17786,143927.92082,1775
MUTHOOTFIN,61813,57961,3852,6.65,37728,38262.75296,4428.70106,42691.45402,2815
TECHM,54918,51508,3410,6.62,35426,37468.53966,3930.9258,41399.46546,1508
FORCEMOT,19429,18244,1185,6.5,9015,4353.9091,392.79825,4746.70736,17355
ONGC,65427,61443,3984,6.48,62185,25772.9859,3732.88972,29505.87562,234
CDSL,57495,54324,3171,5.84,33546,42949.36875,2578.38573,45527.75449,1368
HYUNDAI,25131,23824,1307,5.49,10317,23367.24318,492.13318,23859.37636,2182
HDFCBANK,1068596,1017169,51427,5.06,596885,260748.5489,25543.13066,286291.67957,687
BDL,56634,54026,2608,4.83,34616,20515.91012,3038.78438,23554.6945,1218
MAHABANK,10010,9554,456,4.77,3593,5515.9039,190.38435,5706.28825,84
MIDCPNIFTY,104025,99318,4707,4.74,144441,42058.00384,19239.08761,61297.09146,14604
ULTRACEMCO,68055,65036,3019,4.64,22034,20153.87956,1110.09648,21263.97604,10900
COALINDIA,133794,127888,5906,4.62,202355,71204.60061,14975.37234,86179.97295,431
OFSS,27878,26671,1207,4.53,13167,17331.72361,2627.97118,19959.69479,11630
AUBANK,38361,36713,1648,4.49,17159,23643.8768,2357.7898,26001.6666,1060
NIFTYNXT50,934,895,39,4.36,783,2302.8063,112.00479,2414.81109,72853
OIL,15773,15115,658,4.35,15104,12136.14136,1887.0243,14023.16566,498
APOLLOHOSP,38923,37301,1622,4.35,57540,37794.57851,7366.81512,45161.39363,8967
SHREECEM,22705,21764,941,4.32,8709,7869.70805,256.26889,8125.97694,22950
KFINTECH,19773,18954,819,4.32,7110,10814.05702,469.08281,11283.13984,908
ICICIBANK,233081,223510,9571,4.28,132318,165246.13343,11945.14419,177191.27762,1389
BPCL,30313,29143,1170,4.01,17302,14057.08007,1383.68105,15440.76112,303
BANDHANBNK,55947,53845,2102,3.9,47240,44861.98068,5169.23676,50031.21744,171
GODFRYPHLP,9768,9403,365,3.88,2171,1958.63283,143.89977,2102.5326,1978
BANKBARODA,84066,81064,3002,3.7,22283,26264.16321,1659.48822,27923.65143,234
BLUESTARCO,30369,29305,1064,3.63,7445,12493.19087,386.58129,12879.77216,1456
ABB,26882,25946,936,3.61,12060,14617.16772,1693.73728,16310.90501,7401
DABUR,52962,51118,1844,3.61,15490,11976.4785,689.88925,12666.36775,371
DLF,69140,66759,2381,3.57,47692,62916.6702,3802.04867,66718.71888,655
TCS,238868,230691,8177,3.54,153677,91832.41991,10136.85016,101969.27007,2208
ASTRAL,22984,22221,763,3.43,13412,20494.62786,863.92827,21358.55613,1474
RELIANCE,552644,534829,17815,3.33,255413,172862.93965,17750.26045,190613.2001,1279
WAAREEENER,62324,60351,1973,3.27,16325,5534.50332,924.78865,6459.29198,2568
LODHA,29121,28217,904,3.2,19245,20043.59493,2117.54268,22161.13762,1166
SWIGGY,91308,88518,2790,3.15,74353,74278.52236,7102.59613,81381.1185,282
IRFC,38274,37105,1169,3.15,7775,4810.53737,408.33107,5218.86844,81
360ONE,15910,15428,482,3.12,4143,6489.6486,240.1483,6729.7969,1087
MARICO,22514,21841,673,3.08,5757,10924.44912,470.34108,11394.7902,813
GODREJPROP,44094,42781,1313,3.07,10988,15855.19627,911.42766,16766.62393,1857
BANKNIFTY,1143846,1110151,33695,3.04,2064918,355230.87258,258939.69468,614170.56727,56295
VBL,99425,96501,2924,3.03,36176,34064.08881,2308.85937,36372.94818,407
UNIONBANK,41185,40005,1180,2.95,13138,33733.65429,1241.97448,34975.62878,183
ICICIPRULI,32114,31200,914,2.93,13224,11054.16976,617.00173,11671.17149,462
VMM,22323,21698,625,2.88,3997,6094.34607,189.61026,6283.95633,103
MAZDOCK,47061,45764,1297,2.83,17817,11467.28722,1447.24173,12914.52896,2408
