Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
NHPC,49716,27829,21887,78.65,89019,155972.92746,5643.68455,161616.61201,71
GVT&D,7660,4438,3222,72.6,11670,22045.31632,1948.47678,23993.79311,4830
RADICO,1782,1189,593,49.87,3943,2970.2124,357.56694,3327.77934,3485
FORCEMOT,18137,12751,5386,42.24,33632,23522.73462,3601.94947,27124.68409,17893
FINNIFTY,7227,5219,2008,38.47,11161,2441.66795,2210.14395,4651.8119,24861
NIFTY,11208916,9335607,1873309,20.07,508210080,1495397.02162,8822214.1077,10317611.12932,23483
POWERINDIA,42884,37596,5288,14.07,56076,71261.11333,8140.76167,79401.875,35200
INFY,357646,313973,43673,13.91,443670,367392.92032,40035.90408,407428.8244,1270
NIFTYNXT50,914,814,100,12.29,299,4092.33282,14.63111,4106.96393,70115
TATAELXSI,29700,26480,3220,12.16,68964,29772.34176,6939.48752,36711.82928,4531
NTPC,130189,116213,13976,12.03,83230,58195.80105,4989.12555,63184.9266,367
BSE,59670,53389,6281,11.76,84712,166297.64569,28510.53529,194808.18098,3935
TECHM,58537,52649,5888,11.18,64001,62986.977,10774.16892,73761.14592,1570
BAJAJFINSV,74385,66968,7417,11.08,41187,18887.83204,2233.78417,21121.61621,1749
ICICIPRULI,27209,24710,2499,10.11,11858,16648.44165,697.704,17346.14565,483
NBCC,26015,23747,2268,9.55,25850,47515.29965,4599.22385,52114.5235,104
PHOENIXLTD,12864,11814,1050,8.89,3092,10730.55039,152.05984,10882.61023,1708
MCX,51326,47257,4069,8.61,47195,132541.25057,17706.31016,150247.56074,2886
MIDCPNIFTY,97121,89444,7677,8.58,146440,55929.4474,28031.81991,83961.26732,14240
VBL,55923,51573,4350,8.43,33065,64376.34693,2928.76181,67305.10875,537
VMM,7888,7290,598,8.2,3448,11510.99194,217.75336,11728.7453,119
CUMMINSIND,30405,28152,2253,8.0,19681,64960.77894,3367.95458,68328.73352,5722
OIL,15692,14611,1081,7.4,5575,16000.85396,536.18614,16537.0401,482
