Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
ICICIBANK,Stock Futures,26-May-2026,0,-,112987,160244,-47257,-29.49,1247.8,1240.3,0.6,55601,484932.46165,1244.4
WIPRO,Stock Futures,26-May-2026,0,-,65359,92316,-26957,-29.2,198.4,196.64,0.9,36407,216661.6977,199.51
TRENT,Stock Futures,26-May-2026,0,-,36194,62585,-26391,-42.17,4176.7,4106.5,1.71,32585,134481.5535,4172.9
DIXON,Stock Futures,26-May-2026,0,-,25695,51011,-25316,-49.63,11281.0,10984.0,2.7,36525,203677.46212,11230.0
GRASIM,Stock Futures,26-May-2026,0,-,25094,46694,-21600,-46.26,3169.9,2979.4,6.39,32226,250856.04615,3162.0
TMPV,Stock Futures,26-May-2026,0,-,46441,67002,-20561,-30.69,362.65,361.1,0.43,31018,89952.2,363.2
AMBUJACEM,Stock Futures,26-May-2026,0,-,41260,59182,-17922,-30.28,436.0,430.6,1.25,20424,93363.82272,437.2
COALINDIA,Stock Futures,26-May-2026,0,-,31258,45495,-14237,-31.29,459.0,458.0,0.22,19295,120368.96325,457.25
LT,Stock Futures,26-May-2026,0,-,63504,77575,-14071,-18.14,3891.1,3879.3,0.3,18607,126938.07042,3931.0
TVSMOTOR,Stock Futures,26-May-2026,0,-,35701,48790,-13089,-26.83,3384.1,3368.7,0.46,15263,90317.77224,3385.0
ULTRACEMCO,Stock Futures,26-May-2026,0,-,28670,41479,-12809,-30.88,11508.0,11423.0,0.74,14675,84220.92562,11505.0
BEL,Stock Futures,26-May-2026,0,-,47463,60242,-12779,-21.21,419.95,414.05,1.42,21391,128646.97137,420.1
SUNPHARMA,Stock Futures,26-May-2026,0,-,44252,56904,-12652,-22.23,1888.5,1884.5,0.21,16182,106603.86051,1887.0
INDUSINDBK,Stock Futures,26-May-2026,0,-,26572,38205,-11633,-30.45,902.65,899.2,0.38,15112,95273.30176,903.0
DRREDDY,Stock Futures,26-May-2026,0,-,20775,32287,-11512,-35.66,1324.6,1322.3,0.17,16667,138194.4305,1320.0
INDIGO,Stock Futures,26-May-2026,0,-,34865,46271,-11406,-24.65,4402.0,4278.3,2.89,18767,124195.78342,4400.0
DLF,Stock Futures,26-May-2026,0,-,30253,41374,-11121,-26.88,586.1,582.9,0.55,13096,63366.633,588.25
POWERGRID,Stock Futures,26-May-2026,0,-,18111,29206,-11095,-37.99,300.25,299.85,0.13,13726,78684.15774,299.1
MARUTI,Stock Futures,26-May-2026,0,-,31449,42274,-10825,-25.61,13030.0,12998.0,0.25,14185,92367.11692,12995.0
SUZLON,Stock Futures,26-May-2026,0,-,18781,29393,-10612,-36.1,52.85,52.7,0.28,14420,69377.90055,52.8
ADANIPORTS,Stock Futures,26-May-2026,0,-,32703,43039,-10336,-24.02,1791.0,1776.4,0.82,14185,120811.44632,1790.0
ASIANPAINT,Stock Futures,26-May-2026,0,-,33908,43802,-9894,-22.59,2605.7,2605.4,0.01,13238,86664.88365,2597.0
HINDALCO,Stock Futures,26-May-2026,0,-,25849,35639,-9790,-27.47,1105.9,1088.9,1.56,15906,122602.01646,1100.0
PFC,Stock Futures,26-May-2026,0,-,27617,37219,-9602,-25.8,432.6,430.75,0.43,13466,76222.00378,430.6
TATASTEEL,Stock Futures,26-May-2026,0,-,36828,46329,-9501,-20.51,208.36,207.44,0.44,14168,81243.5624,208.64
