Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
BSE,140794,99005,41789,42.21,295207,218728.5683,40734.8633,259463.4316,3534
BOSCHLTD,20169,14396,5773,40.1,81929,44679.52037,12698.02443,57377.5448,42920
NYKAA,26698,20252,6446,31.83,71370,108114.31937,13078.83562,121193.155,335
MCX,95114,74036,21078,28.47,186883,151646.76243,21875.22751,173521.98994,2598
MARICO,32439,25279,7160,28.32,59710,74765.18244,7338.10536,82103.2878,852
FINNIFTY,10108,7886,2222,28.18,23060,2502.43284,3304.49944,5806.93228,26843
CUMMINSIND,39418,31112,8306,26.7,55677,110453.00964,9588.98484,120041.99448,5440
NIFTY,6711795,5424640,1287155,23.73,55782403,833490.79109,3155097.70179,3988588.49288,24624
SONACOMS,18977,15804,3173,20.08,31527,59726.13564,5479.6684,65205.80405,814
ICICIGI,26211,22622,3589,15.87,54632,31104.69264,5507.78101,36612.47365,1684
NHPC,30745,26571,4174,15.71,30779,27882.02737,2309.15001,30191.17738,78
BLUESTARCO,16017,13992,2025,14.47,15322,26343.53046,1422.49708,27766.02754,1665
BHARTIARTL,177205,156113,21092,13.51,224361,208038.07588,22382.63916,230420.71504,1978
MIDCPNIFTY,95841,84465,11376,13.47,209895,32737.35062,25770.82645,58508.17707,14880
UNOMINDA,16660,14722,1938,13.16,30166,25962.84548,4489.54137,30452.38685,1250
JUBLFOOD,27239,24144,3095,12.82,58224,63514.96475,8597.44012,72112.40487,485
AUROPHARMA,32889,29191,3698,12.67,38336,39952.54274,6601.96135,46554.50409,1613
PGEL,24746,22108,2638,11.93,20169,30220.55963,3261.49924,33482.05887,603
KALYANKJIL,56092,50253,5839,11.62,105651,100107.16722,24616.82421,124723.99143,569
INDIANB,23022,20728,2294,11.07,17646,21239.6225,3032.4791,24272.1016,854
360ONE,14526,13088,1438,10.99,20481,15873.0001,2687.5394,18560.5395,1192
RELIANCE,481329,434425,46904,10.8,280933,223546.3322,20850.01395,244396.34615,1280
GRASIM,66502,60498,6004,9.92,32750,34884.84482,5062.57012,39947.41495,3224
VOLTAS,29880,27378,2502,9.14,12248,15787.86416,1318.33743,17106.2016,1300
HINDZINC,51203,47096,4107,8.72,116814,84115.39662,16055.78149,100171.17811,596
INDIGO,74617,68734,5883,8.56,103324,53764.23135,15678.65572,69442.88707,5400
ZYDUSLIFE,16041,14794,1247,8.43,4122,9071.84196,683.08191,9754.92387,1121
HDFCBANK,881256,814060,67196,8.25,326705,290484.49313,19512.24671,309996.73984,735
RADICO,12973,11990,983,8.2,14715,11152.61268,1685.12232,12837.735,4550
BIOCON,33383,30888,2495,8.08,23140,31332.5335,4033.1045,35365.638,425
ONGC,64095,59368,4727,7.96,57378,38780.85757,4002.59047,42783.44805,240
MPHASIS,22973,21295,1678,7.88,27455,25617.528,4179.17568,29796.70369,2460
POWERGRID,54182,50232,3950,7.86,21011,17357.47204,1316.49841,18673.97045,281
POLICYBZR,37472,34913,2559,7.33,24589,18468.15362,3080.46018,21548.6138,1620
GODREJPROP,42132,39530,2602,6.58,81869,48097.10925,12395.83039,60492.93965,2099
PNBHOUSING,23275,21864,1411,6.45,112673,85570.12178,17682.07902,103252.2008,1121
LICHSGFIN,56731,53528,3203,5.98,16185,14886.0193,1257.3743,16143.3936,512
AMBUJACEM,90683,85722,4961,5.79,39792,35632.67664,3751.90092,39384.57756,445
IREDA,37409,35505,1904,5.36,11184,16076.87431,804.48165,16881.35596,120
VEDL,89070,84602,4468,5.28,86478,49173.06562,5151.61762,54324.68325,277
RBLBANK,21534,20479,1055,5.15,20462,48943.83562,4606.08997,53549.9256,389
CDSL,49931,47496,2435,5.13,21885,19324.51126,2366.23439,21690.74565,1326
GVT&D,36144,34467,1677,4.87,19756,20126.67612,2694.83315,22821.50927,4410
PFC,67088,64173,2915,4.54,15810,32546.38231,1047.61059,33593.9929,418
ASTRAL,25135,24051,1084,4.51,9046,10867.61822,993.23367,11860.85189,1434
TIINDIA,15052,14404,648,4.5,9878,8695.197,1382.6637,10077.8607,2787
ANGELONE,25323,24236,1087,4.49,9884,16618.4905,1647.75525,18266.24575,299
MARUTI,115406,110458,4948,4.48,95780,38808.03663,7013.55919,45821.59582,14190
OIL,16811,16093,718,4.46,9707,11526.40314,1166.3106,12692.71374,444
JSWSTEEL,74273,71206,3067,4.31,29096,44887.69899,3298.58898,48186.28797,1330
BEL,162055,155573,6482,4.17,49621,41572.22553,4064.53633,45636.76186,390
HEROMOTOCO,57029,54830,2199,4.01,67568,48639.16242,10871.15937,59510.32179,5690
MANAPPURAM,29188,28075,1113,3.96,14556,54998.4525,3291.3801,58289.8326,363
IRFC,42497,40894,1603,3.92,11807,6555.73112,997.5376,7553.26873,88
DLF,72771,70108,2663,3.8,55436,46186.25858,6452.53167,52638.79025,649
GODREJCP,28602,27561,1041,3.78,6419,12232.319,509.13305,12741.45205,1069
GLENMARK,43251,41689,1562,3.75,23184,35316.65032,3051.46305,38368.11337,2259
ULTRACEMCO,56102,54080,2022,3.74,34505,26514.56034,2995.86064,29510.42098,12190
BDL,29654,28592,1062,3.71,11850,18643.03572,1187.51438,19830.5501,1240
NBCC,23826,22980,846,3.68,6391,10926.60075,684.5046,11611.10535,96
SHRIRAMFIN,61447,59325,2122,3.58,61112,72417.76434,10579.12704,82996.89139,1122
UPL,48137,46487,1650,3.55,21738,21883.43915,2761.06073,24644.49989,577
SHREECEM,20796,20088,708,3.52,11049,13040.1921,721.47794,13761.67004,26900
FORTIS,24299,23494,805,3.43,7162,14592.63883,657.12141,15249.76025,925
SUPREMEIND,21927,21203,724,3.41,7148,6271.04021,597.2729,6868.31311,3460
POLYCAB,37985,36759,1226,3.34,35653,41836.90101,7024.46128,48861.3623,9200
COCHINSHIP,22683,21966,717,3.26,7529,11855.16424,637.39048,12492.55472,1425
KAYNES,47821,46317,1504,3.25,48915,51005.37028,10144.8357,61150.20598,3898
BANKNIFTY,968787,939197,29590,3.15,2281938,390815.1594,320188.69906,711003.85846,57739
BAJAJFINSV,71519,69379,2140,3.08,44790,22435.63179,3904.87323,26340.50502,2086
JINDALSTEL,34539,33506,1033,3.08,8921,15824.427,708.87843,16533.30543,1113
UNIONBANK,41633,40426,1207,2.99,19210,30966.30222,2869.82622,33836.12844,175
IDFCFIRSTB,66019,64115,1904,2.97,13867,20163.87875,1514.91821,21678.79696,85
SOLARINDS,24550,23848,702,2.94,7643,16169.16053,1089.49667,17258.6572,18400
ADANIPOWER,66930,65025,1905,2.93,21885,23562.11005,1778.75732,25340.86737,208
ASHOKLEY,52544,51058,1486,2.91,39107,46446.344,7796.102,54242.446,177
PNB,54793,53254,1539,2.89,19558,29224.0688,2595.004,31819.0728,113
LUPIN,27293,26541,752,2.83,9897,20762.51072,1611.54734,22374.05806,2388
HINDPETRO,33155,32258,897,2.78,11798,19557.24669,1462.53762,21019.78431,394
PAYTM,67725,65908,1817,2.76,44384,63062.29945,10940.4725,74002.77195,1429
POWERINDIA,43842,42748,1094,2.56,12981,18543.1794,2543.04584,21086.22525,32400
BHARATFORG,24416,23809,607,2.55,12659,26156.7889,2666.87865,28823.66755,2197
HDFCAMC,35082,34212,870,2.54,8211,17351.69748,995.72082,18347.4183,2562
MAXHEALTH,27056,26399,657,2.49,5950,7887.93243,462.271,8350.20343,1080
TATASTEEL,124446,121449,2997,2.47,60263,53438.9394,4455.90062,57894.84002,192
ABB,41969,40964,1005,2.45,37704,28352.2663,6428.67151,34780.93781,7690
DMART,55818,54483,1335,2.45,14746,18444.27366,917.02897,19361.30263,3946
CHOLAFIN,36319,35454,865,2.44,14414,39081.84875,2350.53312,41432.38187,1880
SAIL,52024,50786,1238,2.44,17678,57970.71039,2358.53003,60329.24042,175
PIIND,22968,22430,538,2.4,6369,5921.87111,479.40523,6401.27635,2810
BAJAJ-AUTO,65789,64277,1512,2.35,46880,32351.3413,5092.06539,37443.4067,11800
HINDALCO,116092,113471,2621,2.31,80430,101952.86703,11632.96127,113585.8283,1040
TORNTPHARM,42884,41937,947,2.26,18776,19980.90215,1495.76553,21476.66768,5000
RECLTD,46694,45671,1023,2.24,12360,13478.82842,828.72814,14307.55656,366
VMM,14255,13948,307,2.2,4823,6196.2048,427.50761,6623.71241,111
NMDC,71690,70150,1540,2.2,13498,20764.52685,1109.23695,21873.7638,85
SRF,44985,44020,965,2.19,8563,7493.65074,519.74424,8013.39498,2639
NAUKRI,33470,32760,710,2.17,9373,21127.87171,933.96341,22061.83512,1242
BRITANNIA,25917,25376,541,2.13,11563,14136.55586,1105.08338,15241.63925,5440
SUNPHARMA,82370,80667,1703,2.11,32234,20741.77476,2476.55492,23218.32968,1940
PREMIERENE,16539,16199,340,2.1,3343,3365.9587,418.21624,3784.17494,1044
LAURUSLABS,49092,48106,986,2.05,19935,42390.25327,5251.90214,47642.15541,1835
LODHA,33994,33320,674,2.02,20325,26968.14812,2816.95656,29785.10468,1250
COFORGE,58132,56981,1151,2.02,41677,34102.63573,7208.41175,41311.04749,1777
INDUSTOWER,76104,74609,1495,2.0,14757,26131.98061,1117.15517,27249.13578,385
BANKBARODA,75994,74572,1422,1.91,21669,34151.00949,2374.23683,36525.24632,245
ICICIBANK,215905,211956,3949,1.86,82243,88107.20954,9542.70618,97649.91572,1450
CONCOR,25389,24931,458,1.84,6859,10085.79137,901.37112,10987.1625,516
ADANIGREEN,67578,66413,1165,1.75,14705,22470.36792,2342.62194,24812.98986,1380
RVNL,36818,36186,632,1.75,8409,7477.26575,683.61139,8160.87714,229
IOC,47796,46993,803,1.71,20240,18064.74052,1919.79791,19984.53843,144
HAL,64456,63378,1078,1.7,19960,20432.21151,2399.22546,22831.43697,4645
INDHOTEL,33137,32595,542,1.66,8972,18347.6714,681.2247,19028.8961,741
AUBANK,32756,32231,525,1.63,7696,14567.3491,1236.0915,15803.4406,1051
MOTHERSON,33450,32931,519,1.58,24222,48013.13917,4610.51847,52623.65764,154
NIFTYNXT50,987,972,15,1.54,241,2141.50593,5.87816,2147.3841,74469
TATACONSUM,45598,44929,669,1.49,6194,7930.27939,431.64852,8361.92791,1096
TATAPOWER,79156,78044,1112,1.42,11884,7663.09354,753.02241,8416.11595,383
COALINDIA,99021,97676,1345,1.38,25443,17667.4234,1793.47054,19460.89395,415
SWIGGY,63630,62771,859,1.37,24429,31130.00247,2744.75437,33874.75684,289
FEDERALBNK,51263,50579,684,1.35,15952,26890.1305,1595.69525,28485.82575,356
OBEROIRLTY,22250,21956,294,1.34,8029,12589.30795,772.26103,13361.56899,1806
PETRONET,26001,25665,336,1.31,4962,5550.25473,307.43615,5857.69088,280
PATANJALI,49396,48763,633,1.3,10064,12726.71709,819.36747,13546.08456,357
JIOFIN,147208,145388,1820,1.25,61079,72297.31431,7899.36332,80196.67763,261
YESBANK,57988,57298,690,1.2,10097,21861.85696,779.95068,22641.80764,22
HINDUNILVR,120435,119017,1418,1.19,29574,24500.58048,2142.7833,26643.36378,2085
INDUSINDBK,70106,69293,813,1.17,26149,32234.14236,3101.27657,35335.41893,1019
GMRAIRPORT,29720,29378,342,1.16,4694,14486.56164,474.00147,14960.56311,107
LTM,29205,28877,328,1.14,11531,11235.78315,1261.47571,12497.25886,4506
TITAN,63995,63292,703,1.11,18655,30632.80237,1958.86657,32591.66895,4912
INOXWIND,27219,26927,292,1.08,3897,5848.096,470.5792,6318.6752,78
GAIL,59805,59169,636,1.07,21832,17542.52735,1665.87051,19208.39786,176
VBL,72135,71388,747,1.05,12900,14194.77033,980.41494,15175.18527,437
MANKIND,25871,25613,258,1.01,4477,4142.30345,308.83632,4451.13977,2435
TRENT,71294,70596,698,0.99,45276,25225.31103,7149.47397,32374.78501,3129
ETERNAL,108193,107137,1056,0.99,33835,39472.22261,4336.55135,43808.77396,310
FORCEMOT,20263,20072,191,0.95,24873,15349.35651,1279.22086,16628.57737,18538
BHEL,51016,50539,477,0.94,13603,25368.68748,2954.61048,28323.29797,412
PHOENIXLTD,15909,15763,146,0.93,4111,5479.61603,366.35399,5845.97002,1930
TCS,244039,241802,2237,0.93,86391,65547.15939,6865.19077,72412.35016,2413
APOLLOHOSP,30676,30400,276,0.91,19909,19506.51038,3257.84838,22764.35877,8910
ADANIPORTS,93987,93201,786,0.84,24074,34416.90927,2486.9811,36903.89038,1700
SBICARD,42579,42237,342,0.81,8743,16303.75888,559.62,16863.37888,665
NTPC,119766,118816,950,0.8,35098,42689.95035,2034.25575,44724.2061,349
SUZLON,66791,66275,516,0.78,11848,13043.60104,1233.95994,14277.56098,48
ITC,203661,202168,1493,0.74,64439,24082.32669,2915.2964,26997.6231,286
COLPAL,37045,36794,251,0.68,10025,6456.91711,512.1796,6969.09672,2040
CROMPTON,38174,37916,258,0.68,5657,7846.48864,656.52163,8503.01027,266
HCLTECH,97189,96533,656,0.68,32554,37566.08048,2424.47172,39990.5522,1350
WIPRO,114157,113541,616,0.54,21596,25402.5,1504.9581,26907.4581,186
NATIONALUM,44441,44213,228,0.52,35673,40969.2105,4645.17262,45614.38312,381
CGPOWER,44231,44010,221,0.5,20419,23061.24502,2995.30301,26056.54804,889
PAGEIND,16298,16249,49,0.3,3248,10947.53157,245.43752,11192.9691,40355
TVSMOTOR,85600,85344,256,0.3,63571,54956.86505,8790.82261,63747.68767,4455
SBIN,211410,210828,582,0.28,125981,110600.83695,16538.46705,127139.304,1055
KFINTECH,15860,15817,43,0.27,5368,6594.41297,509.7287,7104.14167,948
CIPLA,42492,42378,114,0.27,13459,9046.5803,1018.73146,10065.31176,1458
UNITDSPR,29627,29549,78,0.26,8192,6951.02592,573.80032,7524.82624,1520
DIVISLAB,76623,76435,188,0.25,30928,21719.54299,3172.02981,24891.5728,8388
KOTAKBANK,132335,132083,252,0.19,22900,43288.551,1996.0392,45284.5902,400
AXISBANK,194666,194330,336,0.17,50166,50125.8525,4782.97531,54908.82781,1253
JSWENERGY,33610,33553,57,0.17,4294,4811.41523,328.15761,5139.57285,566
MAZDOCK,37597,37551,46,0.12,18445,15283.04168,1817.08143,17100.12312,2380
TECHM,45796,45753,43,0.09,10431,20337.53796,1382.08302,21719.62098,1650
ALKEM,17175,17163,12,0.07,5429,6537.38298,522.7692,7060.15218,5696
IDEA,110493,110499,-6,-0.01,15769,31667.67061,2273.0408,33940.71141,12
DELHIVERY,25738,25740,-2,-0.01,7937,23294.39695,1420.43004,24714.827,470
WAAREEENER,73263,73322,-59,-0.08,14764,11915.33222,1214.45873,13129.79095,2697
ASIANPAINT,69349,69426,-77,-0.11,21101,20020.4725,1728.33965,21748.81215,2760
M&M,122955,123191,-236,-0.19,79278,53194.1381,8240.09356,61434.23166,3455
ICICIPRULI,25369,25418,-49,-0.19,4944,6729.39285,274.74211,7004.13496,516
DALBHARAT,14436,14466,-30,-0.21,4811,5843.49187,384.0704,6227.56228,1838
CANBK,80153,80352,-199,-0.25,22345,38171.69482,3253.25025,41424.94507,128
ADANIENSOL,38120,38219,-99,-0.26,5983,11479.58986,1043.95331,12523.54317,1642
BANKINDIA,31875,31958,-83,-0.26,10375,17947.32836,1307.51088,19254.83924,141
NAM-INDIA,14985,15038,-53,-0.35,11574,23215.73931,1360.16506,24575.90437,1215
BPCL,29745,29881,-136,-0.46,8794,13321.36769,806.74444,14128.11213,326
INFY,383962,385754,-1792,-0.46,123506,107381.26584,8347.76964,115729.03548,1174
BAJAJHLDNG,6888,6921,-33,-0.48,2655,4876.86819,423.11886,5299.98705,11496
GODFRYPHLP,16464,16543,-79,-0.48,14488,7366.61464,1772.94276,9139.5574,2325
OFSS,28905,29048,-143,-0.49,18267,24701.73806,4682.12137,29383.85943,11759
BAJFINANCE,146190,146936,-746,-0.51,72256,70406.955,10672.6758,81079.6308,1158
IEX,29946,30141,-195,-0.65,5402,4781.47911,455.59986,5237.07897,129
LTF,34509,34746,-237,-0.68,13574,24443.0946,1835.62312,26278.71772,318
CAMS,19381,19516,-135,-0.69,16929,16141.56728,1950.77247,18092.33976,811
TMPV,86714,87330,-616,-0.71,37184,36471.91664,3776.24544,40248.16208,349
PRESTIGE,18367,18501,-134,-0.72,7950,7577.1549,1256.391,8833.5459,1593
ADANIENT,77174,77775,-601,-0.77,27190,39685.25893,4404.6387,44089.89764,3050
DRREDDY,51097,51495,-398,-0.77,21169,21902.86906,1981.78706,23884.65612,1176
EICHERMOT,76447,77161,-714,-0.93,35571,27377.4374,3529.10176,30906.53916,7986
BANDHANBNK,63446,64058,-612,-0.96,11051,15105.83832,1314.37296,16420.21128,170
TATAELXSI,36356,36713,-357,-0.97,9517,7805.33282,803.2073,8608.54012,3749
SIEMENS,34182,34540,-358,-1.04,21756,21587.51656,3900.05911,25487.57568,3980
KPITTECH,47965,48476,-511,-1.05,14539,7739.00275,1347.02835,9086.0311,623
APLAPOLLO,28197,28498,-301,-1.06,15441,10764.03797,1736.66087,12500.69884,1948
DABUR,51470,52161,-691,-1.32,28259,22035.20412,1737.44762,23772.65175,414
SBILIFE,23691,24184,-493,-2.04,8131,11945.29713,667.93061,12613.22775,1879
ABCAPITAL,23011,23515,-504,-2.14,12838,21651.38425,3405.18415,25056.5684,424
MFSL,28544,29208,-664,-2.27,6793,11652.7406,727.85712,12380.59772,1523
LT,129869,133101,-3232,-2.43,90297,73655.72674,8790.82849,82446.55524,4057
PERSISTENT,52064,53363,-1299,-2.43,29988,22136.85553,4449.70307,26586.55861,5520
AMBER,31260,32079,-819,-2.55,20130,24019.53588,3100.11437,27119.65025,7526
HYUNDAI,30202,31031,-829,-2.67,10805,13098.25651,907.82818,14006.0847,2218
MOTILALOFS,14722,15144,-422,-2.79,3645,7719.30248,347.73498,8067.03746,880
HAVELLS,25326,26093,-767,-2.94,9887,15148.41685,574.87755,15723.2944,1290
HDFCLIFE,86951,89694,-2743,-3.06,40199,36942.3637,3058.68068,40001.04438,545
KEI,22367,23080,-713,-3.09,47215,42868.00308,8588.66562,51456.6687,5577
