Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
COCHINSHIP,14029,9704,4325,44.57,173416,64158.24536,18585.06344,82743.3088,1669
FINNIFTY,24171,19402,4769,24.58,93172,3967.29588,5101.63584,9068.93173,26141
INFY,475718,397546,78172,19.66,1282218,1137303.49352,60523.5362,1197827.02972,1154
PIIND,28167,23978,4189,17.47,62283,90716.88183,2964.65543,93681.53726,3075
NIFTY,8099436,7041710,1057726,15.02,75350928,2444332.33775,4928930.73021,7373263.06797,23897
WAAREEENER,58365,50983,7382,14.48,207382,174050.07912,12662.33195,186712.41107,3313
MIDCPNIFTY,184414,164245,20169,12.28,708597,377730.44697,56131.12716,433861.57413,13731
ALKEM,15897,14294,1603,11.21,28437,66659.89482,1004.16953,67664.06436,5240
SHRIRAMFIN,88464,79790,8674,10.87,185018,409124.16534,21895.68133,431019.84667,1016
SUNPHARMA,102452,93339,9113,9.76,180543,225920.90787,8386.10398,234307.01185,1618
ULTRACEMCO,94307,86934,7373,8.48,80927,227074.19934,2945.37955,230019.57889,12021
SOLARINDS,30620,28330,2290,8.08,87161,87612.77924,3396.2128,91008.99204,15057
COFORGE,100883,93637,7246,7.74,166651,174569.06906,7071.29662,181640.36568,1151
COALINDIA,102883,96575,6308,6.53,188813,253547.90275,10939.39168,264487.29444,455
RBLBANK,39515,37142,2373,6.39,67478,159698.16644,6760.26365,166458.4301,321
UNITDSPR,49842,46909,2933,6.25,53296,105233.13584,2503.33888,107736.47472,1390
ADANIGREEN,75461,71050,4411,6.21,223078,233045.7498,30945.73164,263991.48144,1231
GODREJCP,34846,32862,1984,6.04,33633,94966.32215,662.0639,95628.38605,1088
TECHM,67962,64278,3684,5.73,151717,222727.61226,10241.81424,232969.4265,1361
MPHASIS,29833,28218,1615,5.72,35157,89643.33675,1661.04444,91304.38119,2177
VBL,80102,75769,4333,5.72,68257,181367.6508,4307.51182,185675.16262,490
ADANIENT,119073,112979,6094,5.39,156592,270601.77065,12896.61357,283498.38422,2282
TCS,400411,380288,20123,5.29,632853,771136.12311,19765.24571,790901.36882,2401
BANDHANBNK,40427,38396,2031,5.29,34841,111159.20844,2079.33588,113238.54432,174
HYUNDAI,36452,34623,1829,5.28,31644,113223.61143,478.85703,113702.46846,1786
RELIANCE,475678,453773,21905,4.83,450969,600104.69035,26011.96835,626116.6587,1331
NIFTYNXT50,2154,2056,98,4.77,3293,18890.64008,183.4398,19074.07988,69883
TIINDIA,21343,20427,916,4.48,50378,91626.85162,1482.95246,93109.80408,2982
ICICIBANK,248030,237544,10486,4.41,195980,619477.34415,8397.0236,627874.36775,1325
HCLTECH,315206,302391,12815,4.24,532870,462999.65257,21085.62057,484085.27314,1202
DIXON,137167,131694,5473,4.16,234511,265301.93311,13285.20212,278587.13523,10820
NTPC,158362,152171,6191,4.07,113518,268427.4645,2396.4012,270823.8657,400
WIPRO,191585,184285,7300,3.96,198122,455923.2492,8413.0944,464336.3436,199
ADANIENSOL,52880,50903,1977,3.88,160847,225736.7001,22972.6397,248709.33981,1420
GLENMARK,40705,39261,1444,3.68,55141,157335.222,3977.43465,161312.65665,2287
FORCEMOT,12989,12529,460,3.67,16773,26133.97776,568.02074,26701.99851,20445
BANKNIFTY,1556713,1504834,51879,3.45,8006486,754405.66264,676241.90232,1430647.56497,56089
GRASIM,70728,68376,2352,3.44,37495,150769.45742,811.48242,151580.93985,2744
NAM-INDIA,8721,8438,283,3.35,12592,42507.00912,284.39043,42791.39956,989
M&M,154626,149769,4857,3.24,127333,273080.81302,7192.50962,280273.32264,3040
KOTAKBANK,155738,150984,4754,3.15,75779,342070.8808,2631.3958,344702.2766,371
POLICYBZR,36764,35660,1104,3.1,41046,95572.29776,1499.65525,97071.95302,1695
AUBANK,45881,44555,1326,2.98,63673,210681.0258,7262.3911,217943.4169,1068
SBILIFE,66068,64270,1798,2.8,87723,138174.64147,4363.33098,142537.97246,1767
INDUSTOWER,72226,70514,1712,2.43,67705,170874.43699,4341.10657,175215.54356,401
LODHA,67055,65472,1583,2.42,58519,78387.93009,2117.63628,80505.56637,844
BAJAJHLDNG,8239,8045,194,2.41,10043,15405.02501,65.65392,15470.67893,10291
HINDZINC,69239,67773,1466,2.16,170700,292892.1933,15822.70196,308714.89526,589
JSWENERGY,41091,40222,869,2.16,42709,122952.0244,1140.4424,124092.4668,545
BANKBARODA,71308,69920,1388,1.99,56190,185453.02386,3625.12887,189078.15273,274
AXISBANK,161975,158903,3072,1.93,129065,370986.58025,9294.37243,380280.95268,1362
