Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
NIFTY,10975712,9167557,1808155,19.72,408341550,1622087.59738,7668479.61136,9290567.20874,23379
KAYNES,64166,54577,9589,17.57,87023,80845.4869,8610.19935,89455.68625,4068
JSWENERGY,44526,38055,6471,17.0,100077,80187.82488,9670.873,89858.69788,520
DIXON,146153,127869,18284,14.3,158462,123091.91849,20854.47539,143946.39389,10120
DRREDDY,73445,65269,8176,12.53,67912,72867.19087,9885.15556,82752.34643,1267
ONGC,88828,79678,9150,11.48,244429,119511.74407,25335.03915,144846.78322,294
ADANIENSOL,54481,49499,4982,10.06,38782,75981.61057,7733.70591,83715.31649,1290
TATAPOWER,80861,73809,7052,9.55,78034,52048.47935,8146.68159,60195.16094,419
NIFTYNXT50,1220,1121,99,8.83,647,5830.06239,28.9055,5858.96789,68586
WIPRO,190524,175191,15333,8.75,114005,118442.277,7371.8814,125814.1584,190
ANGELONE,25408,23367,2041,8.73,28935,39000.697,3830.45475,42831.15175,300
PRESTIGE,18945,17598,1347,7.65,11828,11876.98239,995.70375,12872.68614,1375
NTPC,136365,126865,9500,7.49,83752,42881.8608,5132.9628,48014.8236,392
ZYDUSLIFE,19345,18094,1251,6.91,13054,15056.11863,1629.74817,16685.8668,928
HINDPETRO,36933,34597,2336,6.75,26716,37229.52759,4551.3657,41780.89329,370
MUTHOOTFIN,24522,22981,1541,6.71,12850,19398.63557,2301.27133,21699.90691,3348
KPITTECH,49539,46536,3003,6.45,47042,21232.76152,2538.32635,23771.08787,709
TCS,411678,387163,24515,6.33,306736,115297.17505,17215.59974,132512.77479,2303
VOLTAS,62284,58618,3666,6.25,41036,38905.67587,3813.86212,42719.538,1274
INDHOTEL,42163,39707,2456,6.19,68662,61771.7622,7039.2462,68811.0084,635
HINDZINC,58409,55185,3224,5.84,101856,86334.50887,15405.2505,101739.75938,643
NHPC,31932,30180,1752,5.81,13165,11831.32004,749.82009,12581.14013,76
PGEL,23756,22497,1259,5.6,10511,11331.30426,996.80222,12328.10649,496
UPL,37415,35465,1950,5.5,49456,47598.92373,6156.23355,53755.15729,627
LTF,34095,32320,1775,5.49,18854,30608.47462,1499.92627,32108.4009,281
BIOCON,29633,28127,1506,5.35,62118,62454.487,11176.28575,73630.77275,403
MFSL,31247,29802,1445,4.85,16644,14216.36604,1473.41516,15689.7812,1665
BHARTIARTL,211102,201860,9242,4.58,78734,108403.10312,8347.22155,116750.32467,1762
TORNTPHARM,30417,29094,1323,4.55,19712,33592.2104,1198.58936,34790.79976,4382
BANKNIFTY,1215741,1165445,50296,4.32,2385498,542334.83725,393553.24382,935888.08108,53555
HYUNDAI,53499,51311,2188,4.26,32392,61191.57607,2304.85714,63496.43322,1876
ASHOKLEY,61911,59435,2476,4.17,41909,50559.988,5140.8425,55700.8305,156
MAZDOCK,60291,57903,2388,4.12,39899,22401.46393,3256.8302,25658.29413,2455
RELIANCE,400145,384381,15764,4.1,267437,168571.2124,20525.0302,189096.2426,1366
CDSL,57663,55416,2247,4.05,41962,41315.70738,3887.38442,45203.0918,1184
TECHM,55714,53563,2151,4.02,35581,45869.5782,3608.93466,49478.51286,1396
BAJAJFINSV,77351,74407,2944,3.96,41157,21974.33872,1937.44392,23911.78264,1748
LICI,33326,32070,1256,3.92,12793,17784.1629,645.70674,18429.86964,781
ICICIPRULI,31866,30670,1196,3.9,13281,6667.03462,809.9448,7476.97942,546
UNOMINDA,14062,13544,518,3.82,4991,8354.2371,403.98869,8758.22579,1145
SBICARD,53697,51735,1962,3.79,18218,26612.20168,950.1908,27562.39248,625
TRENT,121930,117506,4424,3.76,64226,31238.28312,3078.45377,34316.73689,4048
UNIONBANK,57365,55313,2052,3.71,19797,27902.43177,1619.76638,29522.19816,162
FINNIFTY,11949,11527,422,3.66,18749,4672.10037,2274.33126,6946.43164,25137
