Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,28-Jul-2026,24200,Put,120911,144607,-23696,-16.39,285.45,169.65,68.26,560472,97958.45545,23996.25
BANKNIFTY,Index Options,28-Jul-2026,58000,Put,34292,45474,-11182,-24.59,957.05,478.9,99.84,65484,16508.64736,57126.8
BANKNIFTY,Index Options,28-Jul-2026,56500,Put,15995,22684,-6689,-29.49,197.0,78.25,151.76,112597,6227.85266,57126.8
NIFTY,Index Options,28-Jul-2026,24150,Put,12358,18225,-5867,-32.19,251.25,145.75,72.38,372807,56037.55218,23996.25
BANKNIFTY,Index Options,28-Jul-2026,57500,Put,19031,24512,-5481,-22.36,618.0,277.25,122.9,154558,25443.64707,57126.8
NTPC,Stock Futures,28-Jul-2026,0,-,76210,81331,-5121,-6.3,350.0,348.45,0.44,7358,38479.3968,350.45
BAJAJ-AUTO,Stock Options,28-Jul-2026,10500,Call,1236,6274,-5038,-80.3,536.0,134.65,298.07,15953,3754.77784,11019.0
NIFTY,Index Options,28-Jul-2026,24300,Put,37176,41923,-4747,-11.32,359.05,225.2,59.44,158834,35465.72619,23996.25
ITC,Stock Futures,28-Jul-2026,0,-,71534,76059,-4525,-5.95,281.15,281.1,0.02,7244,35055.99786,280.8
IDEA,Stock Futures,28-Jul-2026,0,-,68595,72737,-4142,-5.69,13.62,13.51,0.81,5986,57545.73757,13.59
BANKNIFTY,Index Options,28-Jul-2026,54500,Put,10920,14687,-3767,-25.65,12.05,9.6,25.52,39333,153.63469,57126.8
BANKNIFTY,Index Options,28-Jul-2026,57700,Put,5117,8773,-3656,-41.67,774.45,347.8,122.67,28676,5537.02016,57126.8
POWERGRID,Stock Futures,28-Jul-2026,0,-,27000,30479,-3479,-11.41,288.55,286.45,0.73,4645,25444.79905,289.0
NIFTY,Index Options,28-Jul-2026,24250,Put,11940,15266,-3326,-21.79,322.8,196.05,64.65,85344,16694.22518,23996.25
YESBANK,Stock Futures,28-Jul-2026,0,-,33874,37132,-3258,-8.77,23.19,23.17,0.09,5191,37776.9834,23.23
BANKNIFTY,Index Options,28-Jul-2026,57800,Put,6610,9541,-2931,-30.72,812.35,388.85,108.91,33842,7120.01838,57126.8
BAJAJ-AUTO,Stock Options,28-Jul-2026,11000,Call,3511,6392,-2881,-45.07,133.2,24.9,434.94,107454,7289.41072,11019.0
HINDUNILVR,Stock Futures,28-Jul-2026,0,-,57570,60408,-2838,-4.7,2158.8,2143.3,0.72,6112,39472.64064,2157.0
TVSMOTOR,Stock Futures,28-Jul-2026,0,-,68634,71039,-2405,-3.39,3912.0,3794.6,3.09,14401,98717.01887,3917.0
BHARTIARTL,Stock Futures,28-Jul-2026,0,-,65280,67638,-2358,-3.49,1930.4,1927.0,0.18,5251,48072.69496,1948.0
BAJAJ-AUTO,Stock Options,28-Jul-2026,10600,Call,662,2983,-2321,-77.81,440.6,98.3,348.22,12676,2204.29302,11019.0
ETERNAL,Stock Futures,28-Jul-2026,0,-,54086,56353,-2267,-4.02,288.95,287.4,0.54,31735,219059.16793,289.5
DMART,Stock Futures,28-Jul-2026,0,-,31413,33547,-2134,-6.36,4014.0,3968.0,1.16,4555,27303.35325,4008.0
POLYCAB,Stock Futures,28-Jul-2026,0,-,19207,21335,-2128,-9.97,9110.0,8918.0,2.15,8526,97106.77042,9072.5
BAJAJ-AUTO,Stock Futures,28-Jul-2026,0,-,31517,33549,-2032,-6.06,11030.0,10447.5,5.58,21149,171809.24162,11019.0
