Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,05-May-2026,25600,Call,30230,37976,-7746,-20.4,1.3,1.5,-13.33,152549,127.91233,23997.55
NIFTY,Index Options,05-May-2026,24450,Call,14471,21453,-6982,-32.55,52.8,85.85,-38.5,338659,8316.44906,23997.55
NIFTY,Index Options,05-May-2026,25900,Call,15178,20443,-5265,-25.75,0.7,0.85,-17.65,51753,27.92074,23997.55
NIFTY,Index Options,05-May-2026,26050,Call,4357,8452,-4095,-48.45,0.6,0.65,-7.69,23134,10.67634,23997.55
NIFTY,Index Options,05-May-2026,24250,Call,19419,23253,-3834,-16.49,105.15,163.8,-35.81,494008,25177.85873,23997.55
NIFTY,Index Options,05-May-2026,21500,Put,43317,46798,-3481,-7.44,0.95,1.7,-44.12,133016,148.71188,23997.55
NIFTY,Index Options,29-Sep-2026,26000,Call,11642,14863,-3221,-21.67,384.65,405.0,-5.02,7445,1706.70669,23997.55
NIFTY,Index Options,05-May-2026,25550,Call,9941,13145,-3204,-24.37,1.25,1.8,-30.56,50785,48.85517,23997.55
NIFTY,Index Options,05-May-2026,21000,Put,38543,41598,-3055,-7.34,0.85,1.3,-34.62,109380,95.98095,23997.55
NIFTY,Index Options,05-May-2026,24550,Call,14935,17177,-2242,-13.05,36.5,60.15,-39.32,318466,5454.52641,23997.55
ITC,Stock Futures,26-May-2026,0,-,96274,98077,-1803,-1.84,316.0,317.5,-0.47,11342,57415.92608,315.2
NIFTY,Index Options,05-May-2026,22300,Put,11541,13188,-1647,-12.49,2.0,2.25,-11.11,110259,220.02183,23997.55
ULTRACEMCO,Stock Futures,26-May-2026,0,-,48744,50370,-1626,-3.23,11651.0,11860.0,-1.76,10652,61793.95632,11597.0
NIFTY,Index Options,05-May-2026,25950,Call,3004,4562,-1558,-34.15,0.65,0.75,-13.33,11940,6.28641,23997.55
NIFTY,Index Options,26-May-2026,25500,Call,37536,39052,-1516,-3.88,42.0,47.8,-12.13,50082,1151.73575,23997.55
BANKNIFTY,Index Options,26-May-2026,56200,Call,2519,3578,-1059,-29.6,737.55,870.15,-15.24,9766,1869.1245,54863.35
NTPC,Stock Futures,26-May-2026,0,-,67478,68522,-1044,-1.52,400.45,403.25,-0.69,4574,27368.529,399.9
AXISBANK,Stock Futures,26-May-2026,0,-,92004,93040,-1036,-1.11,1281.4,1302.5,-1.62,14813,117823.52781,1275.5
TATASTEEL,Stock Futures,26-May-2026,0,-,62612,63645,-1033,-1.62,212.32,217.05,-2.18,9373,54719.33967,211.4
INFY,Stock Options,26-May-2026,1100,Put,3884,4866,-982,-20.18,9.0,13.2,-31.82,4355,193.5362,1182.6
NIFTY,Index Options,05-May-2026,25150,Call,12800,13773,-973,-7.06,4.55,6.95,-34.53,204028,513.23243,23997.55
PERSISTENT,Stock Futures,26-May-2026,0,-,41205,42098,-893,-2.12,4822.9,4824.1,-0.02,4249,20475.0812,4804.0
LTM,Stock Futures,26-May-2026,0,-,20978,21810,-832,-3.81,4262.1,4282.7,-0.48,3107,19804.79475,4270.0
PFC,Stock Futures,26-May-2026,0,-,42956,43778,-822,-1.88,452.4,465.85,-2.89,7577,44706.64887,449.0
ETERNAL,Stock Options,26-May-2026,280,Call,3678,4487,-809,-18.03,2.51,3.87,-35.14,4233,228.91005,246.6
