Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
HEROMOTOCO,62525,47734,14791,30.99,217368,141113.46735,25993.66441,167107.13176,5300
FINNIFTY,10738,8298,2440,29.4,16555,1292.08888,1925.13222,3217.2211,25813
NIFTY,7557237,6099628,1457609,23.9,50203019,965657.48567,2825550.88745,3791208.37312,23914
EICHERMOT,67625,56342,11283,20.03,178333,90525.2017,17834.87306,108360.07476,7711
BOSCHLTD,17449,15232,2217,14.55,33369,29979.56613,4286.85015,34266.41628,47250
VOLTAS,58291,51582,6709,13.01,48539,27215.80908,3492.02103,30707.83012,1152
SUNPHARMA,82826,73865,8961,12.13,80799,25476.77331,5776.81786,31253.59118,1931
FORCEMOT,19021,17074,1947,11.4,15173,11912.06512,1042.1871,12954.25223,17600
SWIGGY,66676,59911,6765,11.29,54712,61849.83856,5428.35099,67278.18955,267
MIDCPNIFTY,86762,78477,8285,10.56,140174,58210.72995,21320.43699,79531.16695,14663
BSE,160737,146317,14420,9.86,236277,175684.82426,30833.85246,206518.67672,3168
SBIN,251105,228837,22268,9.73,142309,129493.9191,12620.40735,142114.32645,1020
COALINDIA,126953,116447,10506,9.02,292875,106915.40352,24185.62908,131101.0326,417
MARUTI,141900,130798,11102,8.49,170765,63052.15437,12476.75099,75528.90536,12849
MAHABANK,6391,5918,473,7.99,3338,5650.5189,230.2586,5880.7775,82
M&M,114417,106040,8377,7.9,92760,70014.92396,7972.80426,77987.72822,3190
HAVELLS,25433,23710,1723,7.27,10964,11503.24225,783.10775,12286.35,1193
PAYTM,52573,49017,3556,7.25,29879,51868.47381,6267.25641,58135.73022,1619
SAGILITY,11580,10810,770,7.12,6239,8639.7108,638.1912,9277.902,46
AUROPHARMA,34470,32220,2250,6.98,33911,45507.72913,5356.49763,50864.22676,1648
OIL,14682,13728,954,6.95,20957,16357.1079,2954.10458,19311.21248,498
GODFRYPHLP,8475,7929,546,6.89,3160,4547.62673,237.31028,4784.93702,2025
BAJAJHLDNG,4598,4308,290,6.73,1242,2772.67598,133.08804,2905.76403,11100
MCX,71777,67262,4515,6.71,66581,55261.21648,11325.4024,66586.61889,3286
SHREECEM,20038,18817,1221,6.49,5511,12574.22863,223.68245,12797.91109,23680
MUTHOOTFIN,52692,49524,3168,6.4,36461,37548.58255,5076.16956,42624.75211,2937
KEI,22318,21101,1217,5.77,21106,31591.99995,3358.62523,34950.62518,5170
ALKEM,15959,15105,854,5.65,5158,6603.91112,304.64366,6908.55478,5210
SONACOMS,18975,17966,1009,5.62,16511,25765.94219,2579.20148,28345.14368,782
BAJAJFINSV,53251,50516,2735,5.41,22572,12505.75296,1545.55977,14051.31273,1990
APLAPOLLO,37760,36022,1738,4.82,11220,20981.4613,1245.85069,22227.31199,2210
RBLBANK,18900,18041,859,4.76,17886,40900.80974,3230.62314,44131.43288,389
SBILIFE,37423,35740,1683,4.71,10175,9048.61485,648.11441,9696.72926,1719
BDL,46425,44338,2087,4.71,19555,10457.96735,2010.926,12468.89335,1253
BRITANNIA,32828,31370,1458,4.65,17099,13602.55545,985.95535,14588.5108,5154
BLUESTARCO,25447,24318,1129,4.64,14342,14481.23917,1002.58125,15483.82043,1445
KOTAKBANK,148881,142329,6552,4.6,59258,62698.425,6003.305,68701.73,423
TATAELXSI,28066,26856,1210,4.51,10440,7883.58938,696.12358,8579.71297,3609
ASIANPAINT,63585,60878,2707,4.45,32638,16547.02912,2526.4333,19073.46242,2527
ASHOKLEY,56775,54379,2396,4.41,32788,34009.84,4070.4395,38080.2795,167
HYUNDAI,21337,20446,891,4.36,15352,27902.15859,967.24529,28869.40388,2154
DABUR,46750,44801,1949,4.35,10806,7258.45312,554.49625,7812.94937,379
CAMS,21834,20951,883,4.21,11267,9817.59083,1000.15434,10817.74518,741
RVNL,43629,41909,1720,4.1,14339,6969.69388,826.38286,7796.07675,206
NIFTYFPI,51,49,2,4.08,13,119.0827,0.23848,119.32118,1555
HDFCBANK,1027378,987601,39777,4.03,331657,162869.18063,18900.74309,181769.92372,700
POWERINDIA,41929,40319,1610,3.99,21630,23565.2238,2355.19384,25920.41764,32200
HAL,76284,73393,2891,3.94,39617,24546.44484,4547.03304,29093.47788,4780
INDIGO,79789,76850,2939,3.82,65212,62545.00036,7812.06099,70357.06135,5020
INDUSINDBK,62600,60370,2230,3.69,23600,41774.98423,2172.36621,43947.35044,978
MANAPPURAM,32606,31447,1159,3.69,12562,39965.9361,1908.5781,41874.5142,340
INFY,290907,280610,10297,3.67,187119,95057.09828,12505.4634,107562.56168,1140
KAYNES,53159,51338,1821,3.55,32859,28931.88226,3784.81546,32716.69773,3583
HINDPETRO,31154,30091,1063,3.53,12649,29224.70057,1112.8592,30337.55977,359
CONCOR,27350,26417,933,3.53,9750,10413.733,1224.98025,11638.71325,510
BANKNIFTY,1020829,987125,33704,3.41,1468560,244572.13822,219315.51041,463887.64864,57172
ASTRAL,23475,22713,762,3.35,15879,18894.30651,1351.39693,20245.70345,1487
CROMPTON,51016,49368,1648,3.34,14004,12850.84842,853.84971,13704.69813,227
NIFTYNXT50,778,754,24,3.18,405,2249.82481,55.34852,2305.17333,72947
PATANJALI,43093,41786,1307,3.13,15912,24421.82688,521.54431,24943.3712,345
MOTHERSON,34080,33069,1011,3.06,14479,30722.51319,1870.6947,32593.20789,163
SUZLON,54954,53376,1578,2.96,13638,18559.36344,1187.05376,19746.4172,45
CIPLA,44712,43430,1282,2.95,12861,11686.93636,844.49051,12531.42687,1412
DRREDDY,50650,49211,1439,2.92,10197,16356.87431,767.04262,17123.91693,1156
APOLLOHOSP,36505,35488,1017,2.87,13170,13737.33886,1424.98137,15162.32023,8719
JSWENERGY,33622,32687,935,2.86,43030,23426.72658,4131.58147,27558.30805,539
SBICARD,44353,43180,1173,2.72,26925,30873.27592,2369.79408,33243.07,635
BIOCON,34381,33487,894,2.67,9864,10987.648,1423.5825,12411.2305,401
TATACONSUM,48537,47287,1250,2.64,10338,11905.57868,612.95069,12518.52937,1012
ABB,25429,24778,651,2.63,13420,19456.18981,1665.8458,21122.03561,7447
POLYCAB,41339,40296,1043,2.59,39749,45934.91052,6801.48022,52736.39075,8804
VMM,18671,18204,467,2.57,8404,12526.2017,678.8254,13205.0271,108
SOLARINDS,33492,32664,828,2.53,31848,41088.38014,5451.39886,46539.779,20600
NATIONALUM,43341,42280,1061,2.51,14374,14144.37562,1681.62975,15826.00537,370
RADICO,11690,11410,280,2.45,3960,5267.65989,260.10826,5527.76815,4476
PREMIERENE,25887,25267,620,2.45,6621,10420.2423,690.86212,11111.10442,1000
ABCAPITAL,21673,21159,514,2.43,7943,24103.67676,1317.09204,25420.7688,397
YESBANK,54746,53453,1293,2.42,10718,15371.58552,874.89898,16246.4845,22
NAUKRI,30666,29951,715,2.39,18178,22156.64555,1797.55647,23954.20203,1343
INOXWIND,31773,31038,735,2.37,9969,10744.11264,835.24416,11579.3568,70
HINDUNILVR,111122,108562,2560,2.36,30368,21395.95977,1656.11688,23052.07665,1975
ADANIENSOL,54669,53423,1246,2.33,33736,53519.75646,6589.27082,60109.02729,1396
BPCL,26654,26054,600,2.3,11670,12360.82506,1165.45085,13526.27591,319
BEL,124790,122011,2779,2.28,50495,39791.61792,3830.89917,43622.51709,405
ICICIGI,27328,26723,605,2.26,6354,7248.37272,446.10042,7694.47315,1537
IEX,25557,24995,562,2.25,4275,5539.85724,276.7209,5816.57814,118
IDEA,116677,114114,2563,2.25,47095,76258.02123,9980.6189,86238.64013,14
TVSMOTOR,72704,71119,1585,2.23,78519,70007.59738,8263.18542,78270.7828,4200
AUBANK,34191,33451,740,2.21,8914,19475.2054,1344.1867,20819.3921,1077
GODREJPROP,38609,37777,832,2.2,16229,23658.11981,1512.51278,25170.63259,1970
SHRIRAMFIN,58769,57523,1246,2.17,36093,64755.04538,4641.00895,69396.05433,1047
ONGC,60400,59122,1278,2.16,59130,21564.468,4323.75457,25888.22257,237
VEDL,109131,106850,2281,2.13,33860,21875.61866,2050.06647,23925.68514,270
ICICIBANK,204557,200303,4254,2.12,73387,108403.50675,7801.7667,116205.27345,1426
INDHOTEL,36927,36167,760,2.1,15739,24232.5464,1407.4633,25640.0097,727
MAZDOCK,41865,41028,837,2.04,9907,7310.42691,841.17026,8151.59718,2459
PHOENIXLTD,13742,13471,271,2.01,2497,5710.38188,190.64853,5901.03041,1920
GMRAIRPORT,37068,36347,721,1.98,5684,9687.77349,427.65329,10115.42679,93
WIPRO,101065,99137,1928,1.94,33692,29568.9024,2533.7949,32102.6973,177
DLF,64290,63067,1223,1.94,35526,39472.81929,3432.43844,42905.25774,673
CUMMINSIND,39962,39203,759,1.94,9375,21154.3922,1057.9244,22212.3166,5088
LTM,36145,35495,650,1.83,11956,19359.61852,1531.69332,20891.31184,4588
OBEROIRLTY,21472,21087,385,1.83,7097,10593.70921,610.51574,11204.22495,1866
IREDA,43033,42288,745,1.76,7233,8822.36987,391.69667,9214.06654,112
AMBER,26056,25613,443,1.73,17592,18268.32531,2175.76083,20444.08614,7415
BHEL,48567,47756,811,1.7,21968,33954.66506,4859.75542,38814.42048,427
COFORGE,49731,48934,797,1.63,19540,22151.42417,3482.57141,25633.99558,1965
UNITDSPR,27111,26677,434,1.63,5749,10341.138,248.95656,10590.09456,1469
CGPOWER,33431,32922,509,1.55,11048,18798.21954,1189.88822,19988.10776,877
TIINDIA,16674,16421,253,1.54,7722,5587.69466,648.49356,6236.18822,2720
MPHASIS,22828,22482,346,1.54,12134,12446.99222,1633.16873,14080.16095,2480
ZYDUSLIFE,19460,19166,294,1.53,6346,14251.2777,842.57523,15093.85293,1154
BANKINDIA,27327,26915,412,1.53,5074,8131.52496,440.45768,8571.98264,143
CDSL,48945,48228,717,1.49,18625,14201.30433,1772.36564,15973.66997,1365
SIEMENS,33902,33412,490,1.47,7838,11185.6074,821.67942,12007.28683,4018
ANGELONE,28465,28055,410,1.46,12516,21775.707,1535.06875,23310.77575,279
LTF,36827,36301,526,1.45,17083,33572.9115,1774.8999,35347.8114,312
NBCC,22953,22627,326,1.44,2324,2502.4129,194.08805,2696.50095,85
LT,129385,127587,1798,1.41,55198,45580.21648,4557.98385,50138.20033,3981
NAM-INDIA,16376,16150,226,1.4,7117,15227.10862,572.20762,15799.31625,1171
TCS,217502,214502,3000,1.4,107323,50315.07309,8736.23889,59051.31198,2348
TORNTPHARM,33890,33425,465,1.39,14390,10941.55712,1394.05928,12335.61641,5012
TATASTEEL,156466,154320,2146,1.39,41876,29030.33045,2920.99637,31951.32682,183
PFC,116267,114701,1566,1.37,23452,15124.26006,1294.92831,16419.18837,346
PETRONET,21228,20946,282,1.35,4388,4391.01894,324.43773,4715.45667,289
AMBUJACEM,97366,96077,1289,1.34,11944,10719.09984,788.32488,11507.42472,402
CHOLAFIN,31092,30702,390,1.27,8255,21048.89137,1109.09306,22157.98443,1825
BAJFINANCE,129988,128415,1573,1.22,36498,45874.1073,3845.70915,49719.81645,1055
KFINTECH,17849,17640,209,1.18,9252,11175.03121,797.35646,11972.38768,929
NESTLEIND,26570,26263,307,1.17,10819,13025.23385,693.78975,13719.0236,1425
TECHM,45337,44829,508,1.13,16582,18054.22404,2402.40546,20456.6295,1623
AXISBANK,194740,192574,2166,1.12,54703,48882.19356,5113.67231,53995.86587,1253
RECLTD,60583,59926,657,1.1,14799,11936.50494,1052.37373,12988.87868,316
