Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
PERSISTENT,137145,71165,65980,92.71,565564,312413.45365,35117.49005,347530.9437,4292
ASTRAL,39449,26220,13229,50.45,144742,125335.89932,8031.13813,133367.03745,1370
FINNIFTY,51334,37071,14263,38.47,535457,5607.17482,18969.21958,24576.39441,26598
NIFTYNXT50,2561,2023,538,26.59,4732,9079.25571,174.24493,9253.50064,71510
NIFTY,9782432,7813211,1969221,25.2,143704066,2522123.68027,5416143.41521,7938267.09548,23946
SUPREMEIND,27211,21799,5412,24.83,57139,68993.33281,2275.31204,71268.64486,3193
DRREDDY,58999,50314,8685,17.26,220495,215380.155,15388.06275,230768.21775,1381
ONGC,138445,119850,18595,15.52,159780,212055.15127,9075.35655,221130.50782,234
MAXHEALTH,48990,42597,6393,15.01,112191,117526.86844,4795.10792,122321.97636,1150
KEI,22530,19760,2770,14.02,64330,151670.82071,2080.3258,153751.14651,5475
MCX,84846,74915,9931,13.26,158287,358176.73048,15374.0472,373550.77768,2905
BHARATFORG,34528,30733,3795,12.35,59371,273177.38005,3041.382,276218.76205,2199
ABCAPITAL,26107,23371,2736,11.71,35598,139564.12939,2985.58799,142549.71738,387
HEROMOTOCO,85781,76821,8960,11.66,124436,240041.00535,6110.16895,246151.1743,4844
BANKNIFTY,1879762,1693432,186330,11.0,21160694,1023246.15492,1020549.70332,2043795.85824,57727
MIDCPNIFTY,197175,178470,18705,10.48,1436497,257539.97876,67465.74033,325005.7191,14367
WAAREEENER,71768,65498,6270,9.57,249750,194514.41131,7517.70661,202032.11792,2886
TVSMOTOR,100569,93840,6729,7.17,129381,289794.00945,3626.17288,293420.18233,3479
EICHERMOT,82318,77017,5301,6.88,128790,275170.739,5900.22684,281070.96584,7510
UPL,41017,38568,2449,6.35,41288,156805.98477,2457.97731,159263.96208,574
ABB,38154,35975,2179,6.06,59070,154968.79767,2804.1927,157772.99037,7047
KOTAKBANK,136608,129350,7258,5.61,137892,495189.3328,5481.1556,500670.4884,397
PIIND,36283,34386,1897,5.52,46870,79236.08152,1495.20859,80731.29011,2567
MFSL,29279,27761,1518,5.47,35549,140962.86164,557.49172,141520.35336,1611
RADICO,8476,8037,439,5.46,11595,20813.21236,358.97214,21172.1845,3865
NESTLEIND,39956,38029,1927,5.07,46866,149025.7729,1891.22285,150916.99575,1390
MAZDOCK,49912,47558,2354,4.95,99569,103806.56328,3315.52413,107122.08741,2460
PAYTM,51393,49030,2363,4.82,58094,175069.16243,3528.89936,178598.06179,1132
GMRAIRPORT,41112,39296,1816,4.62,48390,138059.13658,3170.87406,141230.01064,109
CIPLA,73132,70089,3043,4.34,182425,145098.31633,8626.50944,153724.82578,1450
INDIANB,28397,27244,1153,4.23,35638,136586.825,1501.2254,138088.0504,819
CANBK,83515,80418,3097,3.85,67543,354144.9681,3333.0447,357478.0128,126
TATAELXSI,41173,39699,1474,3.71,37088,57778.33485,1649.55201,59427.88686,3976
BLUESTARCO,20096,19428,668,3.44,18530,48483.28381,409.29229,48892.5761,1647
SBICARD,65475,63326,2149,3.39,50626,106317.92248,1896.0944,108214.01688,600
ZYDUSLIFE,21627,20990,637,3.03,19498,75835.89648,1266.48531,77102.38179,1123
INDUSTOWER,107100,104286,2814,2.7,57830,197893.45958,3220.80946,201114.26904,394
HDFCAMC,31075,30319,756,2.49,27224,113257.14063,873.43869,114130.57932,2609
FORTIS,20498,20074,424,2.11,27347,110122.95369,634.70035,110757.65405,963
PHOENIXLTD,17427,17077,350,2.05,14281,59362.89464,178.55159,59541.44623,1929
BAJFINANCE,156568,153511,3057,1.99,121384,480235.90687,4338.8691,484574.77597,987
NBCC,27618,27132,486,1.79,17236,80729.2564,607.0064,81336.2628,104
BOSCHLTD,25174,24741,433,1.75,46356,90867.12366,1868.65455,92735.77821,40225
MPHASIS,31551,31020,531,1.71,26949,86001.44957,601.07382,86602.52339,2210
TECHM,76849,75643,1206,1.59,61806,213471.05778,1994.91048,215465.96826,1438
BANKINDIA,27287,26907,380,1.41,17348,80287.23768,668.0518,80955.28948,142
APLAPOLLO,23037,22751,286,1.26,16930,63557.11078,405.73386,63962.84464,1789
SRF,32548,32150,398,1.24,39772,62785.84356,1765.59882,64551.44238,2670
SUNPHARMA,115264,114064,1200,1.05,130175,257217.85547,2892.62197,260110.47744,1873
HINDPETRO,39903,39541,362,0.92,35305,106696.87497,1940.65875,108637.53372,391
OBEROIRLTY,27696,27491,205,0.75,23205,76934.70211,932.25489,77866.957,1758
SONACOMS,21929,21816,113,0.52,20661,99439.93948,882.65978,100322.59926,619
INDHOTEL,37245,37086,159,0.43,26660,107424.7374,913.1616,108337.899,708
NYKAA,30782,30654,128,0.42,28913,176779.235,953.42,177732.655,304
PRESTIGE,21778,21709,69,0.32,18160,49954.98348,408.41784,50363.40132,1532
BANKBARODA,73602,73388,214,0.29,45329,194431.70214,1605.27978,196036.98192,273
UNOMINDA,15146,15105,41,0.27,16782,35014.13058,316.02741,35330.15799,1095
IOC,52455,52416,39,0.07,34686,94045.7583,2038.569,96084.3273,139
SHREECEM,22327,22312,15,0.07,24335,78122.38485,334.07936,78456.46421,25280
GODREJCP,30847,30897,-50,-0.16,26967,60660.25155,682.9402,61343.19175,1023
AUBANK,39704,39807,-103,-0.26,44180,233303.9237,2030.1523,235334.076,1034
ALKEM,19185,19236,-51,-0.27,25607,47474.5362,606.12237,48080.65857,5417
DLF,80941,81237,-296,-0.36,65606,226801.02264,1357.82114,228158.84378,613
VMM,12459,12505,-46,-0.37,9488,34703.40967,123.00667,34826.41634,115
DIVISLAB,63657,63947,-290,-0.45,183765,183575.54202,2733.79787,186309.33989,6547
HAVELLS,32768,32934,-166,-0.5,23840,82255.1128,594.74695,82849.85975,1153
UNIONBANK,41613,41825,-212,-0.51,29059,146811.90483,977.08602,147788.99085,174
360ONE,18955,19054,-99,-0.52,9546,33165.2001,139.8641,33305.0642,1090
GRASIM,67358,67734,-376,-0.56,47039,253987.6695,675.50495,254663.17445,3110
BEL,156141,157016,-875,-0.56,160481,325745.82627,7074.28311,332820.10938,413
APOLLOHOSP,40411,40651,-240,-0.59,51056,91801.31885,3140.75595,94942.0748,8664
SIEMENS,38397,38637,-240,-0.62,45230,89459.27529,1409.69928,90868.97457,3586
YESBANK,70005,70456,-451,-0.64,52198,215115.71751,3532.31934,218648.03685,25
POLYCAB,36581,36843,-262,-0.71,91136,233811.37298,4627.61681,238438.9898,9790
GLENMARK,51081,51470,-389,-0.76,80509,177743.93763,3731.13251,181475.07015,2181
HCLTECH,183711,185241,-1530,-0.83,177808,268812.61783,5256.00016,274068.61799,1103
JUBLFOOD,41321,41676,-355,-0.85,36088,78952.04875,1623.42412,80575.47287,418
SBILIFE,35423,35763,-340,-0.95,30482,109788.8025,791.38578,110580.18828,1763
CHOLAFIN,39638,40034,-396,-0.99,35935,186878.44025,3007.40262,189885.84287,1787
CUMMINSIND,34701,35080,-379,-1.08,37060,174926.83902,1439.23748,176366.0765,5550
BAJAJFINSV,87569,88560,-991,-1.12,97272,152111.30496,1807.50018,153918.80514,1767
DALBHARAT,21993,22260,-267,-1.2,20973,61013.19994,472.32692,61485.52686,1700
ITC,224787,227564,-2777,-1.22,174417,299296.93593,4861.8638,304158.79974,291
ULTRACEMCO,82663,83716,-1053,-1.26,68108,184311.16131,1285.36575,185596.52706,11344
PNB,64865,65701,-836,-1.27,47036,231612.288,2005.8896,233618.1776,107
TATACONSUM,46519,47154,-635,-1.35,40252,116660.61407,1227.54412,117888.15819,1114
UNITDSPR,41459,42039,-580,-1.38,41089,80368.52748,917.351,81285.87848,1354
ASHOKLEY,83027,84261,-1234,-1.46,68954,195333.3235,5970.277,201303.6005,157
BHARTIARTL,191153,194081,-2928,-1.51,199210,775097.17964,4891.32508,779988.50473,1846
ICICIPRULI,31710,32211,-501,-1.56,18727,57282.0717,250.71459,57532.78629,488
HDFCLIFE,72288,73520,-1232,-1.68,41214,133377.49271,1285.04607,134662.53878,583
DIXON,145377,147866,-2489,-1.68,263148,209207.6999,9562.37506,218770.07496,11814
LAURUSLABS,36466,37112,-646,-1.74,63092,227548.20424,6265.91372,233814.11796,1487
JSWSTEEL,78761,80177,-1416,-1.77,45324,262328.22351,1167.06602,263495.28953,1231
PNBHOUSING,23264,23696,-432,-1.82,18410,69065.19867,317.51993,69382.7186,1043
NHPC,45945,46826,-881,-1.88,47711,88606.39998,1529.19259,90135.59258,81
RBLBANK,29003,29569,-566,-1.91,20383,134472.85208,1063.14367,135535.99575,366
JIOFIN,111839,114078,-2239,-1.96,61023,205467.71074,2973.30272,208441.01346,236
TATASTEEL,160391,163613,-3222,-1.97,101415,182295.82662,5356.11752,187651.94415,189
RELIANCE,585422,597501,-12079,-2.02,541744,781983.5682,30214.868,812198.4362,1302
MOTILALOFS,12798,13069,-271,-2.07,14136,44602.71839,670.29176,45273.01015,950
ADANIENT,119095,121624,-2529,-2.08,144724,372698.57025,9725.80441,382424.37466,2970
ICICIBANK,308987,315648,-6661,-2.11,295909,930627.89106,12220.63066,942848.52172,1388
NTPC,154411,157769,-3358,-2.13,126085,383040.9705,3520.8597,386561.8302,355
IDEA,123465,126225,-2760,-2.19,87254,533266.77681,6908.19455,540174.97137,14
CONCOR,35349,36147,-798,-2.21,18244,66176.30687,944.67337,67120.98025,471
TORNTPHARM,35486,36296,-810,-2.23,551598,139452.5106,4025.20522,143477.71582,4648
COFORGE,90825,92928,-2103,-2.26,119701,237806.85869,8143.98784,245950.84654,1500
