Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
NIFTYNXT50,3184,2281,903,39.59,13027,11160.50239,198.91263,11359.41503,72087
FINNIFTY,61551,44526,17025,38.24,2692444,14192.82277,42415.83759,56608.66036,26024
HINDUNILVR,169568,123348,46220,37.47,452254,497070.61605,30040.64838,527111.26443,2020
BANKNIFTY,2398355,1775228,623127,35.1,77290854,889153.36599,1221810.9198,2110964.28579,56755
RADICO,12998,9705,3293,33.93,52206,82793.84031,5753.41584,88547.25615,4344
VBL,91430,70794,20636,29.15,238970,361554.38619,21103.37555,382657.76174,429
GODFRYPHLP,17859,14309,3550,24.81,69485,63900.65781,5042.11963,68942.77744,2038
DMART,69311,55689,13622,24.46,168713,185201.42047,9898.73143,195100.15191,3850
SUZLON,72143,64822,7321,11.29,78949,170590.19476,8673.20211,179263.39687,47
PNBHOUSING,19492,17681,1811,10.24,14954,51967.76136,855.01533,52822.77669,1072
TATAPOWER,93926,85733,8193,9.56,113498,231066.19971,7406.03943,238472.23914,371
MARICO,20449,18792,1657,8.82,16949,68155.44264,1815.35844,69970.80108,885
BEL,161718,148844,12874,8.65,208496,297884.43062,14897.75099,312782.18161,389
NIFTY,10221813,9420210,801603,8.51,282039065,2311450.09295,4529425.19658,6840875.28954,23985
TITAN,85721,79017,6704,8.48,81898,146792.40798,8544.85184,155337.25982,4858
CHOLAFIN,38367,35579,2788,7.84,72911,214264.24631,10639.75643,224904.00275,1764
COALINDIA,108785,101489,7296,7.19,125606,179690.48991,7326.31324,187016.80315,410
AMBUJACEM,95682,89654,6028,6.72,93492,174967.95828,6356.18172,181324.14,425
MFSL,30765,28874,1891,6.55,12425,47720.07792,228.7372,47948.81512,1511
MIDCPNIFTY,191446,180732,10714,5.93,4432302,180214.70601,96420.24355,276634.94956,14541
INFY,564699,533444,31255,5.86,779913,771491.482,30312.31,801803.792,1105
SWIGGY,53714,50949,2765,5.43,94117,129305.16024,7587.04549,136892.20573,270
PETRONET,28922,27609,1313,4.76,19002,45967.77255,1170.85182,47138.62437,278
BAJAJFINSV,71807,68599,3208,4.68,44497,61970.96937,3322.87929,65293.84866,1929
COFORGE,77313,74077,3236,4.37,298576,338729.16786,43097.86952,381827.03738,1683
CAMS,18004,17255,749,4.34,13996,28653.29395,1000.51033,29653.80429,800
ASIANPAINT,66804,64442,2362,3.67,51257,77833.2483,3594.0077,81427.256,2739
PIDILITIND,22024,21261,763,3.59,14675,39266.2344,907.33385,40173.56825,1627
CUMMINSIND,33322,32194,1128,3.5,21245,82626.69158,1530.1803,84156.87188,5452
MUTHOOTFIN,41762,40390,1372,3.4,26058,79950.37083,2576.68812,82527.05895,3026
SUPREMEIND,23527,22765,762,3.35,62213,74641.46949,5087.52891,79728.9984,3405
RELIANCE,528547,511679,16868,3.3,329300,630894.43115,25856.3445,656750.77565,1271
M&M,167245,162066,5179,3.2,99986,203134.7358,7087.96554,210222.70134,3280
YESBANK,76067,73804,2263,3.07,38263,184807.74121,1783.8649,186591.60611,22
GLENMARK,41907,40735,1172,2.88,24029,116286.14887,1092.51408,117378.66296,2182
LT,202468,196818,5650,2.87,150573,275397.87098,11028.60349,286426.47447,3830
JINDALSTEL,33282,32380,902,2.79,22024,72211.62537,1025.95112,73237.5765,1053
BANKBARODA,95605,93069,2536,2.72,49461,132324.95279,5516.41749,137841.37029,239
GVT&D,36054,35235,819,2.32,50851,74339.04685,3381.97193,77721.01878,4111
PRESTIGE,17075,16689,386,2.31,10552,39697.31412,710.26515,40407.57927,1688
PFC,65559,64089,1470,2.29,34797,100936.21044,1516.62901,102452.83945,419
SBIN,242859,237471,5388,2.27,150681,272352.5412,12155.88345,284508.42465,1014
