Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
NIFTYNXT50,3899,2561,1338,52.25,18815,19837.87801,191.76663,20029.64464,71629
BANKNIFTY,2329375,1879762,449613,23.92,82813561,938173.85819,1618217.48262,2556391.34081,57542
FINNIFTY,62971,51334,11637,22.67,2364752,7963.4659,40221.3387,48184.8046,26554
EICHERMOT,97627,82318,15309,18.6,232392,225380.58209,17545.82347,242926.40556,7101
NIFTY,11321336,9782432,1538904,15.73,375391908,3091452.29878,6712114.60085,9803566.89963,23865
MIDCPNIFTY,228079,197175,30904,15.67,6146193,148898.94506,146570.97145,295469.91651,14426
DLF,93442,80941,12501,15.44,51135,181524.57525,2276.94089,183801.51614,619
AUROPHARMA,45137,39490,5647,14.3,33038,119480.53562,2865.80228,122346.3379,1574
360ONE,21519,18955,2564,13.53,9749,29341.6629,273.7928,29615.4557,1068
BAJAJFINSV,98853,87569,11284,12.89,81082,94204.31934,4059.21654,98263.53588,1770
BANKINDIA,30462,27287,3175,11.64,16244,67129.08176,814.03452,67943.11628,140
EXIDEIND,31322,28110,3212,11.43,27391,48267.71712,2732.4801,51000.19722,388
IOC,58401,52455,5946,11.34,36735,150193.88182,2140.01628,152333.89811,139
MARUTI,188094,169648,18446,10.87,895298,309406.52872,39666.06189,349072.59061,14152
VBL,82595,74497,8098,10.87,37350,145524.24574,1142.62347,146666.86922,510
PETRONET,29884,26991,2893,10.72,16514,44001.22201,695.02418,44696.24619,281
TATACONSUM,51080,46519,4561,9.8,45771,103974.95058,2839.87814,106814.82872,1073
BIOCON,32316,29481,2835,9.62,23205,77245.4855,1914.93275,79160.41825,417
FEDERALBNK,64818,59235,5583,9.43,38506,113676.867,4298.57375,117975.44075,329
ITC,245730,224787,20943,9.32,165815,268912.27362,8648.46332,277560.73695,287
HINDUNILVR,112228,102692,9536,9.29,70649,151572.02994,3804.42903,155376.45897,2123
ALKEM,20931,19185,1746,9.1,17989,35139.82177,730.50825,35870.33002,5599
ICICIGI,21724,19984,1740,8.71,12496,26556.03687,238.40124,26794.43812,1733
PHOENIXLTD,18943,17427,1516,8.7,14066,28230.73001,822.61788,29053.34789,1964
RECLTD,70881,65279,5602,8.58,50424,163633.65107,1786.27501,165419.92608,363
M&M,180248,166431,13817,8.3,132291,206212.70946,8263.82082,214476.53028,3076
RBLBANK,31377,29003,2374,8.19,17967,98892.67877,2227.41426,101120.09303,369
SAIL,50595,46940,3655,7.79,20666,128334.98238,811.27922,129146.2616,173
JINDALSTEL,38997,36274,2723,7.51,28145,103604.97731,1691.96331,105296.94062,1059
KALYANKJIL,53751,50030,3721,7.44,41625,69631.94707,2589.79136,72221.73843,387
INDUSTOWER,115003,107100,7903,7.38,31274,123719.30931,1947.64376,125666.95307,392
AMBUJACEM,108063,100758,7305,7.25,47842,130523.1774,2767.85994,133291.03734,422
