Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,07-Jul-2026,24000,Call,173562,108872,64690,59.42,152.85,139.85,9.3,3431617,378123.01399,24005.85
NIFTY,Index Options,07-Jul-2026,24050,Call,66454,20554,45900,223.31,127.8,118.85,7.53,1602935,153035.41032,24005.85
NIFTY,Index Options,07-Jul-2026,24100,Call,79362,61913,17449,28.18,104.35,99.55,4.82,1861117,146558.31095,24005.85
NIFTY,Index Options,07-Jul-2026,23950,Call,32652,21632,11020,50.94,182.4,163.2,11.76,1247475,156284.91547,24005.85
NIFTY,Index Options,07-Jul-2026,24150,Call,29729,20376,9353,45.9,84.15,83.2,1.14,939999,61332.11475,24005.85
NIFTY,Index Options,14-Jul-2026,24300,Call,11760,3904,7856,201.23,108.1,106.55,1.45,28629,2194.1695,24005.85
NIFTY,Index Options,28-Jul-2026,24500,Call,66684,59753,6931,11.6,154.5,150.25,2.83,57679,6138.45873,24005.85
NIFTY,Index Options,28-Jul-2026,24000,Call,115800,110659,5141,4.65,383.0,358.8,6.74,92106,23277.627,24005.85
BANKNIFTY,Index Options,28-Jul-2026,60000,Call,72598,69483,3115,4.48,276.2,257.4,7.3,53227,4457.65479,58033.05
DABUR,Stock Futures,28-Jul-2026,0,-,24480,21484,2996,13.95,443.75,419.95,5.67,12748,69605.6735,445.35
YESBANK,Stock Options,28-Jul-2026,27,Call,3535,832,2703,324.88,0.43,0.3,43.33,8815,1124.00065,24.5
BANKNIFTY,Index Options,28-Jul-2026,58300,Call,4579,1885,2694,142.92,900.0,802.15,12.2,16592,4556.69414,58033.05
BANKNIFTY,Index Options,28-Jul-2026,58200,Call,5089,2502,2587,103.4,950.2,848.75,11.95,22507,6361.35597,58033.05
ASHOKLEY,Stock Options,28-Jul-2026,165,Call,3570,993,2577,259.52,5.35,3.94,35.79,12159,3556.5075,162.05
BANKNIFTY,Index Options,28-Jul-2026,59000,Call,31948,29395,2553,8.69,580.0,528.15,9.82,48996,8624.07993,58033.05
BANKNIFTY,Index Options,28-Jul-2026,60500,Call,7832,5343,2489,46.58,183.0,174.8,4.69,24284,1340.11254,58033.05
MIDCPNIFTY,Index Options,28-Jul-2026,14500,Call,5366,2931,2435,83.08,308.0,281.25,9.51,10549,3910.80967,14536.1
MARUTI,Stock Options,28-Jul-2026,16000,Call,2430,34,2396,7047.06,29.25,25.0,17.0,24266,465.78587,14340.0
RELIANCE,Stock Options,28-Jul-2026,1330,Call,6573,4296,2277,53.0,24.8,22.6,9.73,7021,894.4754,1306.5
BAJAJFINSV,Stock Futures,28-Jul-2026,0,-,49164,47004,2160,4.6,1810.0,1792.4,0.98,6252,33545.106,1799.9
ADANIPOWER,Stock Futures,28-Jul-2026,0,-,36304,34146,2158,6.32,227.78,225.44,1.04,8085,65543.3163,226.21
NIFTY,Index Options,14-Jul-2026,24000,Call,10997,8883,2114,23.8,243.0,223.45,8.75,51878,8618.67371,24005.85
NIFTY,Index Options,07-Jul-2026,23700,Call,6695,4603,2092,45.45,361.8,313.3,15.48,69215,16401.91315,24005.85
NIFTY,Index Options,28-Jul-2026,24400,Call,10773,8778,1995,22.73,188.0,182.55,2.99,12237,1590.01459,24005.85
RELIANCE,Stock Options,28-Jul-2026,1350,Call,13300,11315,1985,17.54,18.0,16.6,8.43,9274,859.6998,1306.5
