Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,30-Jun-2026,24000,Put,114839,184657,-69818,-37.81,134.0,96.45,38.93,10472028,584841.81974,23865.75
NIFTY,Index Options,30-Jun-2026,24100,Put,49306,75976,-26670,-35.1,233.15,164.4,41.82,1574109,177448.52051,23865.75
NIFTY,Index Options,30-Jun-2026,24200,Put,20032,41781,-21749,-52.05,334.1,247.95,34.74,347876,61126.8574,23865.75
NIFTY,Index Options,30-Jun-2026,24050,Put,16968,34464,-17496,-50.77,183.75,128.45,43.05,2086747,171230.11183,23865.75
TMPV,Stock Futures,30-Jun-2026,0,-,11913,20903,-8990,-43.01,352.3,346.05,1.81,18785,52694.1792,351.5
NIFTY,Index Options,30-Jun-2026,24150,Put,5377,12665,-7288,-57.54,283.55,206.1,37.58,319154,46192.91376,23865.75
NTPC,Stock Futures,30-Jun-2026,0,-,10491,17662,-7171,-40.6,358.9,355.9,0.84,15437,81965.8389,357.75
BEL,Stock Futures,30-Jun-2026,0,-,8187,15267,-7080,-46.37,411.8,411.05,0.18,16222,95059.05447,412.6
NIFTY,Index Options,30-Jun-2026,24300,Put,10306,17375,-7069,-40.68,435.65,338.55,28.68,68069,16433.42218,23865.75
BANKNIFTY,Index Options,30-Jun-2026,58500,Put,10647,17340,-6693,-38.6,958.3,731.3,31.04,36191,8217.67322,57542.9
BANKNIFTY,Index Options,30-Jun-2026,58000,Put,29533,35965,-6432,-17.88,455.55,345.3,31.93,751069,70906.17108,57542.9
IDEA,Stock Futures,30-Jun-2026,0,-,9028,14909,-5881,-39.45,14.42,14.4,0.14,17988,186168.24504,14.45
MAZDOCK,Stock Futures,30-Jun-2026,0,-,1950,7628,-5678,-74.44,2490.6,2462.1,1.16,9535,47718.0982,2488.0
MARUTI,Stock Options,30-Jun-2026,13700,Call,1395,6422,-5027,-78.28,399.0,23.25,1616.13,40853,977.40802,14152.0
NIFTY,Index Options,30-Jun-2026,24500,Put,11709,16510,-4801,-29.08,650.5,533.75,21.87,25744,9630.01946,23865.75
SUZLON,Stock Futures,30-Jun-2026,0,-,4132,8750,-4618,-52.78,58.83,57.32,2.63,11232,58672.26144,58.9
ETERNAL,Stock Futures,30-Jun-2026,0,-,8636,13086,-4450,-34.01,264.85,259.35,2.12,13339,84616.71349,265.2
NIFTY,Index Options,30-Jun-2026,18000,Put,6298,10557,-4259,-40.34,0.2,0.15,33.33,9279,1.26658,23865.75
PFC,Stock Futures,30-Jun-2026,0,-,2720,6846,-4126,-60.27,424.75,424.7,0.01,8179,45207.05059,424.9
NIFTY,Index Options,30-Jun-2026,26000,Put,40470,44301,-3830,-8.65,2139.6,2043.3,4.71,17733,24057.54538,23865.75
NIFTY,Index Options,30-Jun-2026,25500,Put,11990,15680,-3690,-23.53,1639.85,1539.05,6.55,6953,7126.76589,23865.75
ADANIENT,Stock Futures,30-Jun-2026,0,-,13137,16645,-3508,-21.08,3055.0,2973.9,2.73,10888,101100.65247,3040.0
BAJAJ-AUTO,Stock Futures,30-Jun-2026,0,-,4729,7910,-3181,-40.21,9691.0,9670.0,0.22,6274,45468.02307,9692.0
BANKNIFTY,Index Options,30-Jun-2026,58200,Put,3274,6350,-3076,-48.44,658.25,483.2,36.23,101960,14870.3562,57542.9
MARUTI,Stock Options,30-Jun-2026,14000,Call,888,3814,-2926,-76.72,62.0,6.35,876.38,69081,967.4794,14152.0
