Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,05-May-2026,24000,Put,592660,123189,469471,381.1,0.05,48.15,-99.9,49652867,854947.89043,24032.8
NIFTY,Index Options,05-May-2026,24050,Call,349204,17678,331526,1875.36,0.05,170.4,-99.97,39211174,518920.67671,24032.8
NIFTY,Index Options,05-May-2026,23950,Put,233711,41660,192051,461.0,0.05,35.55,-99.86,31557456,450656.2504,24032.8
NIFTY,Index Options,05-May-2026,24100,Call,220550,91471,129079,141.11,0.05,140.2,-99.96,36155439,312328.7598,24032.8
NIFTY,Index Options,05-May-2026,23900,Put,179362,82642,96720,117.03,0.05,25.55,-99.8,26667372,326221.96167,24032.8
NIFTY,Index Options,05-May-2026,24050,Put,128014,41179,86835,210.87,17.05,65.55,-73.99,21875737,655506.4592,24032.8
NIFTY,Index Options,05-May-2026,24000,Call,136972,54726,82246,150.29,32.75,204.6,-83.99,36910116,972858.38247,24032.8
NIFTY,Index Options,05-May-2026,23850,Put,90588,40043,50545,126.23,0.05,18.7,-99.73,15143310,106896.62529,24032.8
NIFTY,Index Options,05-May-2026,24150,Call,105264,54920,50344,91.67,0.05,115.0,-99.96,19314327,96166.03413,24032.8
NIFTY,Index Options,05-May-2026,23800,Put,140627,90511,50116,55.37,0.05,13.55,-99.63,13821119,53003.99136,24032.8
NIFTY,Index Options,05-May-2026,23700,Put,117811,77015,40796,52.97,0.05,7.1,-99.3,5432171,6002.54895,24032.8
NIFTY,Index Options,12-May-2026,24000,Put,67386,28286,39100,138.23,163.55,181.5,-9.89,476668,66289.02709,24032.8
NIFTY,Index Options,12-May-2026,24000,Call,56678,17846,38832,217.59,259.0,355.45,-27.13,485121,75874.37976,24032.8
NIFTY,Index Options,12-May-2026,24500,Call,76806,39636,37170,93.78,61.0,124.0,-50.81,402798,16059.95905,24032.8
NIFTY,Index Options,05-May-2026,23900,Call,42082,11916,30166,253.16,132.4,282.8,-53.18,8899763,515834.71336,24032.8
NIFTY,Index Options,12-May-2026,25300,Call,46685,16521,30164,182.58,2.6,10.45,-75.12,189056,513.66515,24032.8
NIFTY,Index Options,12-May-2026,25000,Call,75857,46035,29822,64.78,8.05,28.45,-71.7,250362,1672.91888,24032.8
NIFTY,Index Options,05-May-2026,23550,Put,60450,31216,29234,93.65,0.05,3.3,-98.48,1239677,467.35822,24032.8
NIFTY,Index Options,12-May-2026,22500,Put,55844,27470,28374,103.29,3.7,6.05,-38.84,168743,562.67353,24032.8
NIFTY,Index Options,12-May-2026,23000,Put,64322,36405,27917,76.68,8.9,16.1,-44.72,233514,2299.52911,24032.8
NIFTY,Index Options,05-May-2026,23950,Call,33265,5508,27757,503.94,82.6,243.0,-66.01,14711704,578059.62942,24032.8
NIFTY,Index Options,12-May-2026,23500,Put,53665,27577,26088,94.6,39.2,57.1,-31.35,329236,13890.96069,24032.8
NIFTY,Index Options,05-May-2026,23750,Put,80302,54369,25933,47.7,0.05,9.7,-99.48,6863267,13472.59312,24032.8
NIFTY,Index Options,05-May-2026,23050,Put,32189,6373,25816,405.08,0.05,0.85,-94.12,274054,57.00323,24032.8
NIFTY,Index Options,05-May-2026,23400,Put,79910,56956,22954,40.3,0.05,1.9,-97.37,1318449,385.64633,24032.8
