Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
ZYDUSLIFE,28824,18648,10176,54.57,197261,157185.22077,33907.99257,191093.21334,1191
PIIND,34508,26881,7627,28.37,44307,21389.57791,3859.42756,25249.00547,2730
SIEMENS,48404,38507,9897,25.7,174096,120059.18795,21723.06104,141782.249,4011
BOSCHLTD,41904,34255,7649,22.33,251918,86780.05989,27434.08662,114214.14651,45185
NAUKRI,44653,36953,7700,20.84,254703,88048.28373,37912.60209,125960.88582,1360
POLYCAB,45814,38937,6877,17.66,43924,48017.36785,5155.46696,53172.83481,9125
BHARATFORG,62458,53659,8799,16.4,172985,114569.56845,22930.02395,137499.5924,2051
NIFTY,10539525,9309493,1230032,13.21,215225065,475339.67475,4209683.05279,4685022.72754,24471
APOLLOHOSP,38881,34618,4263,12.31,65617,57890.20702,8994.27711,66884.48413,8750
OIL,22281,19965,2316,11.6,70187,31981.29648,9225.92552,41207.222,470
RVNL,46044,41849,4195,10.02,41590,21952.70057,3049.50184,25002.20241,230
PAGEIND,18484,16888,1596,9.45,12106,22636.55889,1265.81727,23902.37616,38440
KAYNES,51011,46801,4210,9.0,89016,58720.04382,11165.12676,69885.17058,3717
SWIGGY,88384,81238,7146,8.8,46518,53184.91923,3633.79254,56818.71177,280
ADANIENT,86553,79607,6946,8.73,59049,55871.88626,8572.56367,64444.44993,2995
MANAPPURAM,33866,31153,2713,8.71,27855,61791.075,6632.3208,68423.3958,360
MAXHEALTH,33337,30845,2492,8.08,28132,18571.5432,2396.99706,20968.54026,1040
MIDCPNIFTY,112258,103984,8274,7.96,159085,72942.11791,19820.67774,92762.79565,14990
LICI,83128,77625,5503,7.09,169881,180360.53714,13608.39228,193968.92942,406
EICHERMOT,82202,76951,5251,6.82,82372,38993.49653,8392.63004,47386.12657,8000
NATIONALUM,47296,44395,2901,6.53,46360,34885.13437,6563.415,41448.54937,388
ADANIGREEN,72960,68489,4471,6.53,41744,36666.60882,6052.53222,42719.14104,1366
ANGELONE,31442,29588,1854,6.27,27469,25398.854,3849.07575,29247.92975,291
HINDZINC,58962,55713,3249,5.83,54751,50145.80742,6458.11314,56603.92057,586
GODREJPROP,44722,42384,2338,5.52,21054,22678.55063,1684.13859,24362.68922,2037
ASTRAL,27292,25882,1410,5.45,9063,9735.48613,707.15601,10442.64214,1424
MFSL,30864,29279,1585,5.41,23358,21741.94052,2402.02804,24143.96856,1499
SHREECEM,22376,21311,1065,5.0,9020,8046.12423,460.33682,8506.46106,25510
PFC,108285,103162,5123,4.97,55535,38396.74644,3200.69503,41597.44147,381
ULTRACEMCO,61054,58204,2850,4.9,30041,18994.00727,1774.03627,20768.04355,11780
JUBLFOOD,39497,37681,1816,4.82,12675,22263.04625,1418.85625,23681.9025,488
BSE,137776,131673,6103,4.63,222638,134565.88218,28718.1297,163284.01188,3605
PAYTM,81192,77624,3568,4.6,151090,110025.1582,34232.14208,144257.30028,1593
POWERINDIA,69850,66800,3050,4.57,144599,79303.53581,14848.18899,94151.7248,35000
NBCC,26153,25024,1129,4.51,10518,9503.1976,1060.44575,10563.64335,93
TATACONSUM,48182,46113,2069,4.49,22725,16881.67497,1770.26624,18651.94122,1078
ADANIPORTS,100272,96004,4268,4.45,44488,33713.51041,4383.12292,38096.63333,1668
PATANJALI,50776,48661,2115,4.35,24366,30557.28231,1761.32214,32318.60445,353
ADANIENSOL,39929,38389,1540,4.01,26753,34024.96948,5194.67492,39219.6444,1622
ABCAPITAL,27017,25982,1035,3.98,8986,19410.30001,1650.87958,21061.17959,407
JSWENERGY,36880,35472,1408,3.97,19214,16408.40117,1363.8053,17772.20648,563
SRF,50704,48775,1929,3.95,20680,13312.5064,1047.28372,14359.79012,2570
HDFCAMC,38468,37079,1389,3.75,17747,24548.01105,1532.2125,26080.22355,2515
ADANIPOWER,72058,69493,2565,3.69,29942,30162.85545,3162.79724,33325.65269,209
BANKNIFTY,1086908,1050264,36644,3.49,1925403,281101.3378,230592.5568,511693.8946,57446
AXISBANK,204043,197436,6607,3.35,68060,71474.26756,5009.63956,76483.90712,1229
DIVISLAB,72711,70364,2347,3.34,92779,59537.33943,9715.69012,69253.02955,8578
BHARTIARTL,183366,177557,5809,3.27,77248,89494.38482,5265.41418,94759.799,1915
SBILIFE,25728,24926,802,3.22,14283,15222.29542,960.9036,16183.19902,1837
SOLARINDS,27264,26436,828,3.13,12092,17847.59911,1880.75252,19728.35163,18770
HDFCLIFE,92340,89570,2770,3.09,21369,19566.96467,1142.0178,20708.98247,536
POLICYBZR,40990,39764,1226,3.08,91333,37834.70943,11260.90745,49095.61688,1733
APLAPOLLO,29425,28569,856,3.0,23272,29689.12506,1985.52889,31674.65395,2012
INDUSTOWER,79969,77687,2282,2.94,23824,42655.12585,1644.39742,44299.52327,369
WAAREEENER,76748,74594,2154,2.89,18687,10784.7103,1496.09853,12280.80883,2704
VEDL,101143,98341,2802,2.85,53157,26001.26574,3828.10861,29829.37436,275
BANKBARODA,79714,77518,2196,2.83,21204,34306.18746,1719.79089,36025.97836,246
ALKEM,19187,18662,525,2.81,8308,8782.17181,815.99395,9598.16576,5527
HAL,82574,80340,2234,2.78,39479,27208.7305,4707.90468,31916.63518,4909
CIPLA,47498,46227,1271,2.75,13355,8219.58011,743.84881,8963.42892,1463
HCLTECH,97627,95084,2543,2.67,44794,16979.84568,4136.07232,21115.918,1365
ITC,214016,208523,5493,2.63,60640,27709.48885,2198.16387,29907.65273,279
TATASTEEL,135937,132588,3349,2.53,40946,29288.35085,2516.83712,31805.18797,188
DIXON,122322,119412,2910,2.44,46687,26196.54654,4515.13991,30711.68645,14023
ASHOKLEY,54662,53369,1293,2.42,27947,39665.338,4051.091,43716.429,174
LUPIN,50048,48921,1127,2.3,25694,19629.01404,2618.0014,22247.01544,2278
NHPC,34943,34173,770,2.25,5579,6578.24102,264.42943,6842.67045,76
SBICARD,45752,44753,999,2.23,7279,13285.28256,330.07888,13615.36144,650
MOTHERSON,44512,43546,966,2.22,18804,22816.13715,2452.41951,25268.55666,169
VBL,74506,72932,1574,2.16,21017,27747.08116,1494.249,29241.33016,437
ICICIPRULI,28574,27972,602,2.15,8098,9526.68785,567.01824,10093.70609,501
ABB,40786,39970,816,2.04,18156,16264.06773,2123.85273,18387.92047,7611
BLUESTARCO,33824,33159,665,2.01,17511,12723.26584,1145.24124,13868.50708,1497
MAZDOCK,49662,48715,947,1.94,20225,13085.08692,1901.77816,14986.86509,2554
LICHSGFIN,63095,61955,1140,1.84,12929,11761.6257,659.2138,12420.8395,502
LTF,35875,35227,648,1.84,6274,8847.56857,570.36262,9417.9312,315
CUMMINSIND,42151,41408,743,1.79,14666,18233.52156,1301.94938,19535.47094,5378
TMPV,94251,92617,1634,1.76,23662,20672.09456,2243.65712,22915.75168,347
IRFC,44519,43751,768,1.76,8233,4951.72679,461.43965,5413.16644,87
POWERGRID,74628,73344,1284,1.75,17838,9894.03853,733.20031,10627.23884,267
CAMS,21304,20938,366,1.75,7220,6447.24126,520.64446,6967.88573,788
JINDALSTEL,35799,35208,591,1.68,8760,10078.48981,621.70825,10700.19806,1095
TITAN,93966,92428,1538,1.66,133301,59204.35605,14271.43606,73475.79211,5128
HINDUNILVR,126599,124534,2065,1.66,26835,15552.9363,1226.44062,16779.37692,2064
IOC,49852,49041,811,1.65,16036,20302.17637,1174.9257,21477.10207,140
BHEL,56663,55759,904,1.62,15072,22888.94422,2670.87686,25559.82108,403
BDL,33665,33128,537,1.62,9797,11545.44213,1077.01855,12622.46068,1307
NESTLEIND,36604,36021,583,1.62,17646,21188.87935,1423.6265,22612.50585,1493
CONCOR,27116,26692,424,1.59,9917,8996.07387,936.66487,9932.73875,512
LODHA,34764,34224,540,1.58,9070,12181.98887,847.09643,13029.08531,1212
HDFCBANK,970304,956098,14206,1.49,207542,121852.41952,11703.26326,133555.68278,729
DMART,54843,54046,797,1.47,32071,14217.74415,2384.6962,16602.44035,4054
COALINDIA,101191,99749,1442,1.45,27851,29378.01622,1575.85068,30953.8669,412
PGEL,32658,32197,461,1.43,17176,10782.00723,1632.12384,12414.13108,616
JSWSTEEL,77460,76378,1082,1.42,13863,19845.27445,1239.68205,21084.9565,1283
SBIN,313118,308833,4285,1.39,205909,101661.18982,16853.96362,118515.15345,1066
GMRAIRPORT,30992,30574,418,1.37,4010,7866.08275,317.68893,8183.77168,105
WIPRO,120351,118746,1605,1.35,36792,42893.9772,2055.5661,44949.5433,184
AUROPHARMA,32728,32292,436,1.35,14332,13723.39518,1432.13642,15155.5316,1658
PETRONET,26412,26065,347,1.33,6104,4156.58326,379.70987,4536.29313,277
AUBANK,37717,37226,491,1.32,13234,17860.2865,1627.7276,19488.0141,1070
JIOFIN,152691,150757,1934,1.28,32295,29844.29006,2456.451,32300.74107,252
COLPAL,38946,38463,483,1.26,6343,4422.82439,272.17289,4694.99728,2008
GVT&D,40259,39770,489,1.23,31846,21099.62406,2427.38137,23527.00543,4420
UPL,51425,50825,600,1.18,10665,11713.99153,831.69425,12545.68578,568
TATAELXSI,36360,35944,416,1.16,11099,6857.7292,631.272,7489.0012,3795
IDEA,117599,116265,1334,1.15,50983,103466.69538,8028.92255,111495.61793,12
RADICO,13910,13754,156,1.13,2570,4791.69978,173.38201,4965.08179,4545
IREDA,40343,39898,445,1.12,5930,11659.86841,273.2118,11933.08022,118
