Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,28-Jul-2026,24200,Put,144607,68062,76545,112.46,172.0,152.4,12.86,551230,61444.78125,24187.7
NIFTY,Index Options,28-Jul-2026,24100,Put,77459,48235,29224,60.59,124.5,114.35,8.88,249464,20607.84684,24187.7
NIFTY,Index Options,28-Jul-2026,26000,Call,81314,65605,15709,23.94,0.95,0.9,5.56,87217,53.85649,24187.7
NIFTY,Index Options,28-Jul-2026,24000,Put,117126,103793,13333,12.85,89.6,84.95,5.47,384153,23094.70213,24187.7
NIFTY,Index Options,28-Jul-2026,25600,Call,30548,17452,13096,75.04,1.7,1.25,36.0,59552,57.67611,24187.7
NIFTY,Index Options,25-Aug-2026,23500,Put,36044,23799,12245,51.45,115.9,115.8,0.09,27589,2108.72383,24187.7
NIFTY,Index Options,28-Jul-2026,25700,Call,17585,8701,8884,102.1,1.25,1.1,13.64,31392,27.95457,24187.7
NIFTY,Index Options,28-Jul-2026,24300,Put,41923,33551,8372,24.95,227.2,199.7,13.77,165264,24016.24711,24187.7
NIFTY,Index Options,25-Aug-2026,24000,Put,46328,38314,8014,20.92,246.9,235.95,4.64,28425,4644.1902,24187.7
NIFTY,Index Options,28-Jul-2026,23950,Put,14825,7386,7439,100.72,74.15,72.3,2.56,61831,3079.36929,24187.7
ICICIBANK,Stock Futures,25-Aug-2026,0,-,40251,33712,6539,19.4,1459.8,1456.1,0.25,8336,85213.75968,1463.1
BANKNIFTY,Index Options,28-Jul-2026,58000,Put,45474,39256,6218,15.84,485.0,453.3,6.99,197076,27030.35293,57835.35
NIFTY,Index Options,28-Jul-2026,24150,Put,18225,12229,5996,49.03,146.75,133.05,10.3,167293,16462.21672,24187.7
NIFTY,Index Options,28-Jul-2026,25800,Call,12320,6886,5434,78.91,1.15,0.95,21.05,31055,22.40618,24187.7
NIFTY,Index Options,28-Jul-2026,24500,Put,46926,41573,5353,12.88,364.2,320.2,13.74,42426,9864.53289,24187.7
NIFTY,Index Options,28-Jul-2026,24050,Put,12546,7730,4816,62.3,104.6,98.85,5.82,82759,5846.26127,24187.7
NIFTY,Index Options,25-Aug-2026,24200,Put,14349,9717,4632,47.67,327.45,310.35,5.51,17952,3857.35521,24187.7
JIOFIN,Stock Futures,25-Aug-2026,0,-,17916,13412,4504,33.58,241.4,240.02,0.57,6380,35963.7091,240.55
NIFTY,Index Options,25-Aug-2026,24300,Put,10825,6393,4432,69.33,371.35,350.25,6.02,12193,2945.09722,24187.7
AUROPHARMA,Stock Futures,25-Aug-2026,0,-,5450,1181,4269,361.47,1589.0,1571.8,1.09,4512,39140.78784,1582.0
AXISBANK,Stock Futures,25-Aug-2026,0,-,19085,15156,3929,25.92,1266.5,1266.0,0.04,6108,48323.06025,1256.5
NIFTY,Index Options,28-Jul-2026,25000,Put,30202,26420,3782,14.31,827.7,750.3,10.32,8366,4457.17473,24187.7
HCLTECH,Stock Futures,25-Aug-2026,0,-,28640,24898,3742,15.03,1225.2,1216.5,0.72,5840,28543.584,1238.9
KOTAKBANK,Stock Futures,25-Aug-2026,0,-,24291,21158,3133,14.81,388.5,385.1,0.88,5642,43665.6948,386.0
AMBUJACEM,Stock Futures,25-Aug-2026,0,-,6507,3508,2999,85.49,442.15,440.5,0.37,3903,20845.29852,439.15
