Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
KPITTECH,35782,24622,11160,45.33,253353,106532.71448,19773.23567,126305.95015,749
AMBER,26391,19051,7340,38.53,48252,81105.89281,11023.36857,92129.26138,8720
NIFTY,6311009,4983866,1327143,26.63,60620371,1758958.87825,4371340.70844,6130299.5867,24330
COFORGE,101870,82180,19690,23.96,359374,186371.29399,40746.81833,227118.11232,1280
LT,176744,143127,33617,23.49,350715,331729.83963,31569.65983,363299.49946,4012
CGPOWER,44027,36267,7760,21.4,85877,115803.94432,15941.03812,131744.98245,826
SRF,38172,31793,6379,20.06,215911,129426.15788,26085.0938,155511.25168,2725
BLUESTARCO,17013,14208,2805,19.74,15590,26574.71277,1774.76159,28349.47436,1805
FINNIFTY,6191,5188,1003,19.33,11594,3932.466,2192.34174,6124.80774,26392
MIDCPNIFTY,99691,83854,15837,18.89,222305,121406.63414,37357.01689,158763.65103,14312
GODREJCP,35628,30396,5232,17.21,23479,21794.2337,2043.74645,23837.98015,1097
GODFRYPHLP,10581,9177,1404,15.3,10938,25171.78776,1707.52598,26879.31375,2313
POLYCAB,37421,32589,4832,14.83,86324,134595.47538,16021.03387,150616.50926,8400
HDFCLIFE,71669,63096,8573,13.59,81119,129998.86658,7453.2568,137452.12338,606
POLICYBZR,33485,29547,3938,13.33,37404,55762.92186,5415.07557,61177.99744,1703
PIDILITIND,20640,18266,2374,13.0,26180,45201.5793,2828.697,48030.2763,1423
VEDL,69407,61925,7482,12.08,180188,73870.86513,17457.71472,91328.57986,317
SHREECEM,22303,20100,2203,10.96,12352,17861.25872,1105.54529,18966.80401,25140
NUVAMA,5294,4774,520,10.89,5791,13463.21595,699.04595,14162.2619,1435
UNITDSPR,45709,41474,4235,10.21,28017,36794.88324,2149.93968,38944.82292,1296
LUPIN,32710,29780,2930,9.84,67938,91409.45305,13270.26659,104679.71964,2445
BSE,50553,46170,4383,9.49,61950,106836.72681,23442.3958,130279.12261,3870
OIL,26029,23831,2198,9.22,19657,28908.59048,2046.96576,30955.55624,451
NIFTYNXT50,942,865,77,8.9,673,5146.39611,94.18241,5240.57852,71691
BAJAJ-AUTO,76640,70572,6068,8.6,127150,69558.96117,15753.96083,85312.922,10390
ONGC,79650,73717,5933,8.05,67275,52322.0805,5258.3175,57580.398,280
DRREDDY,53582,49595,3987,8.04,61249,65624.01393,9095.68143,74719.69537,1308
BDL,20747,19206,1541,8.02,13439,13366.46647,1514.69066,14881.15713,1405
HINDPETRO,32150,29764,2386,8.02,41749,59787.13943,8504.09199,68291.23142,399
BHARATFORG,25126,23389,1737,7.43,28890,66340.7153,6072.32025,72413.03555,1878
PAYTM,37175,34795,2380,6.84,38041,45153.27521,7067.09946,52220.37467,1110
INFY,373092,349674,23418,6.7,147624,128582.64232,9784.064,138366.70632,1170
BAJAJHLDNG,7401,6951,450,6.47,5026,4723.50055,546.13933,5269.63989,10625
INDIGO,97607,91713,5894,6.43,154983,136992.56592,20957.73673,157950.30265,4524
LICHSGFIN,41761,39246,2515,6.41,45844,42218.0706,5340.7471,47558.8177,582
HEROMOTOCO,57347,53929,3418,6.34,264827,210144.22816,32013.02013,242157.24829,5180
BANKINDIA,18471,17411,1060,6.09,11684,31213.30524,1518.868,32732.17324,142
HINDZINC,53452,50460,2992,5.93,72378,65051.22069,11708.42419,76759.64488,635
360ONE,13408,12666,742,5.86,5091,13788.7382,342.57705,14131.31525,1084
NBCC,16278,15383,895,5.82,8713,16104.53065,995.1669,17099.69755,95
DALBHARAT,13354,12635,719,5.69,6897,10611.99876,487.07685,11099.07561,1980
TCS,349574,330758,18816,5.69,161303,117712.2618,8939.74193,126652.00373,2435
NAM-INDIA,9076,8589,487,5.67,11484,17623.41075,1478.88131,19102.29206,1093
KALYANKJIL,32863,31153,1710,5.49,12414,10678.25012,1340.1755,12018.42563,416
VOLTAS,48219,45731,2488,5.44,24990,29600.68383,2899.25085,32499.93468,1379
